system:index,NDWI,NDWI_1,NDWI_10,NDWI_11,NDWI_12,NDWI_13,NDWI_14,NDWI_15,NDWI_16,NDWI_17,NDWI_18,NDWI_19,NDWI_2,NDWI_20,NDWI_21,NDWI_22,NDWI_23,NDWI_24,NDWI_25,NDWI_26,NDWI_27,NDWI_28,NDWI_29,NDWI_3,NDWI_30,NDWI_31,NDWI_32,NDWI_4,NDWI_5,NDWI_6,NDWI_7,NDWI_8,NDWI_9,VALUE,.geo
000000000000000000e2_0,1.0821918,0.51304346,0.818448,1.0329671,0.9118727,0.69957083,0.94192797,1.8387097,1.0331753,0.97557664,0.95342463,0.94692403,0.3215859,1.0227273,1.0394089,0.9245283,1.0242424,0.97315437,1.014556,1.0215898,1.2201835,0.7083333,0.772973,0.9240283,0.7647059,0.9762376,0.7607973,0.8851064,0.7382413,1.0337079,0.7257319,0.394636,1.0735294,1.0,
000000000000000000e3_0,-0.46331236,-0.2703266,-0.4733728,-0.48853615,-0.4732199,-0.51093173,-0.44263387,-0.38219297,-0.41449276,-0.45406824,-0.38407865,-0.29496998,-0.44883305,-0.42477876,-0.35811648,-0.44820145,-0.4658311,0.0,-0.39591545,-0.5099567,-0.49079755,-0.44518027,-0.42692584,-0.3956044,-0.5474275,-0.48681194,-0.45206517,-0.4520649,-0.52884614,-0.50792253,-0.19384024,-0.5213235,-0.4378981,1.0,
000000000000000000e4_0,-0.43023255,-0.3327166,-0.33580706,-0.31766382,-0.37097448,-0.32831326,-0.37534627,-0.27406198,-0.30566037,-0.33333334,-0.24665982,-0.3362655,-0.15944743,-0.44428572,-0.362298,-0.37980926,-0.36048064,-0.25645593,-0.35168618,-0.2522946,-0.3929024,-0.4516696,-0.43481916,-0.41275045,-0.4220798,-0.4605761,-0.41652694,-0.34119782,-0.36755422,-0.48675293,-0.3417864,-0.38767773,-0.44689712,1.0,
000000000000000000e5_0,-0.29470804,-0.39675945,-0.40358502,-0.12667091,-0.2756702,-0.2996633,-0.005428882,-0.21584159,0.18159509,0.3564614,0.43551797,0.9667171,-0.41021788,0.9059059,0.8361669,0.828,0.898,0.970852,0.9067164,0.90797985,0.6173913,0.68719214,0.56886226,-0.48842975,0.5019455,0.9259868,0.5436893,-0.42541042,-0.49660888,-0.44029507,-0.17741218,-0.3652213,-0.35856196,1.0,
000000000000000000e6_0,-0.41367638,-0.36088526,-0.44550353,-0.2311713,-0.47115386,-0.3589301,-0.43288672,-0.42448553,-0.3754337,-0.48904762,-0.4265426,-0.5058526,-0.36587128,-0.40964842,-0.33420366,-0.4576441,-0.440724,-0.42145243,-0.458073,-0.47040498,-0.41241685,-0.6707819,-0.45910862,-0.49571386,-0.6283857,0.3457795,-0.51644737,-0.3912169,-0.407069,-0.1461958,-0.38895783,-0.2845992,-0.5240429,1.0,
000000000000000000e7_0,-0.4310757,-0.29372045,-0.33232015,-0.39701286,-0.4323678,-0.51510334,-0.4509589,-0.44098055,-0.33635482,-0.5112782,-0.39741075,-0.39407244,-0.46220472,-0.1462084,-0.48199853,-0.47831514,-0.4795832,-0.42108434,-0.50457555,-0.49594322,-0.58015054,-0.5323412,-0.5588894,-0.32384905,-0.5419075,-0.5791411,-0.5505952,-0.31926122,-0.43290892,-0.41417652,-0.20621802,-0.37533513,-0.43168736,1.0,
000000000000000000ea_0,-0.20551091,-0.18330212,-0.40105078,-0.09127382,-0.4015544,-0.4227226,-0.34909597,-0.25989306,-0.3327129,-0.43674698,-0.43470484,-0.31367564,0.16416249,-0.42668623,-0.40186915,-0.35420945,-0.43611202,-0.27841845,-0.445145,-0.4624299,-0.42166796,-0.49209931,-0.4774869,-0.28983688,-0.37521031,0.2659967,-0.48063782,-0.25414848,-0.4568245,-0.34901962,-0.36624095,-0.09746329,-0.119825706,1.0,
000000000000000000eb_0,0.10493827,0.66848814,1.0544218,0.9298831,0.79405034,0.88593155,0.9461467,1.875,0.84338623,0.90687364,0.87743735,1.0472103,0.79037803,1.0192102,0.91168094,0.8068182,0.8623188,0.917223,0.91949487,0.9373104,0.79899496,0.5962877,0.75,0.92239857,0.625,0.9218865,0.6909091,0.8722826,0.6759259,0.8980892,0.61687875,0.384273,0.8450704,1.0,
000000000000000000ec_0,-0.43035817,-0.20446096,-0.30375427,-0.1547492,-0.3519833,-0.24296875,-0.24748744,2.0535715,-0.23766072,-0.18538938,0.1261967,0.3243435,-0.20958084,0.713369,0.7425997,0.6876939,0.7808219,0.8977368,0.86290324,0.87455195,0.5549048,0.75240386,0.6815287,-0.2012848,0.5430267,0.68470585,0.44827586,0.06647807,-0.022413794,0.22937854,0.18347639,-0.07058159,-0.25181347,1.0,
000000000000000000ed_0,-0.39379185,-0.28822985,-0.3948052,-0.18985395,-0.3715847,-0.3227207,-0.120732725,0.8943089,-0.23312883,-0.40134645,-0.288193,-0.30227745,-0.27209464,-0.39864355,-0.31601733,-0.18350515,-0.33829975,-0.21482413,-0.32658798,-0.36889556,-0.4113098,-0.41211703,-0.38066095,-0.2680498,-0.4695652,0.2870269,-0.45759553,-0.38539898,-0.43209878,-0.37592277,-0.35514918,-0.42110553,-0.47530186,1.0,
000000000000000000ee_0,-0.4546694,-0.32627645,-0.38991457,-0.15645014,-0.11378556,-0.35705814,0.040816326,-0.2600229,-0.30885652,-0.3551797,-0.35425165,-0.34446764,-0.26775452,0.07707191,-0.19753087,-0.2976063,-0.2225021,-0.15102771,-0.26086956,-0.34497815,-0.34089023,-0.42084473,-0.46819672,-0.44815826,-0.4572724,-0.43765524,-0.33333334,-0.45344537,-0.461505,-0.49926472,-0.13867822,-0.4339188,-0.46280992,1.0,
000000000000000000ef_0,-0.1028632,0.79877514,0.803125,0.9318182,0.921522,0.8863636,0.9823702,1.0877193,1.019685,0.94528043,0.9057971,1.0,0.92795885,1.023939,1.0243531,1.0546875,0.89038265,1.0360551,0.9762901,0.94769615,0.86627907,0.8060606,0.8158996,1.0272315,0.76119405,0.9603633,0.82725525,1.0450281,0.8888889,1.0340716,0.58027816,0.36477116,0.84543324,1.0,
000000000000000000f0_0,-0.40391636,-0.46805736,-0.48178884,-0.027196653,-0.58036315,-0.47328606,-0.3076441,0.8947368,-0.3858165,-0.39945093,-0.36993563,-0.36823106,-0.27663553,-0.41568628,-0.39422697,-0.22156863,-0.30060214,-0.24252492,-0.42613065,-0.4599938,-0.43250477,-0.47412586,-0.4535327,-0.5498602,-0.47807756,0.32014054,-0.46743295,-0.35687453,-0.4385965,-0.3965375,-0.39709648,-0.49089167,-0.43654433,1.0,
000000000000000000f1_0,-0.24501993,-0.35092086,0.6721311,0.68839103,0.77923787,0.6360424,1.0282413,1.6121212,1.0154241,0.7714286,0.73400253,0.870229,0.011160715,0.91193736,1.0378788,0.827476,0.9485095,0.9388889,0.9432177,0.9388753,0.6751269,0.5515695,0.7762557,0.4816754,0.625,0.8733738,0.625,0.43941605,0.045161292,0.5658627,0.3825079,0.33010492,0.33069307,1.0,
000000000000000000f2_0,-0.27022058,-0.25518927,-0.22344323,-0.027196653,-0.36516854,-0.28804347,-0.24031007,-0.35820895,-0.25129983,-0.35040098,-0.23589516,-0.26565143,-0.098088115,-0.32925764,-0.27705112,-0.22672509,0.0042918455,-0.31834152,-0.17948718,-0.24967659,-0.35530087,-0.49583828,-0.34761906,-0.25132275,-0.42857143,0.2816673,-0.39067057,-0.22714932,-0.39632547,-0.27438018,-0.11545293,-0.38838708,-0.2400636,1.0,
000000000000000000f3_0,0.049558725,-0.16485754,1.1401752,1.0279965,0.9113082,0.8022284,0.95250213,1.3538231,1.0153551,0.9197593,0.91675794,1.0214541,0.6693989,0.9924953,1.0294551,1.0463576,1.0266991,1.0083799,1.0169972,0.937677,2.6888888,0.9714286,0.9677419,0.84117645,0.7818182,0.95555556,0.8568738,0.92102665,0.77030814,0.83532935,0.63185376,0.4955692,0.97168857,1.0,
000000000000000000f4_0,-0.11125655,-0.2857143,1.0350877,0.92058516,0.8299595,0.91780823,0.94159293,1.6358696,1.0154241,0.9722519,0.9546028,1.0214286,0.8974359,1.0214031,0.93324435,1.0687286,0.94860816,0.95533496,1.0145502,1.0175439,0.8145286,0.73333335,0.8897638,1.2172701,0.7904762,0.9585062,0.8440546,0.95184135,0.9604938,1.1965973,0.72520906,0.46577182,1.0736196,1.0,
000000000000000000f5_0,0.8015267,0.33744222,1.0393873,0.7987879,-0.36894235,-0.14653243,0.9525166,1.0243243,0.88325655,0.85046726,0.8580122,0.8467909,0.038297873,0.9344894,1.5635359,2.125,0.93835616,1.0434783,0.8642857,0.7997775,1.137931,0.57058823,0.68865436,0.7893218,0.5308642,0.91764706,0.45714286,0.85761225,0.17391305,0.87376726,0.64396286,0.21538462,-0.07883302,1.0,
000000000000000000f6_0,0.18416524,0.19927536,0.12376238,0.76283616,0.9470199,0.5902004,0.8564189,1.8888888,0.78364116,0.79175705,0.7325301,0.89847714,0.4386921,1.0065502,1.1271478,0.92895204,0.77594125,0.95253503,0.8858859,0.9302326,0.7922078,0.63461536,0.68245125,0.7742947,0.5882353,0.81462586,0.6161137,0.4738095,0.41350907,0.77335376,0.39678615,0.64552844,0.95638627,1.0,
000000000000000000f7_0,-0.39945835,-0.29234794,-0.3965465,-0.25129727,-0.39175257,-0.39546248,-0.2037325,-0.28198075,-0.30567452,-0.3674812,-0.35140496,-0.38179633,-0.3830603,0.0474732,-0.32444733,-0.28175282,-0.26554078,-0.23888889,-0.1592775,-0.37807348,-0.33791208,-0.29392448,-0.4731152,-0.4695801,-0.4413793,-0.4387392,-0.43003997,-0.39845398,-0.41248408,-0.305815,-0.39326537,-0.45056602,-0.3673709,1.0,
000000000000000000f8_0,0.032042723,-0.34304747,1.0394737,0.96216214,0.90338165,0.8973306,1.0465567,1.5806452,0.91233766,0.95689654,0.9669604,1.0080321,0.8666667,1.0247295,1.1266968,1.3409091,1.0224949,1.0286944,1.018868,0.93509614,0.8899522,0.71428573,0.8939394,1.1760564,0.7830189,0.95670277,0.8486056,0.95184135,0.82801664,0.89559543,0.5970874,0.47011954,0.92045456,1.0,
000000000000000000f9_0,0.62598425,0.26266196,0.71505374,0.83357245,-0.41657922,0.65625,0.96199524,1.0238806,0.88837206,0.8881119,0.8678038,0.9114391,0.8498498,1.0355029,0.9252669,0.94262844,0.9535484,0.9508197,1.0948275,0.89166665,0.46312684,0.74473065,0.798237,0.80862534,0.7577197,0.93457943,0.70625,0.8614458,0.7838509,0.8771593,0.6173677,0.34886733,0.3241279,1.0,
000000000000000000fa_0,-0.18125771,0.1715286,0.4326241,0.7531807,-0.40664274,0.2818533,0.9266932,2.058296,0.8678261,0.89261746,0.8125,0.94545454,0.6680162,0.98405105,1.0221239,0.928,0.94849783,0.93133044,0.9285714,1.0716254,0.74857146,0.6273585,0.82608694,0.6926714,0.7005988,0.9279279,0.61685824,0.7594255,0.16547789,0.7948207,0.4431673,0.21594684,-0.3616352,1.0,
000000000000000000fb_0,-0.31466877,0.5079086,1.029316,0.92833334,0.9037037,1.028169,1.0251572,1.0394973,1.0478821,0.9682899,0.96266043,1.0601915,1.029304,1.0073892,0.94736844,0.92110455,1.0116144,1.0379965,1.0123647,1.0261832,0.94186044,0.75510204,0.8596491,0.91155493,0.83255816,0.97427654,0.84175825,0.9192118,0.8069307,1.0340716,0.6569343,0.50373137,1.0454545,1.0,
000000000000000000fc_0,-0.23854661,-0.33305156,1.0240964,0.887391,0.9925234,1.0212766,1.018122,0.96330273,1.0528455,0.95689654,0.9642005,1.5828221,0.90207154,1.0197629,1.0063965,1.0351759,1.01221,1.0072993,1.0108794,0.9548023,1.0588236,0.6707317,0.9187817,1.0272315,0.84236455,0.9781421,0.8419865,0.95624197,0.83864117,1.034682,0.70284235,0.5596206,0.9114094,1.0,
000000000000000000fd_0,-0.1157071,-0.33496094,-0.124164276,-0.10118505,-0.056837365,-0.02357985,-0.16455697,-0.2915327,-0.37934968,-0.46307,-0.35307518,-0.34271243,-0.38117647,-0.38501742,-0.38316584,-0.4346035,-0.20416667,-0.41884816,-0.46095493,-0.48739496,-0.55637705,-0.61681086,-0.46687698,-0.48965025,-0.5487136,0.40443018,-0.6277097,-0.4718935,-0.22108844,-0.095393546,-0.22932166,-0.07891727,0.1741453,1.0,
000000000000000000fe_0,-0.46679378,-0.3844792,-0.38802084,-0.44229978,-0.37254903,-0.46607265,-0.26677975,-0.36305732,-0.28365046,-0.454604,0.002548853,-0.3146105,-0.21878862,-0.38325435,-0.32686797,-0.19394377,-0.26036412,-0.28498814,-0.25681603,-0.20356728,-0.3794038,-0.44947338,-0.34125727,-0.5231283,-0.4012236,-0.44186968,-0.35698524,-0.38381878,-0.5074687,-0.5357406,-0.40173602,-0.40823025,-0.5043029,1.0,
000000000000000000ff_0,-0.47781482,-0.40524492,-0.353228,-0.34335968,-0.29793647,-0.338206,-0.40867513,-0.25813296,-0.24703525,-0.33137542,-0.30286738,-0.3348355,-0.3359762,-0.3697749,-0.28255293,-0.27261662,-0.28227803,-0.30781105,-0.25696012,-0.26810604,-0.3563881,-0.412216,-0.3162156,-0.5059848,-0.3837422,-0.37211293,-0.36155573,-0.35590032,-0.53248084,-0.52864766,-0.34860885,-0.47537473,-0.4501601,1.0,
00000000000000000100_0,-0.1665272,-0.19594595,1.0207684,0.9790576,0.9188406,0.9210084,0.95458674,1.3361824,0.9323032,1.1266667,0.95465994,0.96900827,0.39356816,0.99272066,0.9533437,1.0319635,1.0167464,1.0271683,1.0175055,1.0070505,1.0542005,0.7046332,0.96581197,0.80995476,0.8138425,0.9670103,0.8804921,0.8724559,0.820029,1.0417536,0.5381356,0.45180723,0.87140113,1.0,
