system:index,NDVI,NDVI_1,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_2,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_3,NDVI_30,NDVI_31,NDVI_32,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,VALUE,.geo
00000000000000000084_0,0.6436482,0.75328946,0.079634465,0.6869565,0.7014765,0.31647778,0.5900588,0.7557647,0.7289677,0.6592322,0.5800995,0.113456465,0.76756626,0.033760186,-0.3117409,-0.05860349,0.07456588,0.014354067,0.017515276,0.38351256,0.4362745,0.5864571,0.85667294,0.6971037,0.85714287,0.7544368,0.43667296,-0.22536287,0.74015963,0.6826783,0.23918396,0.42405063,0.64198136,1.0,
00000000000000000085_0,0.8598752,0.85994697,0.86297435,0.8464539,0.8364126,0.74413323,0.6880152,0.77483773,0.8118648,0.79070324,0.7204831,0.7321039,0.85761046,0.72579473,0.788309,0.6833744,0.68892044,0.71169126,0.75530976,0.788521,0.7620059,0.7363173,0.7126482,0.87310606,0.75158226,0.80319256,0.7718545,0.8612149,0.8407939,0.8593615,0.7929281,0.84,0.801144,1.0,
00000000000000000086_0,0.7225951,0.7462738,0.5473109,0.5018888,0.6186936,0.6467991,0.68854344,0.62708664,0.65836847,0.7423566,0.7848223,0.7333742,0.7538844,0.7272099,0.6542831,0.7453167,0.46594542,0.6236094,0.8401507,0.69610316,0.7767325,0.67600644,0.74791366,0.6596906,0.694904,0.75466245,0.7070254,0.7351575,0.6880785,0.68481773,0.48722574,0.49390072,0.55799085,1.0,
00000000000000000087_0,0.7543748,0.7686747,0.60895383,0.4848801,0.4001132,0.4581545,0.51531154,0.49825785,0.5432211,0.58938545,0.50861645,0.4742417,0.7533597,0.5364505,0.4447739,0.4992722,0.537054,0.57734966,0.52666044,0.626799,0.5693566,0.5785191,0.5437685,0.74216235,0.5994633,0.6958225,0.69286144,0.7742725,0.5619335,0.40981734,0.3191801,0.38501102,0.65596,1.0,
00000000000000000088_0,0.7413487,0.6980139,0.47056645,0.7321171,0.70919883,0.740634,0.6717828,0.63586533,0.754295,0.7068358,0.12512316,0.26113537,0.40806046,0.33052632,-0.2,0.25020376,0.64132553,0.7370859,0.78533846,0.7616259,0.8371335,0.7518248,0.828479,0.73548687,0.75055027,0.72265023,0.68011737,0.68126684,0.7424307,0.71263033,0.71208227,0.61635566,0.73206925,1.0,
00000000000000000089_0,0.8322068,0.8703633,0.7730717,0.817084,0.8154419,0.7498861,0.79787236,0.7912088,0.76273847,0.8064935,0.8212193,0.7311129,0.871687,0.80497926,0.72131145,0.6964604,0.6743421,0.74660635,0.7105691,0.7834083,0.74310136,0.6701031,0.8783166,0.86748004,0.7327641,0.8117602,0.78753096,0.88717693,0.75067025,0.7243077,0.73535955,0.79327464,0.8076,1.0,
0000000000000000008a_0,0.7197789,0.65269107,0.7053274,0.73000485,0.6634757,0.78422177,0.712,0.7405958,0.67833245,0.69043297,0.2897959,0.45284623,0.6096414,0.36144578,0.20646766,0.6760949,1.0689914,0.8270202,0.74373657,0.69668245,0.7055051,0.8027654,0.7032767,0.73021585,0.7756389,0.7832423,0.7192039,0.7379378,0.7799607,0.7390637,0.69947535,0.6493165,0.7433414,1.0,
0000000000000000008b_0,0.83064735,0.76933974,0.6647332,0.6559356,0.7403045,0.68233085,0.7335067,0.7939653,0.73454684,0.82417583,0.80798435,0.7206235,0.78177965,0.72499186,0.6909871,0.70135325,0.7116531,0.6662459,0.68822366,0.7475948,0.7059972,0.79496914,0.7653584,0.78145695,0.8259481,0.8016244,0.7798507,0.818134,0.7737951,0.79562336,0.71163,0.7692728,0.77298445,1.0,
0000000000000000008c_0,0.8487013,0.8470627,0.7995444,0.76476103,0.7766798,0.7954199,0.7158713,0.74579304,0.7559487,0.70897835,0.80085444,0.788722,0.84979594,0.77861035,0.78729963,0.77331686,0.78040725,0.8362283,0.68201977,0.8431489,0.7791798,0.6678579,0.8677043,0.77092963,0.7641229,0.82803094,0.8519794,0.866392,0.7901861,0.81771505,0.7168784,0.7965802,0.8274605,1.0,
0000000000000000008d_0,0.8614072,0.8390328,0.7546083,0.71040356,0.7956486,0.7724982,0.7613504,0.77662605,0.80397534,0.81581724,0.85089654,0.84530705,0.84949917,0.82215744,0.78269285,0.83121896,0.77124375,0.8119384,0.8165785,0.7998191,0.7228336,0.82213324,0.80346507,0.87605107,0.8252962,0.84102917,0.8311268,0.81682706,0.636127,0.49133858,0.618965,0.76404494,0.7089494,1.0,
0000000000000000008e_0,0.7593698,0.7106637,0.6515026,0.68592733,0.6680244,0.66814405,0.68816257,0.7123729,0.7512563,0.63444316,0.6641592,0.64462227,0.7288369,0.7209178,0.74287766,0.6423024,0.6507937,0.6960784,0.78675437,0.6849095,0.8698339,0.88874894,0.8969834,0.6996482,0.86448383,0.8774476,0.82689744,0.7523314,0.69659865,0.6756757,0.7149689,0.73047054,0.6815497,1.0,
0000000000000000008f_0,0.84948826,0.7017673,0.7895115,0.82196295,0.7824268,0.7034512,0.788028,0.8404465,0.78120977,0.82570165,0.8419655,0.8012143,0.80231524,0.7600631,0.7809331,0.8286837,0.81625444,0.81312996,0.87157464,0.84799725,0.83572745,0.9042887,0.86904764,0.80598736,0.86003685,0.88462865,0.8876543,0.7771493,0.6827309,0.693814,0.67191505,0.78497976,0.75173694,1.0,
00000000000000000090_0,0.7267702,0.72876894,0.6973856,0.7266373,0.73935264,0.7282962,0.75782377,0.78594977,0.71079034,0.7796447,0.71595216,0.78204435,0.7621895,0.7853577,0.7581717,0.73552465,0.7690176,0.7353267,0.7713199,0.82968986,0.7874791,0.8154556,0.83821183,0.71151936,0.89972955,0.893485,0.9144439,0.763832,0.7597353,0.775564,0.68628603,0.78043914,0.81267947,1.0,
00000000000000000091_0,0.7702703,0.71235955,0.5004982,0.7355495,0.70063156,0.4975323,0.58547515,0.6081371,0.61235476,0.58346254,0.66607004,0.7011137,0.82502186,0.7160836,0.76438504,0.6181658,0.7500575,0.64737225,0.6532663,0.70764816,0.6271275,0.660429,0.7042074,0.7998468,0.7585411,0.8073458,0.76786107,0.7636321,0.64392155,0.693986,0.6328158,0.6548171,0.70652175,1.0,
00000000000000000092_0,0.8242699,0.798278,0.6107679,0.71172094,0.6704675,0.6475596,0.7203053,0.7033441,0.7187408,0.76639813,0.7714814,0.72791404,0.8399242,0.7576109,0.7033027,0.57618785,0.6504798,0.6108877,0.6856594,0.67166126,0.6421189,0.6576946,0.70828056,0.7679466,0.69062424,0.71467316,0.7080326,0.51240695,0.5922379,0.68176204,0.6356152,0.6833977,0.57774705,1.0,
00000000000000000093_0,0.61585903,0.78089654,0.67445546,0.6824067,0.7611775,0.70074815,0.632921,0.7083091,0.70210135,0.63787496,0.18994044,0.2977487,0.778263,0.38872403,0.7856526,0.76167566,0.63335454,0.7571927,0.74253845,0.75215644,0.7001366,0.690362,0.72640383,0.6764787,0.7421641,0.7720892,0.7591398,0.56678385,0.80017376,0.7078228,0.65362316,0.6280074,0.71599585,1.0,
00000000000000000094_0,0.8774461,0.85873735,0.7148926,0.7861221,0.774313,0.7776826,0.7570309,0.7695105,0.7106599,0.69547975,0.74376124,0.7075595,0.8528295,0.7454708,0.6820564,0.7377934,0.72796124,0.7015644,0.7510313,0.84163,0.71062183,0.7180573,0.7642669,0.8382265,0.81020254,0.8231682,0.77728015,0.7403438,0.7083333,0.6991453,0.610144,0.77536726,0.6941839,1.0,
00000000000000000095_0,0.8448439,0.86015373,0.84210527,0.7439173,0.84826934,0.7238513,0.7215967,0.7714286,0.8163842,0.7678757,0.73592526,0.7978182,0.85480386,0.8425881,0.7543484,0.7359413,0.75468665,0.835113,0.83709675,0.8912648,0.741003,0.80359614,0.79299575,0.8123302,0.68382686,0.8818119,0.8848854,0.7977392,0.65990484,0.7982018,0.6428758,0.6508287,0.71810347,1.0,
00000000000000000096_0,0.8582922,0.8634555,0.6733589,0.68484014,0.72702646,0.6627932,0.76746064,0.748495,0.64415586,0.7774913,0.7545576,0.8307529,0.8388497,0.77232623,0.71362495,0.7248758,0.7688679,0.7536508,0.81082964,0.8505724,0.8018996,0.70008284,0.7966922,0.84553456,0.7811687,0.8246073,0.7616403,0.8681876,0.64211977,0.5863963,0.58419245,0.7023395,0.65178573,1.0,
00000000000000000097_0,0.85365856,0.8754028,0.7267442,0.751589,0.72919106,0.68667465,0.73195314,0.7900732,0.72928953,0.79924953,0.78055865,0.83464766,0.8686205,0.8078374,0.75720066,0.76839083,0.7814978,0.8036929,0.8211845,0.8275007,0.80669856,0.69414204,0.83915156,0.8684211,0.8242908,0.8778422,0.81696093,0.8828758,0.65950084,0.63627476,0.56336874,0.6533587,0.71105856,1.0,
00000000000000000098_0,0.81463146,0.8223701,0.7554439,0.78313255,0.8207576,0.7026052,0.76272154,0.76674235,0.7629686,0.77489877,0.7426973,0.7538079,0.7923026,0.7621359,0.79412603,0.7636905,0.7455677,0.8225692,0.80575746,0.8150015,0.748536,0.74054056,0.83527404,0.84719104,0.76208895,0.80310327,0.78417265,0.8097383,0.7996042,0.77761006,0.71863353,0.7451994,0.74689984,1.0,
00000000000000000099_0,0.79831934,0.80452996,0.66658545,0.6409256,0.632865,0.62136894,0.65880215,0.7347358,0.7868407,0.76916057,0.7481442,0.80099505,0.8235294,0.80707574,0.8023599,0.7819514,0.7829233,0.8346318,0.7278409,0.7110333,0.6653226,0.7049265,0.7700443,0.8139145,0.68513286,0.80772585,0.732852,0.8003361,0.8035002,0.50907356,0.48082295,0.52911395,0.63550705,1.0,
0000000000000000009a_0,0.85237616,0.85774475,0.84891164,0.8499701,0.87238914,0.8215935,0.8277131,0.8783703,0.8863636,0.6423841,0.5400778,0.6953376,0.8463942,0.74812245,0.73089004,0.7991156,0.88334537,0.8456577,0.77689457,0.82098556,0.8680597,0.83966243,0.86328626,0.8684076,0.8331865,0.88445807,0.8632479,0.86088336,0.83948904,0.832769,0.69072807,0.81026137,0.82844114,1.0,
0000000000000000009b_0,0.7095205,0.7080334,0.67684245,0.73237014,0.74561703,0.58960843,0.6896792,0.80584097,0.63756967,0.72087914,0.68752134,0.7054837,0.694422,0.72698003,0.7186207,0.6310209,0.5601286,0.6246368,0.75499254,0.72620076,0.8066795,0.64144146,0.7184406,0.6808786,0.76911974,0.82694685,0.78995436,0.68278146,0.6748737,0.7033799,0.55115277,0.6141705,0.6147705,1.0,
0000000000000000009c_0,0.46997562,0.5164684,0.39435625,0.43409917,0.38285714,0.4502826,0.4746424,0.5135135,0.507109,0.5158025,0.48446327,0.6798825,0.52342707,0.5492228,0.51694065,0.53922844,0.55198646,0.50127226,0.5392954,0.5334763,0.5489691,0.5330296,0.59683377,0.56285536,0.551655,0.5640394,0.65770864,0.5268282,0.48574847,0.23983943,0.29843816,0.36392328,0.33271098,1.0,
0000000000000000009d_0,0.6226797,0.7287817,0.67860746,0.68875927,0.7264673,0.69090056,0.7248992,0.7772973,0.82180655,0.8177946,0.74175036,0.8140831,0.70686245,0.8330373,0.8044796,0.82599264,0.736713,0.71160823,0.829494,0.79422385,0.7735677,0.7639231,0.81600326,0.68030345,0.8207715,0.81810176,0.78582376,0.70531553,0.6309407,0.6032957,0.53690886,0.5921922,0.6289284,1.0,
0000000000000000009e_0,0.60696006,0.62530863,0.52054405,0.6703724,0.64096385,0.53800297,0.6418093,0.6596544,0.6243134,0.63136,0.7356195,0.23194444,0.6637703,0.39522547,0.1871486,0.23748669,0.22005098,0.33824885,0.7169982,0.6921205,0.66160715,0.5985084,0.62414485,0.58286077,0.8630394,0.67161846,0.66934985,0.62228024,0.45386666,0.47068146,0.5479193,0.55717343,0.64741033,1.0,
0000000000000000009f_0,0.69457763,0.6609375,0.6926503,0.64685434,0.67862165,0.7402203,0.66752106,0.6390102,0.7390158,0.6909797,0.6696017,0.6382042,0.6646859,0.7089084,0.63599676,0.6292646,0.638512,0.65595293,0.70845014,0.66681796,0.70359284,0.7588411,0.80266666,0.6154492,0.81595546,0.8507052,0.8295497,0.5989011,0.57024795,0.5483559,0.5552171,0.61023325,0.5713272,1.0,
000000000000000000a0_0,0.6905208,0.6783468,0.5950766,0.6746512,0.6702603,0.5329919,0.6757231,0.68075424,0.73337156,0.7135417,0.80660266,0.33872834,0.7477081,0.4375,0.3187251,0.34165367,0.31621003,0.57091284,0.67457026,0.59748864,0.559264,0.5381898,0.5955414,0.63033175,0.6803069,0.62364864,0.6258719,0.63832456,0.511879,0.46602565,0.51570046,0.4909836,0.66108185,1.0,
000000000000000000a1_0,0.686636,0.6625634,0.64538044,0.71875817,0.6655118,0.67362106,0.74535125,0.6703366,0.5884136,0.6158771,0.68268013,0.6527659,0.65583915,0.7753479,0.6107595,0.64361,0.5847083,0.75481755,0.72462004,0.69034195,0.71468824,0.672956,0.7417959,0.54685175,0.77041,0.7597109,0.73688525,0.6034483,0.514051,0.7397789,0.4782324,0.29595014,0.6108706,1.0,
000000000000000000a2_0,0.34517992,0.41072202,0.7524046,0.7048458,0.7030594,0.74637413,0.734888,0.5851541,0.5072808,0.5694642,0.54553545,0.65703636,0.52944255,0.60758495,0.5499154,0.5377884,0.6342167,0.5193245,0.5005062,0.50445396,0.50896335,0.48368633,0.5065466,0.5950238,0.49904275,0.5547088,0.5706359,0.55491203,0.5622055,0.5739047,0.5884751,0.6215603,0.6425891,1.0,
000000000000000000a3_0,0.40650406,0.40011647,0.6418319,0.71138597,0.75827056,0.5153876,0.64869446,0.63082546,0.49917844,0.6005831,0.6272069,0.6425278,0.45219,0.7395898,0.70169294,0.7201794,0.68564105,0.7391611,0.68020177,0.57092315,0.7207645,0.54027194,0.7096573,0.36100057,0.692257,0.72797704,0.66453266,0.3883016,0.39698493,0.34335262,0.4303959,0.5186916,0.5618743,1.0,
000000000000000000a4_0,0.6996882,0.6382195,0.66966176,0.6433637,0.6389209,0.6095764,0.7214847,0.63859755,0.74605906,0.69626015,0.6846154,0.6841036,0.5339074,0.6403396,0.6264881,0.56421787,0.6102488,0.6158248,0.55868775,0.54259217,0.48802853,0.60372704,0.59876543,0.58016443,0.5796377,0.4591814,0.413357,0.5628816,0.556002,0.62692195,0.56517005,0.5658231,0.56216353,1.0,
000000000000000000a5_0,0.8616288,0.84349096,0.823389,0.78315055,0.8018748,0.78402203,0.83899635,0.8201228,0.8446158,0.77643025,0.79332,0.82347506,0.62868494,0.8460064,0.8606028,0.8596288,0.8229989,0.86019415,0.878292,0.8693295,0.8665425,0.8676259,0.8827839,0.70672953,0.72210395,0.74912894,0.7722048,0.777411,0.7023661,0.7548177,0.7144391,0.68451244,0.7242619,1.0,
000000000000000000a6_0,0.717915,0.7614139,0.72600144,0.75714284,0.833065,0.5343165,0.65230584,0.5834609,0.6457646,0.53519166,0.6401403,0.7048965,0.6080139,0.74530613,0.74166435,0.7451988,0.7790728,0.77771854,0.76121634,0.7604661,0.7361516,0.742842,0.7707763,0.6739045,0.6976921,0.7276472,0.73447204,0.68926924,0.675073,0.7320086,0.7113789,0.67507005,0.7446808,1.0,
000000000000000000a7_0,0.5600093,0.5120031,0.60299003,0.6391304,0.7453544,0.7516373,0.6558257,0.77549344,0.6083731,0.77336085,0.727785,0.6665697,0.8520795,0.70859355,0.67740047,0.67090803,0.6957201,0.73602796,0.72099006,0.6971376,0.693288,0.746806,0.74146014,0.7688802,0.80689657,0.8259985,0.8082888,0.71478385,0.693172,0.53660375,0.3496387,0.34382766,0.6326079,1.0,
000000000000000000a8_0,0.74458754,0.785477,0.71524477,0.8330882,0.7962095,0.7153953,0.7635057,0.7517664,0.6662665,0.7572048,0.7230845,0.73426574,0.7373441,0.73252565,0.60533667,0.71443766,0.6967916,0.7056464,0.6977589,0.7447455,0.7781979,0.75098455,0.7818903,0.79385376,0.7853341,0.8625555,0.75745857,0.81324786,0.77596617,0.7227227,0.7502934,0.6724508,0.7505697,1.0,
000000000000000000a9_0,0.8123667,0.80290174,0.7420128,0.78850955,0.80775535,0.78252536,0.78963417,0.7234555,0.7604396,0.77105516,0.8163163,0.7450199,0.8120773,0.7326909,0.6914191,0.6998275,0.7244688,1.0564103,0.776522,0.81560284,0.7147541,0.82065064,0.81607896,0.7979502,0.8272953,0.80004805,0.7608476,0.8245614,0.7776524,0.8087968,0.7137392,0.7391524,0.7535519,1.0,
000000000000000000aa_0,0.85106385,0.83238095,0.8065153,0.8269551,0.8391261,0.8020086,0.8292282,0.89694226,0.86420393,0.87235385,0.90894175,0.9253317,0.8567294,0.8658468,0.9260173,0.88843316,0.8587719,0.8528884,0.84770644,0.84535074,0.86826974,0.9864315,1.0415094,0.84448695,0.95983934,0.953125,0.95527154,0.8506701,0.8446602,0.84807694,0.74437004,0.7861254,0.81841326,1.0,
000000000000000000ab_0,0.70080775,0.72588235,0.68893254,0.60481256,0.50712126,0.6346749,0.7216441,0.7117347,0.6053616,0.62390924,0.3965665,0.6510903,0.7140799,0.6750238,0.67859787,0.5648725,0.6345271,0.6856455,0.703387,0.68676233,0.67932487,0.656137,0.77821267,0.691974,0.69428056,0.7851935,0.7319856,0.70643127,0.7356761,0.6653609,0.40610105,0.68562233,0.6821301,1.0,
000000000000000000ac_0,0.7893082,0.8339277,0.70281124,0.72828096,0.68665785,0.58179015,0.5710247,0.59693575,0.68875194,0.5719319,0.521774,0.6215054,0.7855239,0.6554329,0.6626762,0.66895604,0.64668304,0.55938286,0.66488296,0.6838317,0.66207117,0.5606203,0.72593236,0.8371041,0.71161705,0.6802097,0.74549425,0.7677763,0.73168033,0.43912292,0.48642126,0.56483793,0.6203474,1.0,
000000000000000000ad_0,0.75911987,0.7578231,0.5989886,0.66940093,0.7269545,0.6569319,0.6085791,0.60150373,0.6431208,0.6011042,0.6001791,0.6601027,0.74738795,0.6672851,0.60687643,0.6329422,0.67997247,0.59269404,0.6636013,0.6880734,0.70687133,0.471831,0.7619202,0.81245077,0.7629018,0.767898,0.76735216,0.6445113,0.75640535,0.36719507,0.38822794,0.5613243,0.6633132,1.0,
000000000000000000ae_0,0.588853,0.7301751,0.65816677,0.72586787,0.7338603,0.7597372,0.82316464,0.7924806,0.7553925,0.7230624,0.57227385,0.7546382,0.745521,0.7108889,0.7399125,0.7461213,0.74536467,0.79635155,0.82000434,0.83585733,0.8287194,0.55983627,0.70163065,0.788162,0.70834404,0.7626621,0.8122965,0.7922807,0.5588316,0.6906318,0.66574514,0.7366685,0.82664526,1.0,
000000000000000000af_0,0.42274785,0.54614484,0.5279805,0.4905765,0.5200211,0.46365914,0.50214344,0.41207814,0.4507553,0.39893833,0.5119237,0.38264441,0.54885346,0.5172051,0.5219012,0.49799556,0.43101972,0.70037454,0.6705563,0.69339496,0.64674556,0.6706181,0.50284094,0.48679245,0.5781123,0.6081141,0.64095324,0.5253916,0.5139616,0.6515042,0.5142786,0.5064935,0.48920688,1.0,
000000000000000000b1_0,0.6282284,0.6844457,0.67308927,0.67834276,0.62713045,0.62939745,0.6723809,0.6805926,0.65818655,0.50925434,0.48602673,0.6062705,0.6898581,0.6417075,0.684593,0.6114387,0.62972975,0.6698925,0.6991748,0.7119583,0.65058035,0.61973876,0.72893536,0.63748944,0.6503642,0.789899,0.69942194,0.7260982,0.6621807,0.6350899,0.37235773,0.6232633,0.6561514,1.0,
000000000000000000b2_0,0.8612855,0.8469433,0.7653529,0.7990502,0.683038,0.70525515,0.75024295,0.8183234,0.8099311,0.74275655,0.7550059,0.71953166,0.82034785,0.7835562,0.7819259,0.7918572,0.7557465,0.7251795,0.8001438,0.77673936,0.78248215,0.73642975,0.8545625,0.8616385,0.8822678,0.8035947,0.82999367,0.847782,0.7792759,0.6681954,0.67741936,0.68827486,0.72753483,1.0,
000000000000000000b3_0,0.6318561,0.6349664,0.5982754,0.6986547,0.70604825,0.66952455,0.73365486,0.71497196,0.6722332,0.74136126,0.75609756,0.74685454,0.69799876,0.64462435,0.71333504,0.67712766,0.65464264,0.7862069,0.72172654,0.7057718,0.61246103,0.65667695,0.7338297,0.634656,0.7212603,0.72491544,0.7114462,0.65390176,0.66997606,0.64535064,0.49620837,0.4509804,0.63805234,1.0,
000000000000000000b4_0,0.7824341,0.78594774,0.67108566,0.6280087,0.7329393,0.7563404,0.82462925,0.78839856,0.7159982,0.8346471,0.81744325,0.7927677,0.87237096,0.76323986,0.72121584,0.7804993,0.72322124,0.7713732,0.8002681,0.77837574,0.73252946,0.76454073,0.8253623,0.7193508,0.8294804,0.8005932,0.842192,0.84794325,0.7480568,0.64987403,0.6835548,0.6196156,0.65496397,1.0,
000000000000000000b5_0,0.59529704,0.5800954,0.6847561,0.63523436,0.641196,0.71804404,0.64982957,0.72209567,0.56032306,0.6745781,0.68338907,0.6722192,0.6450601,0.67172414,0.61696154,0.6478542,0.6519174,0.6586733,0.66823256,0.65888923,0.6598891,0.7377495,0.7670286,0.5179358,0.7694652,0.7692308,0.7697771,0.5580078,0.50256675,0.5684354,0.5510204,0.5079665,0.5992196,1.0,
000000000000000000b6_0,0.798514,0.7969783,0.79771537,0.768021,0.7546432,0.7941298,0.76822037,0.8082755,0.7715387,0.82497025,0.81932443,0.7127709,0.79791975,0.8186412,0.7664,0.7629102,0.8173432,0.7620895,0.81495714,0.8393061,0.720413,0.77298194,0.8678175,0.7966166,0.85779583,0.83517677,0.8114101,0.79596585,0.7186128,0.7022831,0.62408835,0.80263776,0.7858994,1.0,
000000000000000000b7_0,0.47724974,0.51466453,0.60544217,0.448244,0.5017241,0.48643175,0.58942586,0.5210843,0.4531326,0.5829146,0.4611697,0.4610069,0.64776117,0.483927,0.46317217,0.5248972,0.45409673,0.42589337,0.61834216,0.5481419,0.6527076,0.5519435,0.6413302,0.5258109,0.7158019,0.5255772,0.6935798,0.62252796,0.5725136,0.573133,0.55403346,0.40528825,0.58987916,1.0,
000000000000000000b8_0,0.79297847,0.8342884,0.7546039,0.7592501,0.76084167,0.8671984,0.8474218,0.8609215,0.7349671,0.8245335,0.79321873,0.73029965,0.84350324,0.7098507,0.6797153,0.70670205,0.70947474,0.7030706,0.81220657,0.6778178,0.695233,0.67957526,0.76531404,0.53134555,0.7847261,0.761412,0.774185,0.74353033,0.7753322,0.7179224,0.7363617,0.5220126,0.83455604,1.0,
000000000000000000b9_0,0.54702246,0.6528058,0.6722581,0.6826072,0.7212832,0.71375954,0.74168295,0.68845963,0.6872812,0.7743961,0.76917195,0.74536467,0.72537166,0.7610147,0.7253026,0.6858137,0.68101066,0.7241379,0.7171975,0.75525117,0.73002017,0.79369956,0.8078873,0.6804706,0.77190405,0.83424777,0.8148335,0.69410956,0.68054605,0.659754,0.5710876,0.60041267,0.62586445,1.0,
000000000000000000ba_0,0.8381991,0.82466936,0.86998516,0.86970496,0.8586698,0.81772435,0.851919,0.88363445,0.8863554,0.8890528,0.86310834,1.0265478,0.8393985,0.8625,0.8513261,0.87912446,0.8532902,0.98236334,0.8664158,0.87637657,0.9076197,0.88196504,0.9035788,0.8404669,0.89558697,0.8930444,0.90426123,0.8452306,0.8331551,0.8397059,0.75298613,0.77008986,0.83384424,1.0,
000000000000000000bb_0,0.8266394,0.8430951,0.87594724,0.8617656,0.86866885,0.8506114,0.87875384,0.87229985,0.821501,0.900161,0.8716194,0.8825152,0.85142857,0.9003949,0.89314044,0.8894498,0.87439024,0.8898607,0.8924798,0.87792116,0.8891933,0.8932597,1.1067669,0.86442643,0.9273608,0.90054697,0.91148937,0.87564766,0.8353498,0.84367716,0.7906858,0.8642878,0.8690729,1.0,
000000000000000000bc_0,0.83337647,0.79425836,0.68378437,0.74912727,0.7639392,0.7983603,0.7860622,0.7712492,0.76254255,0.7799599,0.79956216,0.75550914,0.71323913,0.63232964,0.7004405,0.74242425,0.71486044,0.74282736,0.69683546,0.7564721,0.7499468,0.7583231,0.8410733,0.7927431,0.7971204,0.80044883,0.8097293,0.7824894,0.7588025,0.788738,0.70546657,0.6396511,0.72908795,1.0,
000000000000000000bd_0,0.8496107,0.85619175,0.6764266,0.54290986,0.571123,0.51785713,0.63257354,0.6379215,0.6764607,0.6757052,0.77539825,0.6488502,0.8482618,0.721109,0.667612,0.7103708,0.7446584,0.7846154,0.78602284,0.79442793,0.7617162,0.777321,0.78802663,0.8664928,0.72702944,0.76554537,0.77282315,0.8529869,0.8203254,0.8602294,0.64699006,0.5672543,0.5107084,1.0,
000000000000000000be_0,0.7972466,0.8519602,0.6865885,0.54418606,0.53162396,0.5082063,0.60898876,0.5651226,0.5763719,0.69901687,0.7057372,0.5851305,0.8519179,0.634896,0.58573073,0.6527257,0.67579204,0.73374265,0.69522643,0.7591281,0.7266418,0.68256,0.7352836,0.84252733,0.69856054,0.7316684,0.74414414,0.85300314,0.73955774,0.8016997,0.60718805,0.45733666,0.51627904,1.0,
000000000000000000bf_0,0.8203125,0.845751,0.6424328,0.7092678,0.70782685,0.7393059,0.75900424,0.7627247,0.72501594,0.74239784,0.81164294,0.72313297,0.6943765,0.5820443,0.6676308,0.7137272,0.69863015,0.7294244,0.6808,0.74095684,0.79685,0.8192832,0.85148513,0.79966927,0.84063566,0.777373,0.76166356,0.7537177,0.73218775,0.7688172,0.66966647,0.6903172,0.7153743,1.0,
000000000000000000c0_0,0.6099016,0.24634242,0.6519285,0.6695388,0.65004045,0.6463233,0.6458144,0.65720135,0.71925616,0.74008924,0.80201566,0.6855609,0.591623,0.74114513,0.6729323,0.6911117,0.58128077,0.67910254,0.6465645,0.7049353,0.66008496,0.7240826,0.756946,0.6181292,0.7697239,0.7869575,0.7943059,0.612251,0.5901235,0.590693,0.5535335,0.6522796,0.6142653,1.0,
000000000000000000c1_0,0.8146214,0.81490016,0.71401334,0.82143795,0.75421566,0.74293673,0.7285113,0.7705242,0.77574223,0.7203,0.7646356,0.7643628,0.82341653,0.78401124,0.7726127,0.786779,0.76528275,0.792358,0.7959049,0.794482,0.80592006,0.81487393,0.82988775,0.759594,0.8134906,0.82206404,0.7578616,0.7934492,0.78193146,0.790611,0.6858336,0.68190265,0.80474615,1.0,
000000000000000000c2_0,0.81237113,0.6505985,0.6353374,0.7005829,0.69997334,0.69571865,0.6524428,0.74679804,0.7565177,0.807418,0.79858524,0.6976556,0.6906637,0.7529572,0.7054311,0.81923324,0.6481543,0.8086271,0.78712445,0.7731713,0.8097378,0.8528442,0.80037904,0.70060223,0.7889948,0.7797578,0.83837926,0.71924883,0.7454068,0.43581715,0.46267754,0.5924596,0.73351586,1.0,
000000000000000000c3_0,0.64273083,0.3464567,0.7490119,0.81810033,0.8744801,0.80142206,0.8315395,0.7964332,0.6644144,0.84024024,0.6645623,0.8277767,0.42545873,0.8132314,0.714129,0.7323601,0.6505887,0.808191,0.80713004,0.7442329,0.8066793,0.8912746,0.8822335,0.62261057,0.7846013,0.8605146,0.842661,0.6543391,0.65002656,0.7747913,0.6980769,0.6860187,0.74446726,1.0,
000000000000000000c4_0,0.66278505,0.62079346,0.7117394,0.6956389,0.73484516,0.7242413,0.74633527,0.7507987,0.63612306,0.617338,0.59875447,0.73934835,0.67641747,0.7226124,0.7018335,0.6924063,0.7044476,0.6810934,0.6359208,0.6283077,0.67421925,0.7305647,0.6550784,0.63116884,0.7119822,0.7865136,0.7253543,0.67324954,0.68628407,0.71819806,0.64869773,0.7273919,0.66965497,1.0,
000000000000000000c5_0,0.6363636,0.7377249,0.7023047,0.70122343,0.7179081,0.69786537,0.7209954,0.73790324,0.6320755,0.5037288,0.62447417,0.7855599,0.6799357,0.73903745,0.6560196,0.66444296,0.6628231,0.58615386,0.63253367,0.5674616,0.63177896,0.7402316,0.712,0.69813627,0.69345486,0.7415153,0.73657966,0.716581,0.70658034,0.7248654,0.6782946,0.6162908,0.6546431,1.0,
