system:index,Brightness,Brightness_1,Brightness_10,Brightness_11,Brightness_12,Brightness_13,Brightness_14,Brightness_15,Brightness_16,Brightness_17,Brightness_18,Brightness_19,Brightness_2,Brightness_20,Brightness_21,Brightness_22,Brightness_23,Brightness_24,Brightness_25,Brightness_26,Brightness_27,Brightness_28,Brightness_29,Brightness_3,Brightness_30,Brightness_31,Brightness_32,Brightness_4,Brightness_5,Brightness_6,Brightness_7,Brightness_8,Brightness_9,VALUE,.geo
00000000000000000000_0,932.68713,1315.2104,512.5047,703.514,1712.1024,878.6297,1674.382,825.5808,925.5762,1386.4503,1732.1782,1567.8431,941.3839,824.08246,618.9161,1142.3447,949.2187,843.5541,1096.6294,718.8125,890.3211,1453.725,2102.133,1754.6519,867.2366,1673.8887,948.29407,1147.4781,1760.6984,1409.469,1013.4476,1254.1423,1727.9075,1.0,
00000000000000000001_0,780.5665,1507.0493,379.4376,1252.9224,665.02954,1121.4755,460.0584,1555.9043,1456.7206,1567.0199,1564.0278,1401.5902,1436.6942,1133.199,822.92957,1525.6848,1300.0775,1305.8547,1351.1207,1591.2864,1481.3834,897.3646,1695.1207,1465.9784,1528.847,1219.8947,1392.1971,1178.4847,1571.1741,1468.5355,2468.4163,1264.8844,1365.9282,1.0,
00000000000000000002_0,2418.6345,2937.1375,2550.3413,2667.8672,2898.3022,2808.662,2913.6487,3102.2524,3095.7031,2977.8145,2883.5046,2618.3298,2930.028,2699.788,2898.4746,2971.8286,3038.805,3100.3809,2894.492,2948.059,2970.626,3103.5767,3190.6016,3021.8623,3254.1597,2969.5703,3212.2947,2594.8452,2929.6152,2604.618,3489.8147,2880.576,2934.8584,1.0,
00000000000000000003_0,369.8341,1406.1554,279.782,1133.2196,1426.8201,847.4978,1112.7249,1052.8223,968.44116,1426.8477,1129.1084,705.9463,1724.8809,558.4097,307.35913,1117.3889,1088.3093,991.5408,906.1234,1584.5881,1117.9828,134.881,1585.2349,1505.6349,1566.7102,368.73846,1259.5007,375.7365,1856.1956,1535.0651,2200.0127,835.40204,1403.7698,1.0,
00000000000000000004_0,2624.1233,2800.589,2710.1123,3229.003,3423.3057,3556.6914,3305.6055,3250.063,3493.895,3378.6064,3684.78,3690.3723,2581.849,3521.0393,3749.9385,3642.214,3539.7744,3393.9019,3468.4258,3392.2202,3605.752,4529.1567,3989.916,2966.1128,3636.2734,3806.214,4203.858,2677.4246,2817.7688,2720.7517,3483.9949,3080.6118,3322.1206,1.0,
00000000000000000005_0,2739.4956,3256.726,2417.8872,2508.891,2408.691,3129.3586,2749.0764,2896.8489,3086.9207,3464.4556,3179.9775,3247.7292,3320.4795,2779.8833,2246.3071,2966.9375,2773.1536,2687.9673,2991.7942,2855.502,3514.5889,1986.6119,3888.71,3319.4126,2839.1367,3727.7778,3576.9023,2626.473,3359.6335,3762.5415,3489.8418,2320.0793,3799.0884,1.0,
00000000000000000006_0,1856.2275,1980.0027,940.2809,1465.4858,2245.1892,1796.3142,1591.665,1427.8782,1750.5419,2089.9568,1785.3726,1345.4912,1686.0613,1493.4412,1235.1553,1790.9167,1781.8756,1389.0146,1814.5039,1379.1262,1691.1096,1880.3417,2245.7844,2138.481,1400.56,2466.2812,1822.9705,2090.5793,2422.2788,1774.7751,1704.675,908.5278,2238.6045,1.0,
00000000000000000007_0,2355.8904,2257.0967,2232.2786,2653.4556,2483.5525,2532.968,2500.0916,2511.7803,2706.0435,2759.3445,2688.2437,2355.789,2024.8938,2756.6284,2748.122,3004.6184,2547.7463,2556.7202,2588.8115,2513.9763,2629.3296,3029.0786,2916.3337,2187.93,2717.59,2727.2861,2826.858,2298.436,2134.1396,2842.8528,2966.2007,2544.8738,2300.3293,1.0,
00000000000000000008_0,842.3151,2081.3933,521.7309,1254.2126,1752.6134,1677.2869,1782.8824,1961.1206,1883.3042,1809.2852,1960.073,1725.1365,2009.874,1779.7573,1765.2218,2121.5598,1891.9678,1950.5481,1940.3936,1966.178,2091.8213,2297.4558,2340.0134,2152.8164,2212.266,2123.8467,2199.0225,1151.0022,2291.2495,1472.2722,1991.7075,2100.874,2001.9703,1.0,
00000000000000000009_0,2795.7231,3029.8452,2596.1787,2987.8684,3112.8835,2745.2874,2993.2268,3165.8794,2995.059,3399.8672,2863.4136,2553.1433,2517.1633,2997.0679,2570.3633,3209.2942,3127.5806,2794.8352,2730.941,2702.251,2919.0728,2743.0598,3622.799,3147.9734,3387.1406,3210.0496,3573.4001,2906.3616,3377.9875,3501.2769,3399.6042,3755.248,3557.975,1.0,
0000000000000000000a_0,458.9372,600.0193,347.7554,537.1363,517.5608,486.7261,664.2538,569.88196,374.8178,690.521,754.4508,565.2709,535.4141,532.0659,359.68927,715.2755,851.5569,515.5657,406.0172,448.1839,811.3743,305.2115,410.0121,882.46246,567.5713,263.2239,433.6333,320.54956,700.91595,478.16516,1211.2859,765.643,798.7743,1.0,
0000000000000000000b_0,1241.8842,1827.1079,802.3263,1721.0986,1990.6846,1952.5443,1409.1954,1862.3124,1756.03,2059.5327,1704.5455,1520.4125,2396.8594,1469.4978,1700.4519,2376.2073,2152.5857,1758.9882,2000.72,2193.519,2202.751,1230.7887,2691.9116,2420.441,2536.2783,2146.0483,2167.9656,1290.6609,2048.8022,1997.7917,2753.4316,2232.2844,2052.1265,1.0,
0000000000000000000c_0,1698.2334,2477.8262,1704.0577,2646.534,3144.4707,2901.253,2523.2036,2803.1533,2784.602,2867.8975,2659.522,3015.8909,2652.0034,2519.632,2297.923,3093.1848,2730.6094,2579.727,2537.8865,2765.9717,2667.7134,2914.0818,3580.0522,2827.785,3473.331,2843.3425,3603.1035,2062.3862,2849.633,2934.6082,3582.066,2564.954,3335.8677,1.0,
0000000000000000000d_0,4022.1042,3772.2378,3951.493,3792.3398,3499.3928,3497.8357,3649.2593,3574.9507,3558.457,3378.442,3454.6477,3608.0068,3767.9675,3769.654,3647.0305,3552.1736,3576.886,3589.6313,3508.1362,3637.469,3342.1133,3689.2905,3366.0737,3602.5686,3536.6895,3672.3523,3733.2585,3713.1497,3442.621,4001.761,4156.088,3917.1802,3294.2593,1.0,
0000000000000000000e_0,2767.641,2755.7405,3068.2744,2778.811,2773.5864,2893.8525,2896.0027,2968.7217,3026.099,3114.362,2888.2568,2740.3464,2892.099,2976.4565,2993.266,2929.9878,2925.9531,3047.2744,2828.9834,3150.455,3224.0142,3238.0278,3220.4631,3078.9026,3164.4702,3366.8406,3244.0315,2998.0022,2952.996,2988.3853,3169.6245,2893.3882,2857.397,1.0,
0000000000000000000f_0,2521.522,2701.8462,724.3803,2310.5151,2733.0005,2543.6792,2842.983,2803.4927,2698.0444,2916.3652,2629.785,2520.7095,2672.8247,2723.5632,2509.074,2638.9146,2488.6758,2543.435,2458.7605,2417.3242,2472.4587,2631.436,2836.4155,2982.6738,2902.6965,2925.8127,2672.0098,2500.4666,2795.3293,2876.4087,2862.6074,2932.4878,2529.1355,1.0,
00000000000000000010_0,2312.7856,2838.3716,1976.023,2737.115,2302.6807,2736.6333,2540.6719,2657.2732,2184.6838,3235.8174,3229.9302,2562.1487,2633.6262,2160.2131,2565.5527,2723.0984,2632.616,2483.407,2566.9148,2573.6567,2608.8667,2419.4553,3883.7852,3156.4355,3623.1174,3034.673,3295.0244,3198.2864,3200.2876,1795.3479,3227.937,2797.9858,2876.37,1.0,
00000000000000000012_0,3005.4233,3283.385,2978.204,3156.8992,3422.609,3451.8784,3556.3047,3478.574,3406.8882,3595.138,3466.705,3406.662,2983.2651,3344.6353,3569.5012,3627.8904,3587.065,3531.4062,3673.3472,3286.02,3283.8762,3945.4575,3563.6804,2967.6953,3599.9307,3429.3552,3572.1619,2833.6633,3289.6753,3379.354,3700.306,3455.5835,3366.4302,1.0,
00000000000000000013_0,2738.7947,3446.432,2477.1536,3048.8225,3093.1614,3057.8457,2912.3088,3431.1533,3224.478,3119.5222,3030.0068,2923.5234,3057.466,2982.7424,2741.641,3181.6733,3031.9746,3109.0103,2850.727,2950.8987,2913.224,3007.024,3534.7622,3314.3062,3375.8616,3044.8594,3084.8828,2823.7402,3325.037,3387.6382,3516.4695,2878.6272,3284.1836,1.0,
00000000000000000014_0,3519.2034,4274.771,3586.375,3619.5903,4257.5337,3673.4653,3577.273,3571.1438,3668.9565,3793.465,3690.7495,3614.606,3667.6372,3477.125,3378.8625,3644.7493,3337.6543,3382.3584,3530.9456,3277.811,3322.1245,3602.8735,3706.8042,4091.8262,3645.63,3706.8408,3415.4263,4289.791,4575.426,3976.8225,3764.117,2823.2,3777.7717,1.0,
00000000000000000015_0,3664.3506,3466.7192,3838.9946,3725.5503,3680.829,3633.5493,3577.2007,3522.443,3525.3623,3566.1768,3620.1726,3555.4111,3670.3496,3591.5527,3459.1057,3484.7188,3352.403,3511.315,3648.2583,3439.8105,3371.7935,3670.4326,3523.1348,3598.0156,3538.3992,3710.3203,3469.9778,3599.3843,3444.0557,3543.9355,3363.189,3528.1677,3640.7954,1.0,
00000000000000000018_0,2626.4038,2260.617,2210.7988,2244.9312,2319.733,2702.505,2700.3777,2819.2258,2791.8203,2677.5398,2776.7073,2704.4382,2393.032,2598.5952,2570.9414,2826.0225,2656.9868,2752.3545,2991.7246,2708.6853,3203.0884,3483.2341,3372.2783,2417.5542,2870.7292,3060.889,3422.9385,2602.1333,2045.8662,2446.253,3115.172,3348.3574,2192.7102,1.0,
00000000000000000019_0,1921.1191,2188.2146,1439.6849,1817.2446,2144.581,1837.019,2208.2332,2110.0073,1980.4441,2320.0715,2357.7163,2271.0754,1873.5981,1957.6405,1885.0537,1994.0028,2034.3986,1927.0403,2152.2124,2373.6396,1830.3326,2019.2241,2563.4795,2297.863,2151.3198,2390.5908,2490.261,2231.2905,2435.1401,2182.0156,1876.4362,867.4511,2373.7324,1.0,
0000000000000000001a_0,2899.119,2670.5178,2663.1501,2494.6123,2374.8845,2918.8079,2845.006,3113.5803,3063.6626,2904.6792,3054.2822,3096.1274,2671.9238,3070.1577,3279.6245,3439.5583,3482.0327,3286.9722,3331.8865,3179.2292,3288.3616,3932.0447,3650.1404,2785.6003,3603.4165,3306.8306,3389.6597,2968.0193,2774.19,2719.123,2766.7515,3008.4502,2570.1113,1.0,
0000000000000000001b_0,1419.2249,1789.813,1019.5398,1683.9214,2041.2349,1767.3545,1920.4623,1728.6805,1942.4667,2095.3762,1992.3416,1888.6792,1844.3448,1825.0168,1443.881,2165.9248,2301.0732,1717.1936,1706.1229,1853.8167,2037.9725,1551.18,2372.5044,2063.3164,2184.89,1939.6306,1946.7935,1528.6415,1975.8264,1731.1522,2327.5337,2046.835,2060.768,1.0,
0000000000000000001c_0,3151.8242,3350.371,3527.7444,3232.4146,3433.722,3680.4817,3508.8694,3768.8594,3484.232,3404.8718,3488.1035,3304.1875,3652.7087,3485.9507,3474.5005,3824.5752,3167.605,3460.1382,3545.3757,3690.2495,3875.6,4544.7456,4031.2856,3527.765,3678.7717,4024.37,4120.9785,3628.8247,3656.3882,3525.8738,3785.0205,3363.349,3889.1045,1.0,
0000000000000000001d_0,3501.523,3590.4858,4399.448,4259.3633,3761.7502,3805.3335,3878.5361,3964.5676,3996.888,3962.0361,3796.9546,3832.2793,3511.561,3877.4768,3685.7117,3606.4258,3626.669,4107.1777,3921.2058,3769.4873,3806.9185,3949.3552,4674.074,3584.2393,4881.4346,4713.452,4373.7026,4421.092,4223.8013,3987.1416,4091.3796,3857.4893,3992.38,1.0,
0000000000000000001f_0,3615.773,4194.0225,4266.1353,3911.7686,3779.2441,3622.902,3613.919,3997.7593,3704.877,3597.45,3742.7764,3878.6106,3995.093,3709.4434,3583.1304,3787.7788,3805.5747,3654.9272,3594.3652,3699.3713,3557.1663,3940.2268,4172.258,4331.106,3912.0232,4301.5225,4075.2317,4487.4526,3959.172,4010.5366,4254.7207,4432.8096,4140.8257,1.0,
00000000000000000020_0,3624.8816,3699.4612,3559.1167,3398.0066,3297.4165,3413.1396,3393.4146,3395.9734,3438.337,3680.325,3871.3271,3243.3394,3809.795,3124.9724,3074.5288,3181.8203,3232.3867,2750.5205,3093.1084,3247.434,3328.0967,2389.6265,1900.0175,3645.775,1985.3412,1648.275,1871.5028,3624.2104,3749.923,3878.0134,3613.96,3745.2266,3598.5068,1.0,
00000000000000000021_0,2113.3044,2255.2524,1662.7007,2632.1387,2003.4065,2087.0442,2654.9905,2777.3662,2844.4153,2863.1929,2796.6104,2373.2188,2489.646,2339.6504,2057.0322,2578.0862,2516.5154,2380.4678,2131.294,2229.3306,2320.6602,1813.1517,2957.4207,3076.8245,3056.1306,2592.8706,2680.2227,2876.3735,3105.1072,2715.176,3099.4758,2942.0977,2485.7185,1.0,
00000000000000000022_0,2832.7393,3217.646,2517.4465,2829.2563,3114.762,3474.7964,3083.588,3172.491,3291.0488,3287.0972,3303.7385,3302.8198,3332.1187,3127.9875,2902.7336,3467.1218,2909.4849,3046.711,3199.129,3120.979,3165.4443,3910.8547,3706.2444,3494.6458,3454.794,3187.749,3561.5847,3066.493,3220.9995,2919.7522,3185.1558,3370.7456,3606.3086,1.0,
00000000000000000023_0,4099.7715,4087.1055,4702.5864,4698.372,4350.359,4674.6426,4485.544,4634.6655,4578.5312,4315.563,4522.0747,4299.935,4025.0522,4282.2397,4479.482,4297.8154,4371.8193,4156.636,4172.5,4242.123,4134.104,4743.8086,4743.5107,3950.093,4772.6113,4735.7827,4879.704,3834.145,4828.4414,4550.743,4799.5654,4810.4927,4526.4883,1.0,
00000000000000000025_0,1038.7054,2525.6602,775.3047,1222.3152,2212.365,2065.6924,1711.0638,1636.8325,1781.7441,2335.8257,2591.4812,2177.3633,2881.1213,1459.7406,1170.1891,1951.6837,1481.0311,1367.1199,1868.3906,2501.3457,1261.8308,2093.296,3139.4922,2361.691,1575.2993,2730.1924,2770.6772,2329.3286,2634.7957,2948.5073,1582.1396,2520.6855,2907.8037,1.0,
00000000000000000027_0,2565.4639,2779.5957,3184.833,3159.994,2875.6768,2818.8115,3102.2773,2893.8398,2884.068,2665.0103,2668.5605,2734.8374,2938.016,2810.3115,2864.0933,2974.0757,2816.7979,2917.7383,2880.1306,3454.3616,3379.3833,3263.8635,3645.3904,2813.6548,4051.8286,3832.2976,3744.4824,3566.2595,3948.3518,3677.2827,3909.641,3550.8777,3491.8857,1.0,
00000000000000000028_0,1902.68,2375.3677,1614.8445,2136.128,2149.0269,2277.5024,2246.596,2231.0176,2224.0503,2422.5188,2333.8115,2494.9026,2421.12,2368.1968,2121.421,2407.5652,2297.9077,2270.227,2399.4927,2425.9954,2489.434,3138.3086,2692.4634,2449.6978,2281.836,2530.7014,2477.239,2316.822,2317.8794,2076.4563,2759.7107,1855.7908,2418.767,1.0,
00000000000000000029_0,3215.4321,3355.7993,3219.4211,3308.5369,3262.966,3052.3562,3118.6826,3221.583,3392.4983,3750.779,3792.2456,3572.396,3191.5347,3256.9763,3134.5996,3672.1335,3772.953,3728.676,3487.5012,3696.2903,3841.2466,4644.9253,4309.448,3575.104,4113.374,4039.5725,3993.601,3685.4207,3646.956,3447.5894,3211.7034,2954.9507,3472.6099,1.0,
0000000000000000002a_0,2761.8706,3006.3486,2950.052,2977.139,3049.7065,2736.8394,2953.0608,3012.4248,3226.4824,3360.1868,3507.067,3212.1528,2944.2783,3007.1543,2773.416,3177.0405,2857.4338,2856.899,2947.3113,3052.6233,3071.5244,3361.3232,3070.491,3277.2527,3197.3857,3204.2974,3388.7153,3436.868,3267.5613,3111.1973,3647.4766,4161.7515,3509.7402,1.0,
0000000000000000002b_0,3084.9858,3568.827,3612.3306,3606.1914,3209.3027,4166.2393,4996.4746,4543.227,3913.0574,3583.6743,3628.0432,3333.602,3253.1528,3115.9834,3192.4285,3200.377,3172.018,3130.4243,2959.3252,2935.9434,2696.4175,3216.1934,3319.2954,3586.2383,3364.5515,3033.2112,4082.1165,2634.9768,2987.8032,2914.6045,3061.766,3852.5303,3771.648,1.0,
0000000000000000002c_0,3654.5398,3534.649,4074.523,3878.153,3741.746,3704.909,3681.298,3547.7485,3668.5488,3590.5442,3531.5767,3854.816,4372.5806,4666.29,4668.0215,4529.122,4480.604,4357.8623,4324.882,4221.6846,4445.685,5086.0073,4515.9946,4196.5176,4512.921,4403.7505,4371.711,4198.6904,4008.8071,3980.0884,3789.096,3446.7808,3673.168,1.0,
0000000000000000002d_0,3435.7522,3356.185,3655.2654,3285.7114,3109.9956,3407.168,3312.324,3349.0225,3254.1206,3299.038,3463.7886,3678.0894,3401.8213,3647.0342,3857.7288,4172.529,3858.125,3649.3906,3856.6006,3378.3152,3465.3667,4066.8335,3607.9604,2844.9106,3778.2312,3580.7095,3946.3115,3418.192,3184.386,3449.252,3802.0063,3936.3677,3373.0278,1.0,
0000000000000000002e_0,3121.938,3183.2231,3571.8586,3316.7144,3139.813,3225.4294,3395.2664,3999.0396,3827.1548,4249.3853,3761.8174,3634.4697,3183.5425,3698.9648,3517.8267,3665.6733,3622.3892,3537.5127,3177.012,3139.5684,3187.8447,1419.3848,3357.1255,3449.1316,3540.3613,3452.2654,3487.0786,3377.3875,3313.6624,3313.1545,3280.8345,2684.1406,4031.4644,1.0,
0000000000000000002f_0,2953.1929,2988.6345,3150.9922,3399.1646,3256.0269,3578.6494,3392.6526,3605.143,3570.2422,3790.3135,3649.6309,3491.8308,3045.684,3222.213,3230.2468,3320.2349,3363.0994,3041.245,3639.822,3397.6528,3901.274,4512.492,4173.975,2825.6367,4128.3833,4181.792,4017.2935,3380.7988,3969.296,3694.4866,3889.4595,3432.4675,3666.0115,1.0,
00000000000000000030_0,2545.2593,2580.1367,1450.9032,1732.8068,2424.162,1629.7397,2090.2844,1906.262,1956.3455,2062.5837,2178.6143,1978.4491,2155.2144,1656.6064,1715.7942,1702.8878,1433.5615,1343.3335,1755.147,1845.5708,1724.626,1939.386,2102.3635,2588.425,1578.7109,1966.5553,2234.163,2445.0159,2424.6306,2410.4412,2197.1653,1386.2705,2566.8457,1.0,
00000000000000000031_0,2437.4136,2551.4724,2642.759,2736.9316,2878.7683,3120.1006,3365.8796,3207.3564,3222.4749,3464.9822,3511.1396,3347.9053,2540.0947,3172.2402,3157.4116,3341.2932,3333.7983,3200.0117,3315.4883,3601.8328,3343.8152,3792.938,3788.2788,2559.1846,3806.3955,3782.4104,3878.7356,2408.2107,2680.239,2560.3975,3114.8467,2989.6897,2839.9976,1.0,
00000000000000000032_0,2623.9424,2725.6812,2418.0693,2222.8965,2734.9868,3142.2944,2961.7102,2848.127,3179.3616,3642.6084,3349.6687,3513.124,2769.13,3290.1536,3643.065,3724.8433,3348.833,3412.1216,3353.1768,3604.1643,3649.2522,3780.9092,3811.3467,2647.6316,4089.535,4247.5654,4064.9473,2505.7798,2748.9583,2567.8857,2793.664,2673.195,2750.8984,1.0,
00000000000000000034_0,2860.2124,3225.809,3228.7256,3440.1992,3306.7268,3335.5034,3449.114,3506.0837,3349.4067,3391.039,3311.9097,3313.8652,3172.6616,3327.8806,3417.5981,3415.227,3228.197,3231.23,3242.7876,3397.5618,3436.2505,3604.6863,3548.9521,3001.076,3507.434,3536.3025,3526.0684,2749.6465,2997.249,2976.3696,3601.8994,3512.3672,3395.9834,1.0,
00000000000000000035_0,3044.7783,3053.854,2833.3464,2918.1553,2885.9624,2806.9187,2978.5144,3017.5999,3016.1199,3325.5784,3696.6033,2956.198,2780.8396,2886.6926,2901.1167,3005.531,3077.7844,2843.2515,3124.0132,3008.7632,3003.1301,3309.0317,3451.1553,2912.2864,3249.4724,3375.1135,3396.497,3130.785,3457.4644,3412.7856,3214.5725,2501.2163,2966.483,1.0,
00000000000000000036_0,3374.6477,2921.402,3290.415,3478.1274,2935.8198,3362.2568,3415.1543,3362.8928,3328.4526,3153.5308,3271.0286,3389.7368,3180.9365,3357.4915,3458.9897,3423.2266,3208.1787,3800.3572,3549.4639,3426.796,3354.0144,4142.815,3538.8452,3301.7644,3561.1514,3852.3545,3688.754,3274.8494,2658.6753,3275.8623,3117.2913,2957.6558,2912.9272,1.0,
00000000000000000037_0,1151.1443,1168.5547,1020.6758,1083.5204,1000.4927,1001.0644,1083.26,1141.9031,1412.0778,1214.0854,1173.6685,1076.3291,959.7206,950.42645,972.573,1141.5364,1281.4558,1061.3077,1184.2201,1070.057,1155.8623,964.24786,730.0471,1050.2561,760.6228,710.7835,840.5867,1461.3534,1238.5306,1252.2028,1729.3906,1004.4139,979.0679,1.0,
00000000000000000038_0,2034.528,2410.8882,2270.3467,2422.7432,2462.0518,2984.0186,2417.689,2918.0083,2914.208,3045.9573,3365.2466,3442.6594,2181.3564,3151.8264,3047.9756,3001.9438,2828.7954,2709.6372,2909.2856,2956.916,2993.419,3754.834,3698.4656,2554.6343,2689.334,2609.7632,2924.0789,2603.101,2635.4695,2689.644,2869.1277,2302.243,3259.5952,1.0,
00000000000000000039_0,3728.016,3461.2644,3074.3018,3074.1216,3095.0461,3036.2002,3281.7996,3404.2666,3441.3035,3871.789,3967.9617,3502.4675,3365.3032,3396.712,3295.3564,3429.3213,3509.6843,3642.855,3703.774,3661.4834,3600.1238,4175.8486,3705.3582,3418.0125,3760.7131,3717.5852,3701.5256,3698.2314,3541.283,3196.7422,3218.8193,2999.3848,3218.586,1.0,
0000000000000000003a_0,2800.5342,2801.684,2513.8557,2449.4004,2612.9185,2575.9897,2790.2537,2877.5964,3067.0266,3014.3613,2926.1382,2961.1887,2649.5637,2803.5806,2751.383,3051.4316,2929.8682,2584.368,2908.48,2993.099,3056.1052,3470.7773,3076.06,2698.8071,3128.9453,3064.769,3139.3044,2781.6284,2640.918,2682.9985,3588.5474,3167.0547,2799.606,1.0,
0000000000000000003b_0,2458.807,2511.0576,2421.124,2378.2515,2481.1917,2661.4136,2726.8823,2664.5715,2837.9622,2824.3945,3050.215,2968.8623,2421.399,2832.0278,2809.133,3379.13,3023.6191,3015.2456,3267.8066,2750.7268,2950.0657,3396.589,3202.9033,3557.5947,2995.6152,2938.601,2912.3525,2933.9993,2903.708,2916.871,3329.649,3004.7595,2715.4543,1.0,
0000000000000000003c_0,2823.1482,3281.318,2823.2434,3160.324,2942.1982,3287.1685,3111.5825,3321.8186,3319.8196,3399.5718,3282.0095,2995.9753,3007.3027,3187.9668,3202.1147,3348.213,3493.8877,3342.5254,3249.3652,3413.069,3568.3335,3824.3591,3649.3645,3386.081,3632.9846,3780.6094,3820.6782,3079.6802,3432.1067,3223.9468,3327.0225,3154.7222,3049.213,1.0,
0000000000000000003d_0,4159.747,3651.5498,2678.1794,2710.757,2619.5442,2707.6392,2871.065,3486.099,3275.0803,3220.9243,3875.1096,3674.53,4041.1514,3782.2158,3551.1265,3834.1714,3785.3657,3709.909,3676.7039,3627.3755,3847.6829,4057.4072,4273.533,3752.562,4279.416,4222.9863,4595.4297,3704.4849,3821.8447,3990.2253,4316.25,3212.972,2764.0078,1.0,
0000000000000000003e_0,1987.1243,2212.0247,2485.1392,2685.1565,3125.2512,2992.0388,3416.5432,3181.6826,3086.662,3441.2043,3588.996,3543.3135,1966.6633,3092.2622,3175.478,2524.4282,2676.2563,2445.3796,3887.9834,3871.2205,3072.8875,3866.2434,3432.288,2379.8464,3885.8215,3759.6675,3692.4172,2249.7188,2392.667,2193.7903,3558.4082,1900.7917,2418.6255,1.0,
0000000000000000003f_0,3550.3403,3506.4385,4008.5952,3955.9326,3608.4512,3913.789,3969.2295,3898.1006,3789.769,3808.7908,3775.718,4038.0923,4216.994,3876.5042,3864.6123,3784.7827,3854.916,4022.298,4023.5015,3936.4316,3987.842,4304.0723,4021.4875,4065.7722,3889.5208,4199.108,4201.086,3803.843,3641.6108,4040.5322,3987.0938,3847.5635,3657.6035,1.0,
00000000000000000040_0,2645.653,2850.8992,2846.8633,3408.7932,3249.4773,3178.325,3439.2507,3207.712,3192.8916,3452.037,3285.3901,3247.653,2882.165,3209.457,3079.1018,3434.865,3205.3086,3256.1711,3181.5486,3211.3975,3180.5315,3281.4507,3511.9844,3079.0923,3467.502,3398.5486,3650.3247,2470.0557,3180.995,3163.0571,3017.0488,3045.2437,3224.5757,1.0,
00000000000000000041_0,2928.4246,2451.3455,2414.8206,3805.8745,2496.8264,2496.217,2770.8796,2828.8691,2697.8408,2734.872,2730.6553,2625.8499,2790.7322,2536.4385,2439.9956,2557.2756,2480.3076,2447.0813,2260.3848,2615.1816,2757.9387,2071.7651,2505.2585,2771.37,2398.463,2715.5396,2850.6204,2463.7178,2808.8022,2498.103,2843.6885,2590.505,2590.788,1.0,
00000000000000000042_0,3449.1973,3505.8386,2697.164,3021.9595,2879.014,2961.3665,3490.5884,3364.2732,3127.879,3395.3994,3677.6702,3685.754,3612.5386,3610.0645,3668.8252,3689.5874,3794.2534,3663.247,3606.0205,3842.2827,3883.471,4130.698,3996.7383,3477.2285,5413.7446,4805.561,4596.9546,3491.7551,3418.962,3105.6653,3165.2485,2957.9697,2860.0764,1.0,
00000000000000000043_0,3164.9421,3315.331,3073.051,2841.9084,2610.1548,2846.6165,2878.5596,3252.7803,2816.0862,2843.3828,3290.7227,3203.7925,3040.2532,2856.3555,3112.9026,3139.5479,2970.8352,2804.7996,3401.9998,3403.492,3777.3806,4110.503,3826.3435,3096.6338,3765.4463,3666.5242,3587.9329,2653.9812,3284.9768,3035.7,3833.4434,3774.3718,3200.6638,1.0,
00000000000000000044_0,3054.2026,3260.972,3452.5442,3373.131,3399.0698,3249.8105,3355.6472,3180.1636,3746.9785,3867.001,3871.9968,3765.7698,3222.3687,3616.4038,3307.7957,3643.7036,3449.489,3740.3984,3222.3647,3177.857,3703.8691,3672.2827,4447.115,3432.727,3973.699,4342.123,4308.1055,3410.0576,3282.2693,3006.4043,3264.4243,3398.504,3653.6606,1.0,
00000000000000000045_0,4164.2427,4022.8577,3927.3035,3436.4055,3532.7808,3819.2527,3445.9321,3889.13,3724.2434,3722.04,3838.4165,3245.6177,3670.5417,3012.2961,3290.7488,3321.8315,3143.03,3214.3486,3562.9143,2653.394,3899.739,4133.7144,2937.5752,3608.6333,3808.9722,3761.8816,3223.4126,3277.23,3876.3684,4009.151,4040.1025,4129.9873,3908.8022,1.0,
00000000000000000046_0,3189.2588,3170.9258,3156.8223,2977.5688,2989.5918,2952.3655,2997.2026,3024.723,2838.7563,2564.444,3074.0837,3153.0615,3109.0723,3112.6436,3164.2832,3315.1929,3186.9111,2974.8872,3166.1604,3173.5234,3322.5664,3430.067,3356.8164,3188.4448,3416.4126,3373.7493,3282.403,3064.2185,3229.44,3256.9504,3434.2852,3204.6123,3105.3188,1.0,
00000000000000000047_0,1620.6282,1849.5773,1255.6346,1989.138,1822.0918,1706.3849,2311.1865,1908.9116,2073.1377,2122.72,2153.2993,2083.139,2132.4834,1954.3372,1832.3624,2467.3242,2388.0422,1937.107,2130.549,2398.5054,2082.3289,1702.5613,2200.5796,2257.1772,2285.168,1982.6115,2090.5107,1837.1321,2133.1604,1677.2788,2399.206,1952.7571,2418.9604,1.0,
00000000000000000048_0,3244.3054,3644.5618,3505.9104,3371.9573,3429.7222,3525.6401,3488.3125,3583.493,3541.7693,3270.1035,3504.7844,3119.6958,3452.7063,3455.857,3003.1453,3134.4163,3318.2803,3368.1177,3416.2043,3270.7576,3297.0715,3306.7583,3428.6418,3347.9678,3683.9,3831.7773,4677.682,3489.63,3534.833,3783.0828,4112.7275,3043.827,3473.7988,1.0,
00000000000000000049_0,2899.1953,3586.843,3166.5237,3023.1816,3559.971,3695.46,3241.219,3773.5288,3796.4304,3682.9731,3372.1155,3579.9697,2743.3157,3075.766,3515.8472,3307.0005,3044.5278,2968.4321,3632.64,3362.247,3264.2678,3791.68,3476.2854,2858.8264,3531.6924,3330.267,3472.5093,2942.546,3593.1704,2614.7512,3000.0845,1456.6879,2757.5745,1.0,
