system:index,Wetness,Wetness_1,Wetness_10,Wetness_11,Wetness_12,Wetness_13,Wetness_14,Wetness_15,Wetness_16,Wetness_17,Wetness_18,Wetness_19,Wetness_2,Wetness_20,Wetness_21,Wetness_22,Wetness_23,Wetness_24,Wetness_25,Wetness_26,Wetness_27,Wetness_28,Wetness_29,Wetness_3,Wetness_30,Wetness_31,Wetness_32,Wetness_4,Wetness_5,Wetness_6,Wetness_7,Wetness_8,Wetness_9,.geo
0000000000000000007c_0,-252.22095,-380.23218,-211.0738,-379.2872,-312.3191,-383.0524,-376.05426,-584.702,-615.2571,-653.2285,-530.0101,-373.09586,-280.5623,-458.13037,-426.81885,-526.3963,-503.4994,-497.5475,-418.7786,-523.97473,-681.7157,96.03590000000008,93.67185,-380.4493,112.65539999999999,108.21574999999999,106.09125000000002,-207.97736,-260.5016,-309.33636,-464.7601,-366.04675,-445.9769,
0000000000000000007d_0,-344.12402,-447.0842,-252.46945,-437.72766,-365.5088,-342.2092,-379.5023,-730.7115,-706.7071,-704.2052,-677.4268,-472.80475,-498.07452,-587.0228,-429.0036,-538.6792,-592.73,-486.6239,-484.1903,-503.5981,-731.4707,33.45390000000003,86.9495,-463.3708,86.55819999999991,71.16219999999997,104.0153,-284.4782,-489.1714,-382.7865,-489.1062,-529.1573,-488.9176,
0000000000000000007e_0,-1031.6143,-891.2736,-781.6144,-911.8065,-784.6222,-866.4244,-902.1003,-1042.904,-1163.7594,-1288.5835,-940.1265,-724.58887,-863.42474,-775.2642,-844.2484,-769.0839,-1093.1741,-769.6651,-717.9193,-741.3807,-1097.9343,187.03799999999995,213.37880000000018,-855.86835,220.19270000000006,215.39504999999986,208.08829999999983,-845.1504,-771.1972,-880.06396,-834.0218,-779.3642,-809.5864,
0000000000000000007f_0,-543.1465,-520.7415,-418.7873,-564.5312,-436.5652,-554.7196,-648.91235,-861.5906,-796.2085,-763.37885,-758.8232,-598.6414,-507.4449,-641.7932,-482.3286,-678.1693,-669.97437,-606.42554,-554.4541,-657.14465,-890.4853,22.059049999999957,69.82350000000008,-582.84045,100.41314999999996,77.99750000000006,97.10260000000002,-454.8617,-511.78995,-615.8154,-658.0338,-613.73267,-557.6458,
00000000000000000080_0,-545.93384,-659.3021,-572.4857,-563.214,-557.58704,-670.9585,-607.382,-975.12195,-919.0831,-973.2678,-705.0157,-579.328,-603.5945,-659.09515,-599.9945,-653.6281,-811.651,-649.5349,-629.2989,-723.0941,-944.3324,40.804299999999955,81.88340000000005,-667.1417,75.09950000000003,45.217950000000016,81.8339,-670.65027,-591.093,-618.6756,-600.90967,-670.5739,-608.29974,
00000000000000000081_0,-230.3004,-337.32465,-221.0534,-413.89197,-337.95975,-294.9526,-331.861,-636.83936,-573.8013,-665.9939,-623.679,-369.347,-292.99487,-457.4616,-370.96747,-504.5384,-464.35547,-402.4962,-390.18262,-493.8472,-667.7143,86.94920000000002,85.16705000000006,-343.065,66.15479999999997,100.17184999999992,121.26039999999995,-403.6066,-358.7016,-423.0779,-396.98853,-426.5805,-344.0717,
00000000000000000082_0,-619.39624,-532.75195,-512.2957,-552.6218,-599.6787,-563.5678,-647.7102,-774.4689,-800.3582,-1019.10693,-703.5885,-658.2847,-480.1676,-722.3562,-720.4478,-698.50684,-675.68176,-613.0927,-581.1452,-717.8471,-997.6518,50.726399999999956,93.37220000000002,-601.76544,90.50834999999998,115.44359999999998,158.4765999999999,-602.9356,-407.7629,-524.8419,-549.8857,-469.35934,-467.65555,
00000000000000000083_0,-592.3771,-485.52765,-516.0971,-592.6908,-536.75256,-665.787,-681.389,-711.4099,-979.15894,-976.4344,-936.72705,-656.48236,-609.004,-698.3639,-761.4763,-592.4526,-726.0789,-686.5802,-639.3669,-606.2676,-865.6848,-9.541450000000111,15.988700000000108,-633.8342,44.728499999999954,41.450600000000094,49.131450000000086,-618.8797,-475.28522,-552.8126,-675.1627,-571.7084,-515.63965,
00000000000000000084_0,-765.55273,-748.8545,-729.7786,-759.2842,-736.4789,-753.93164,-772.8167,-850.3702,-1134.7478,-1208.2242,-1134.925,-795.22345,-801.9453,-809.2003,-807.1024,-735.537,-859.4195,-731.4697,-790.7699,-783.7006,-1096.9012,5.512099999999862,62.49709999999976,-821.36615,96.05769999999984,69.54674999999995,58.85130000000004,-827.7751,-682.5484,-740.6097,-720.4226,-718.6111,-737.6957,
00000000000000000085_0,-646.3104,-678.8772,-656.3978,-703.5315,-723.0545,-800.3813,-647.7418,-902.1188,-930.4188,-1208.7377,-1002.9043,-894.8771,-728.6369,-906.1065,-722.9892,-756.2623,-878.5201,-804.5215,-768.0672,-756.8995,-1068.4225,20.465100000000064,80.08499999999995,-783.6934,162.46664999999993,119.04329999999996,133.5570999999999,-733.0626,-649.3425,-699.1173,-746.2967,-696.00385,-803.5479,
00000000000000000086_0,-566.7208,-520.5352,-414.1615,-649.45496,-800.93134,-705.1324,-647.4574,-792.9524,-840.8785,-986.5803,-883.7473,-761.94226,-582.7197,-739.8544,-660.0001,-634.63403,-755.387,-763.3524,-604.7473,-772.8482,-975.06195,-22.759200000000106,18.227899999999977,-800.49365,55.209399999999945,55.72989999999987,45.797600000000045,-663.26404,-694.0407,-726.2119,-461.81403,-556.4568,-788.6324,
00000000000000000087_0,-639.6778,-614.98047,-527.6712,-668.29407,-641.6164,-734.0464,-642.1946,-889.3501,-989.86395,-1055.7626,-966.4839,-731.814,-617.4221,-716.1555,-666.848,-673.74,-638.7791,-734.5699,-721.1201,-668.4709,-1034.1837,33.88060000000013,52.45820000000009,-712.8847,117.29984999999996,75.84340000000014,99.5661,-669.50696,-598.0303,-669.5479,-533.2832,-723.5016,-710.4079,
00000000000000000088_0,-257.7398,-314.2564,-201.47964,-240.59521,-369.9031,-492.1725,-373.1785,-605.00244,-653.2221,-663.906,-696.8373,-391.232,-272.9492,-412.9652,-379.81155,-499.8078,-532.6543,-473.8032,-447.3349,-601.8096,-615.8777,-38.663049999999984,82.71279999999999,-530.49207,88.0299,66.6852,74.40639999999996,-435.19525,-416.2858,-193.6071,-326.3372,-351.69818,-508.0099,
00000000000000000089_0,-674.0104,-601.5409,-548.06104,-572.1282,-648.0834,-639.6462,-656.0881,-1024.8909,-975.6987,-1014.9103,-893.3409,-764.4708,-602.6559,-723.0582,-660.7991,-646.1812,-739.9936,-610.25586,-563.933,-652.4304,-935.3722,134.68900000000005,166.15600000000003,-695.8213,125.20529999999991,169.09119999999996,179.16540000000015,-660.7031,-584.3898,-595.7097,-710.94653,-647.178,-616.36066,
0000000000000000008a_0,-73.4704,-189.6549,20.0264,-63.5587,-79.92225,-294.9921,-139.3199,-252.7439,-346.9533,-457.15085,-463.42136,-204.5975,-25.3847,-327.4988,-279.12927,-317.4878,-326.7814,-220.86661,-246.0398,-309.97516,-584.8832,39.742300000000085,67.63989999999994,-293.49554,68.03055000000009,53.41805000000005,61.211000000000034,-228.8909,-235.6445,-30.9644,-371.9184,-381.4056,-342.92886,
0000000000000000008b_0,-1014.2826,-854.8911,-869.3837,-916.1765,-785.6256,-897.1478,-946.9153,-1292.8854,-1394.3271,-1402.5952,-1265.2458,-1002.2505,-901.323,-879.1203,-860.97034,-964.51886,-932.3854,-878.538,-918.0929,-873.3723,-1272.1752,52.03540000000007,57.296700000000044,-918.1273,48.701199999999915,126.06795,74.30134999999984,-774.19836,-915.4746,-851.2606,-759.5386,-890.2765,-766.8466,
0000000000000000008c_0,-530.5404,-544.10376,-449.3551,-546.3576,-573.4231,-679.29614,-654.4765,-871.2777,-860.727,-982.43274,-890.72864,-843.4249,-563.2206,-657.8304,-588.9385,-648.36066,-693.1217,-607.2559,-612.2262,-819.3972,-913.2269,101.82900000000012,96.15480000000007,-702.59314,132.56894999999994,139.85150000000013,121.27390000000005,-663.42053,-679.1534,-574.0526,-584.527,-688.5511,-704.26605,
0000000000000000008d_0,-749.8241,-595.06885,-573.6319,-664.6393,-639.6256,-608.2776,-623.6596,-867.0211,-1038.4847,-1127.2906,-832.7403,-676.23065,-628.1208,-750.3616,-865.0484,-814.18604,-902.81323,-652.2469,-676.1776,-897.9885,-1038.902,11.452999999999918,63.650399999999934,-669.2434,62.00525000000006,89.99770000000004,103.41834999999989,-692.7833,-590.5805,-633.9673,-660.1241,-591.4932,-602.5839,
0000000000000000008e_0,-775.01434,-725.5444,-699.1759,-679.6845,-770.4564,-782.3103,-786.8022,-1003.7167,-1038.8889,-1163.4417,-977.7921,-772.3248,-688.5287,-943.1779,-925.8443,-859.17395,-1018.3711,-754.5861,-762.9456,-965.45764,-1131.2175,-13.454499999999996,34.70639999999992,-723.12463,28.899699999999882,20.34079999999986,43.54009999999994,-659.6522,-656.9151,-700.6297,-717.23535,-709.6406,-717.5957,
0000000000000000008f_0,-446.14386,-518.8624,-307.6669,-304.1311,-396.41107,-399.5169,-608.3791,-726.9408,-690.0868,-787.2775,-680.4241,-471.4675,-340.9353,-510.48145,-569.6752,-604.1144,-628.0019,-584.4837,-519.595,-602.049,-814.19385,-14.552599999999956,62.013000000000076,-579.6833,58.394649999999885,73.03420000000008,75.71219999999995,-581.6554,-567.7709,-347.54956,-585.0663,-607.7835,-527.5876,
00000000000000000090_0,-227.55264,-374.4309,-187.8739,-394.01654,-201.02164,-290.37933,-476.3892,-597.4149,-554.946,-610.3437,-559.8819,-361.0886,-332.08673,-356.9555,-330.29675,-430.477,-519.9789,-440.74127,-380.94495,-473.9186,-626.0504,29.37549999999998,31.49250000000005,-398.5259,45.692400000000006,61.31910000000005,52.308250000000015,-491.7388,-410.5983,-322.38074,-402.2517,-497.75012,-418.6053,
00000000000000000091_0,-566.9523,-434.3199,-515.7043,-517.38104,-466.42636,-560.5757,-636.0759,-807.05005,-911.85034,-959.5317,-877.2604,-694.3593,-509.2536,-952.8152,-734.8776,-689.2051,-661.113,-689.7005,-736.03723,-804.1942,-1039.241,-158.1003999999998,-97.2231999999999,-426.9624,-28.374849999999995,-84.09580000000005,-24.624049999999983,-552.6711,-383.446,-508.9519,-510.8868,-508.7409,-505.4707,
00000000000000000092_0,-395.5807,-415.27905,-314.1306,-378.27145,-321.73114,-379.9486,-465.8483,-639.10144,-656.4426,-775.1252,-639.2903,-536.6262,-460.4629,-586.2859,-434.9615,-583.2886,-559.6985,-554.2133,-510.1799,-677.1227,-777.3884,28.178550000000016,96.42710000000005,-437.6176,82.89765000000004,92.61140000000003,125.78700000000002,-477.695,-436.0001,-440.30847,-449.0897,-521.2651,-392.088,
00000000000000000093_0,-802.1326,-702.4602,-718.7123,-748.62054,-718.3998,-826.19574,-796.43286,-904.2515,-1192.1299,-1193.356,-1054.5264,-680.5399,-827.1088,-839.6753,-767.5173,-768.2856,-939.8233,-712.092,-675.88293,-1001.1559,-1065.8416,54.339500000000015,146.50969999999995,-876.63,22.833900000000142,108.92860000000007,95.69590000000011,-801.5812,-759.7882,-754.473,-754.6726,-871.3194,-763.9678,
00000000000000000094_0,-472.9385,-446.68286,-409.78085,-499.26663,-536.7671,-588.029,-627.4461,-706.9282,-768.226,-861.3912,-866.3129,-752.87964,-482.25,-612.59595,-499.8247,-592.8232,-583.8334,-626.0469,-567.90936,-611.3869,-962.5932,33.10304999999998,62.07070000000007,-613.0616,161.02349999999987,147.91249999999982,102.98825000000002,-504.6148,-584.64124,-588.5176,-560.8195,-533.4576,-600.2857,
00000000000000000095_0,-324.6907,-388.88458,-285.9498,-450.4815,-497.8922,-356.4572,-483.8616,-532.7752,-528.3819,-658.1105,-681.53394,-588.4306,-509.263,-480.93097,-408.1436,-458.4564,-470.7389,-542.316,-480.5313,-524.531,-794.89014,5.436950000000017,30.197750000000056,-586.5468,51.20269999999999,59.74799999999996,81.85895000000004,-529.5061,-591.0014,-353.92816,-547.0469,-496.40054,-624.4642,
00000000000000000096_0,-251.40659,-376.26105,-156.57346,-377.99936,-445.53394,-319.22714,-491.7239,-439.8337,-417.4172,-679.5085,-639.0733,-570.2826,-402.81158,-454.05365,-403.4775,-449.0109,-406.76843,-466.2801,-433.1433,-368.2057,-570.4116,65.57859999999994,100.77459999999996,-551.878,125.77520000000001,148.15045000000003,108.39250000000004,-351.2821,-466.55005,-316.4026,-423.89978,-379.90634,-582.913,
00000000000000000097_0,-690.3375,-714.02875,-579.348,-616.13916,-587.92737,-712.10126,-665.1898,-987.5893,-977.8124,-1159.7026,-1026.6313,-915.7312,-680.4004,-762.44855,-906.12695,-707.6909,-695.717,-775.90674,-915.4366,-728.9744,-1131.4567,148.79765,196.2917,-802.13403,184.7032499999999,258.04589999999996,218.0881000000001,-719.2123,-722.1041,-657.4881,-608.3824,-671.2922,-743.0075,
00000000000000000098_0,-761.851,-724.2489,-655.3406,-734.5209,-752.6531,-732.3706,-677.2039,-792.63074,-964.7489,-1052.8844,-1079.749,-989.892,-680.8645,-773.4428,-958.2634,-780.15186,-848.7151,-833.5763,-956.05664,-769.0804,-1127.4661,-81.18130000000002,-34.28500000000025,-773.818,-19.430300000000045,27.84674999999993,17.732550000000018,-694.6767,-661.7454,-731.1854,-611.3442,-759.0716,-794.6424,
00000000000000000099_0,3.8736,-143.6346,-10.6363,-71.1438,-210.61964,-25.40765,-164.6316,-139.3772,-187.16296,-288.2341,-444.1248,-328.8329,-60.6537,-190.673,-124.2467,-260.7284,-262.8753,-175.77264,-322.9361,-245.0948,-512.7119,-22.018549999999983,7.009799999999977,-295.6322,53.74949999999998,53.48869999999994,49.84990000000005,-280.6358,-278.3413,-206.4747,65.7113,-22.919851,-340.27084,
0000000000000000009a_0,-327.9091,-472.50867,-386.50415,-421.531,-413.09055,-524.1644,-651.9658,-534.8888,-565.098,-792.475,-749.8563,-812.9368,-501.0751,-433.9439,-411.8587,-415.42413,-479.6905,-463.341,-617.6522,-552.8949,-714.4804,20.79085,35.638949999999966,-554.3264,48.99284999999997,58.75040000000004,63.2889,-504.31848,-547.1953,-643.0475,-753.6249,-262.39178,-709.8747,
0000000000000000009c_0,-525.8254,-648.4922,-560.72705,-489.3043,-732.95496,-480.50287,-714.2524,-613.1271,-570.004,-1105.0422,-784.5358,-666.5497,-494.84308,-736.8138,-615.0661,-616.3561,-671.8216,-592.3052,-633.1356,-710.4468,-977.5815,33.62240000000004,36.598299999999995,-610.2372,59.787999999999926,49.84159999999986,51.92420000000004,-540.85535,-585.1268,-470.6217,-448.0474,-796.3565,-756.83923,
0000000000000000009d_0,-430.0327,-445.2807,-385.787,-455.49774,-529.1528,-465.074,-644.08795,-532.7925,-655.8535,-757.965,-779.2664,-630.3147,-432.183,-581.7947,-561.8857,-676.4247,-617.0305,-557.9422,-650.5862,-633.9228,-822.452,-16.12055000000001,29.476149999999862,-472.0178,49.227899999999934,45.66769999999997,58.41890000000005,-473.64313,-414.7713,-396.4359,-400.9931,-652.7648,-548.70636,
0000000000000000009e_0,14.0277,-116.1375,-10.4669,-45.0291,-174.60785,-59.333153,-96.3454,-138.7533,-107.8618,-277.88898,-286.21478,-99.461044,-5.6544,-127.21705,-98.9447,-125.3889,-77.5331,-90.85075,-151.9379,-120.52525,-291.0574,58.52880000000002,29.86860000000007,13.1111,61.69624999999999,59.594800000000006,52.796900000000065,-185.4192,-209.58246,-85.103,111.965645,-96.9283,-317.1492,
0000000000000000009f_0,-274.872,-318.9937,-181.6508,-333.3961,-482.50092,-409.2989,-476.2759,-490.56024,-446.4369,-689.97253,-614.5386,-467.3825,-307.62296,-503.6443,-445.0867,-501.6517,-502.4441,-376.57916,-509.1563,-543.0053,-799.09326,-15.831000000000046,-13.186949999999925,-358.7213,-17.483000000000004,21.941550000000063,19.994,-413.9516,-408.3832,-244.1379,-179.9748,-215.4423,-535.4004,
000000000000000000a0_0,-216.4156,-308.9962,-177.8962,-293.9115,-334.97446,-336.311,-452.61853,-492.5093,-393.3181,-713.2423,-635.0047,-584.6639,-217.8106,-442.46423,-473.2432,-467.4226,-409.8087,-446.8184,-493.3825,-535.4221,-702.4837,62.097000000000065,97.63850000000006,-311.8011,154.72865000000002,146.5887,110.20015000000001,-399.1631,-446.0091,-135.1706,-171.8964,-184.3229,-495.7152,
000000000000000000a1_0,-175.5587,-390.258,-75.2394,12.851,-286.6208,-402.3525,-398.7474,-524.1693,-505.83118,-601.516,-630.0495,-569.1025,-345.69843,-464.0208,-561.73126,-480.1077,-465.0186,-412.67773,-584.6847,-407.043,-550.7189,-54.8394000000001,17.064650000000043,-413.3512,93.29130000000012,101.79355000000002,122.00335000000005,-414.1935,-358.4127,-255.5062,-446.12225,-25.065048,-488.01575,
000000000000000000a2_0,-390.0618,-627.3897,-459.4559,-366.0914,-625.3006,-628.3433,-603.9121,-604.6958,-554.2489,-892.0055,-842.8359,-593.2029,-423.8922,-604.79224,-446.1404,-658.635,-659.777,-679.4235,-673.1114,-661.9344,-949.39325,-13.893400000000156,79.52199999999999,-685.4012,38.765500000000046,122.1589,46.68895000000006,-509.9572,-598.4223,-494.4056,-545.5968,-368.53534,-636.64404,
000000000000000000a3_0,-117.7108,-161.12805,57.782547,-10.344501,-165.9581,-28.7196,-244.0289,-271.27002,-256.8211,-498.5703,-467.0195,-167.0146,-13.6797,-307.6617,-319.5184,-319.9797,-336.7773,-324.439,-370.28772,-311.93774,-551.1528,3.5447999999999524,-1.3388499999999688,-250.89246,26.929549999999978,28.04404999999999,22.392349999999986,-229.2092,-174.1806,-137.3755,-144.12135,-7.8813,-295.7709,
000000000000000000a4_0,-555.5593,-514.16846,-449.392,-586.0453,-517.834,-672.1783,-700.1179,-670.757,-936.3832,-1017.8248,-974.4813,-820.09985,-513.6928,-730.832,-768.60474,-631.86743,-665.14276,-746.0923,-805.2814,-687.2847,-960.9324,96.67999999999995,177.03259999999992,-579.4115,183.09919999999983,189.7581000000002,233.56460000000027,-547.4105,-492.3875,-467.8674,-499.4757,-546.4602,-612.25,
000000000000000000a5_0,-677.1294,-669.7879,-524.3173,-567.4483,-586.69574,-711.70215,-638.8816,-825.85,-1146.2786,-1093.9309,-1061.6163,-1021.7985,-573.7656,-890.4384,-1001.4379,-773.9922,-769.4727,-748.81024,-971.7417,-717.2991,-1078.4642,-22.59819999999999,42.63000000000005,-639.9504,58.59090000000009,61.08125000000018,111.50129999999996,-560.4645,-541.2527,-554.65546,-705.2405,-602.0228,-591.8086,
000000000000000000a6_0,-242.3628,-280.5936,-90.3724,-7.0122,-332.37408,-441.2406,-475.075,-414.843,-503.5227,-611.17224,-568.13403,-539.5762,-225.3259,-439.0052,-546.98804,-433.4054,-410.0945,-490.1218,-404.97858,-442.3687,-698.037,52.43949999999994,117.12949999999998,-929.3616,155.9372999999999,164.84160000000008,136.22319999999996,-418.8551,-416.7898,-284.1234,-282.65875,-284.0987,-441.9854,
000000000000000000a7_0,-354.99457,-339.794,-233.7203,-239.1695,-345.3625,-266.5377,-337.9814,-517.69116,-555.7338,-733.4551,-716.5867,-494.60223,-386.28354,-419.8728,-338.8209,-431.41577,-451.0171,-432.1947,-424.6592,-441.3826,-602.95325,84.5469,226.26174999999992,-451.70264,123.75209999999998,121.50430000000006,160.39789999999994,-387.94345,-389.92905,-224.2839,-279.30936,-473.2403,-422.7467,
000000000000000000a8_0,-381.02655,-461.484,-355.6855,-397.0661,-413.4415,-426.6017,-505.6512,-599.9954,-747.3117,-866.4022,-754.1437,-678.9922,-405.87537,-564.7984,-483.0949,-595.0755,-590.2703,-651.0718,-509.4885,-737.98065,-871.7489,-34.71359999999993,168.44384999999997,-565.96027,16.825600000000037,54.882349999999974,109.26339999999992,-479.3982,-448.71674,-451.3955,-503.8984,-546.9436,-510.9345,
000000000000000000a9_0,-125.39224,-334.60565,-106.9019,-102.7282,-209.2271,-287.2979,-244.8341,-349.5822,-393.7866,-495.9577,-588.7249,-225.6196,-164.9509,-329.0378,-186.72989,-382.1285,-362.82556,-241.6722,-330.9615,-450.2461,-600.40515,54.105300000000085,143.8780999999999,-459.6075,100.37075000000006,104.2436,77.2818,-376.2042,-348.7412,-99.2571,-386.27698,-435.9324,-440.37372,
000000000000000000aa_0,-488.8817,-571.01025,-529.3881,-555.1712,-537.8719,-582.3208,-592.2741,-805.6718,-874.48413,-996.8716,-916.0261,-824.3076,-567.5763,-582.8459,-494.25848,-610.4964,-585.215,-619.9968,-725.9037,-766.2059,-973.602,150.5111,152.39860000000002,-627.1621,121.75474999999993,182.0751000000002,181.13509999999982,-544.6186,-558.1081,-595.927,-559.8741,-674.6463,-627.7207,
000000000000000000ab_0,-403.74487,-434.45618,-407.8793,-446.27283,-407.53644,-492.7873,-502.47906,-774.7043,-754.2263,-832.3531,-782.31006,-630.30066,-489.9925,-603.8996,-505.58234,-587.4612,-700.8932,-591.7798,-572.18225,-649.60913,-874.209,107.6388,138.64990000000003,-622.43787,115.53894999999999,133.94729999999987,175.60560000000004,-508.6757,-526.4083,-457.5578,-542.4264,-582.9249,-596.975,
000000000000000000ac_0,-500.1537,-644.9814,-404.1907,-631.0228,-474.78836,-501.266,-550.7443,-819.72894,-786.1986,-975.46545,-877.4488,-761.0895,-517.0132,-657.9449,-619.7729,-730.26,-760.6046,-639.6853,-563.28687,-720.3007,-956.0872,81.65540000000016,201.45080000000002,-576.337,159.79149999999998,83.43319999999994,194.53435000000002,-447.4154,-551.6724,-444.0268,-611.42847,-509.18903,-499.8796,
000000000000000000ad_0,-598.3187,-570.7297,-467.239,-552.4692,-426.9334,-464.70346,-597.49835,-823.2643,-790.8327,-932.454,-806.9953,-636.14575,-515.35626,-602.2462,-604.94763,-713.39874,-721.5774,-591.9872,-612.7834,-743.6904,-901.7731,93.1126999999999,162.1507,-666.0499,153.80364999999998,122.68345000000002,155.82254999999995,-462.7528,-653.2796,-492.83112,-690.57935,-572.1793,-602.6102,
000000000000000000ae_0,-579.1782,-611.6505,-484.31955,-578.972,-491.7594,-537.1744,-559.1795,-852.93805,-813.7859,-926.2171,-775.6352,-754.4501,-576.1307,-711.1263,-744.6726,-774.96234,-779.4607,-592.2278,-705.10986,-739.6123,-847.256,36.29269999999991,145.22645,-679.12476,69.07250000000002,76.9571,118.1486999999999,-610.02594,-803.8811,-619.3924,-657.3624,-613.3064,-610.0489,
000000000000000000af_0,-639.0224,-686.7893,-580.4875,-706.03284,-600.9139,-697.3837,-775.0047,-903.8981,-907.55914,-1071.9661,-963.95544,-945.1388,-597.0385,-903.3402,-874.0727,-931.028,-945.057,-831.6745,-821.7604,-895.2299,-1156.9359,-34.628399999999885,17.651500000000112,-698.8637,5.8952499999999475,-93.75169999999986,81.4571000000002,-618.7923,-500.42267,-601.0405,-549.6317,-586.8362,-644.85944,
000000000000000000b0_0,-288.5788,-404.2088,-223.61136,-256.8004,-337.40356,-407.17767,-372.8581,-576.4043,-556.7067,-724.5896,-634.49426,-620.6588,-408.6961,-525.1145,-521.2336,-622.18823,-587.4325,-481.67786,-545.7533,-586.3168,-665.6017,40.50909999999999,73.6895000000001,-399.5406,37.64234999999998,59.40150000000003,95.98539999999993,-303.95425,-338.1486,-381.0157,-389.11456,-388.2886,-351.73145,
000000000000000000b1_0,-323.7772,-344.6503,-250.4484,-339.9009,-303.2142,-353.2154,-358.065,-652.9663,-545.5161,-788.42957,-659.61194,-654.16656,-349.9,-440.7234,-563.7185,-622.6897,-618.6841,-451.348,-375.2186,-514.1764,-774.5215,184.20405000000005,214.22870000000006,-332.2337,132.68444999999997,197.2234,217.78275000000002,-301.21915,-252.27328,-299.3561,-345.5759,-359.412,-321.6101,
000000000000000000b2_0,-775.5614,-686.4485,-573.2371,-647.7551,-681.88226,-742.4322,-709.2039,-882.1574,-956.9604,-1073.8677,-968.9435,-790.6753,-670.2643,-714.0878,-785.45764,-863.8581,-836.36816,-692.5366,-655.75006,-771.1725,-1051.675,48.49000000000001,85.37274999999998,-703.4216,81.11640000000014,105.82190000000011,123.73750000000018,-657.6542,-630.08295,-699.8372,-662.766,-589.4989,-659.78625,
000000000000000000b3_0,-470.12125,-502.7243,-446.2062,-424.4525,-508.75806,-564.4337,-530.5529,-724.1596,-777.5254,-947.4998,-729.7147,-641.9244,-442.3854,-689.1284,-664.3374,-735.3733,-750.9449,-677.4888,-641.0576,-686.21893,-943.6581,66.57059999999997,128.88665000000003,-466.3917,81.98074999999999,84.03089999999999,102.3975500000001,-459.6106,-376.4487,-453.78357,-389.95807,-443.565,-472.49628,
000000000000000000b4_0,-605.9011,-658.28375,-440.2323,-540.7174,-541.2934,-567.40283,-553.9684,-835.5839,-872.3184,-1004.13904,-818.4153,-857.3558,-543.9997,-675.3462,-825.06976,-830.1371,-895.6311,-684.0338,-795.7886,-750.5026,-911.146,80.70869999999998,133.75009999999997,-597.6291,94.1273000000001,125.426,142.51614999999993,-535.4706,-568.3794,-552.6418,-540.07,-571.7396,-569.095,
000000000000000000b5_0,-682.5488,-2498.041,-749.8723,-727.6517,-838.837,-854.7925,-758.2715,-950.82214,-958.73834,-1232.0026,-1094.6954,-995.4427,-1018.9812,-985.3049,-1060.3201,-960.5532,-977.92114,-882.7555,-868.3874,-1017.9413,-1181.8195,78.63864999999998,157.07149999999996,-907.5912,73.72809999999993,119.66750000000005,143.95030000000014,-747.8168,-729.9839,-741.9635,-752.895,-702.7251,-745.971,
000000000000000000b6_0,-645.3789,-570.0471,-556.6383,-588.543,-576.60516,-622.7156,-589.1777,-905.1739,-903.4481,-1117.6929,-971.07776,-942.4074,-565.1196,-912.9823,-925.61615,-895.83887,-936.68555,-876.9285,-710.0382,-936.36884,-1064.8616,58.784599999999955,84.99584999999989,-647.4435,45.12850000000006,15.915449999999964,98.82400000000003,-508.923,-529.4215,-610.4362,-577.00977,-593.7252,-585.638,
000000000000000000b7_0,-2057.34,-968.0271,-688.1824,-667.7072,-657.2657,-668.0772,-657.8424,-833.83716,-901.5113,-1052.1283,-886.3888,-941.58624,-775.3087,-871.9635,-953.199,-725.4595,-909.092,-824.62585,-822.02686,-777.8888,-1074.729,117.45559999999992,101.22464999999993,-813.5824,72.40060000000003,87.11000000000007,130.6841000000002,-718.8855,-636.1865,-650.82776,-634.8228,-592.7931,-644.1549,
000000000000000000b8_0,-492.67993,-502.5627,-504.8573,-484.8949,-521.16516,-524.86633,-506.7709,-679.9089,-736.9034,-899.0709,-788.5558,-623.7262,-497.95746,-671.57007,-690.0913,-611.8827,-838.9745,-581.41943,-669.8197,-672.8356,-891.82336,20.547749999999965,88.20885000000001,-480.7958,59.55960000000002,46.32000000000008,103.9573,-482.07336,-481.1499,-497.4077,-504.1206,-495.47955,-565.45605,
000000000000000000b9_0,-869.0623,-841.0256,-762.8236,-784.5545,-701.8241,-824.8793,-854.975,-907.5539,-1112.2872,-1272.5273,-1136.8654,-846.3025,-792.0403,-1068.4478,-893.5853,-853.2989,-1170.9065,-891.3242,-1050.1631,-1115.0469,-1307.8457,12.028099999999938,107.36170000000014,-802.7328,101.41490000000016,162.81049999999993,97.10359999999991,-687.2646,-732.9066,-788.6161,-674.1339,-718.2699,-826.1865,
000000000000000000ba_0,-491.1256,-444.0016,-321.6008,-380.3075,-450.342,-317.575,-515.86035,-675.6911,-728.6605,-843.2634,-801.5471,-607.8379,-477.44016,-671.4547,-628.0598,-642.2333,-766.5833,-597.1458,-564.3148,-687.1873,-867.47565,-41.24050000000011,94.91015000000004,-551.1428,67.22219999999993,56.78319999999991,40.6686,-485.9245,-532.5895,-559.3291,-478.4803,-511.98434,-527.2678,
000000000000000000bb_0,-547.98615,-589.4357,-452.208,-473.6187,-507.03882,-526.968,-598.54144,-809.6174,-842.52747,-880.51086,-803.6536,-662.5098,-504.64685,-687.4625,-701.4527,-683.93384,-800.92053,-663.8522,-712.8926,-809.8917,-842.301,-0.37889999999995894,128.30970000000016,-555.2154,59.411950000000054,86.10425000000004,117.98299999999998,-498.2076,-550.98474,-480.3881,-515.4655,-534.4809,-507.7934,
