system:index,SAVI,SAVI_1,SAVI_10,SAVI_11,SAVI_12,SAVI_13,SAVI_14,SAVI_15,SAVI_16,SAVI_17,SAVI_18,SAVI_19,SAVI_2,SAVI_20,SAVI_21,SAVI_22,SAVI_23,SAVI_24,SAVI_25,SAVI_26,SAVI_27,SAVI_28,SAVI_29,SAVI_3,SAVI_30,SAVI_31,SAVI_32,SAVI_4,SAVI_5,SAVI_6,SAVI_7,SAVI_8,SAVI_9,.geo
0000000000000000000a_0,1.0437220479273748,1.023200068487287,1.0831015867822673,1.056121640884853,1.0616297168819149,1.031697653154526,1.059391928163584,1.1042284866468843,1.0920256318974726,1.1416861826697893,1.1127583108715184,1.0968206257144066,1.0262636927543882,1.1023575493311655,1.093481627481346,1.0794003331482511,1.073185141422347,1.138268156424581,1.089548360272335,1.092817079790121,1.110809516206291,1.1111871833493085,1.1140843631906852,1.0549997408117775,1.1121992761337023,1.1046565237436607,1.1121176224653335,1.059554842590736,1.0295961147316426,1.0573561853045987,0.9546471172962228,1.007197668193445,1.0456713281060546,
0000000000000000000b_0,1.044854129050651,1.0388843938889154,1.0727324586423275,1.0696678452268313,1.0823398666397253,1.0535354731730429,1.0433590576766856,1.2523670793882011,1.0742344883158743,1.0923940786115365,1.088208384909316,1.0862805211869047,1.0268794020411096,1.07621528740092,1.0796571594595903,1.0915754807181557,1.0625262274443978,1.0899976953215027,1.0935301184142785,1.0647764204863834,1.093957855905204,1.0893289792478669,1.096428176490103,1.0335297905007181,1.0925907207116143,1.0760767054385414,1.0945968049724661,1.0629745422063421,1.0273133748055987,1.059159731274441,0.9835777983529068,1.023495528270426,1.0359229713937301,
0000000000000000000c_0,1.034371010507709,1.0515435374463569,1.0696715679538271,1.0816246443637791,1.070331119111607,1.0624678927360527,1.0653171120861586,1.084860896059138,1.1020638604855404,1.1076797496768926,1.0974732847298512,1.1313062680482417,1.0365156985512545,1.1009863785814937,1.1101205217104178,1.0974231776216068,1.0712481051035876,1.110461648574496,1.1006718138975233,1.074043399039258,1.0803960862902275,1.106893106893107,1.1083921117028934,1.0587796694420282,1.1109108553999723,1.1055866231105698,1.1115713891190278,1.0529650997824647,1.0340105611742594,1.0623519378375816,0.995251486791757,1.0210795427138102,1.07300993801043,
0000000000000000000d_0,1.0630536737884315,1.0424604783137414,1.0559145456943162,1.0459612957509465,1.0934272870854087,1.0682792406613595,1.0588886837733062,1.0912935053670172,1.1234552490325802,1.0811333636777425,1.1142951980526665,1.1511345218800648,1.0904533110507624,1.110325873576757,1.1174119410442167,1.1070417653515106,1.0584961257230165,1.1488071168621108,1.0923148291325189,1.085717257879954,1.0795085439909617,1.12251191477432,1.1096228410292561,1.061220817776978,1.1053046218487395,1.1339744053213796,1.1257833076014896,1.053228065707373,1.053057263021676,1.0545668953687821,0.9739175457899165,1.0186559938028532,1.0280714546117389,
0000000000000000000e_0,1.06724585354846,1.0693256165072975,1.092455383029444,1.071971913399649,1.084707822808671,1.0703843069520695,1.086367992333493,1.0744038353776229,1.0785292782569225,1.1028349082823792,1.0986192003141155,1.0894611995933583,1.0559548822293487,1.1242743898633045,1.126787921596327,1.0845866787289382,1.0676156583629892,1.0817551096943558,1.0793590232735597,1.0828287578625595,1.1034016947071104,1.10468095744016,1.1144594816722373,1.0850169333177624,1.0968055780768606,1.1148415247560755,1.1055027823056602,1.0566725307866298,1.0470726418503795,1.1281684648381645,0.9637952559300873,1.0564083595339375,1.0514569842738204,
0000000000000000000f_0,1.0289233741923796,1.0578492117048033,1.078806098346575,1.047759932375317,1.0659267183738967,1.0475725446428572,1.0488997555012225,1.08730271576852,1.0838047037808871,1.0956861609727853,1.0795463313015972,1.101817316086025,1.0463029432878679,1.0805626598465474,1.1123260437375744,1.083988176771682,1.0850554709593214,1.1026817725512692,1.1097725178938416,1.0758592359304395,1.136781268524007,1.1079145808250428,1.1210264266564536,1.069648813027271,1.111712086540462,1.118797584667892,1.119951534733441,1.0488987939171475,1.0315515707343783,1.0253266873231848,0.9498929875361953,1.0248585888657338,1.0455063333556733,
00000000000000000010_0,1.0365718878730033,1.0561671189391224,1.0654007373364982,1.0446997489862908,1.0695067264573992,1.0438007771105615,1.0809818525123256,1.0858859450408747,1.0812256029089353,1.0873998146229757,1.0830076598405503,1.0946706388613041,1.0302611579383723,1.0925979014964737,1.0907510431154381,1.0973907766990292,1.0638589495981559,1.081310859571944,1.0804213919751309,1.079528349222278,1.075726904674273,1.0920610852377342,1.10625088189643,1.028903259865382,1.0902658346027223,1.095086564910199,1.1030792030298042,1.034364261168385,1.0200736325385693,1.041526868709092,0.9800192917183409,1.0070676927909534,1.030731883683694,
00000000000000000011_0,1.0522765598650927,1.0637572451414934,1.0575053719431085,1.0586596893990547,1.0834933791569796,1.0516391686308122,1.057897498688123,1.1031551414091876,1.0839060493920398,1.0840939697740537,1.0993294216261527,1.0852949321517584,1.0478026214340788,1.1165961744839341,1.0904972118959109,1.0845070422535212,1.0823998592457922,1.0818781528909585,1.1002108396378518,1.0991540184125403,1.0784369248194818,1.1088675969391038,1.1059921710328215,1.0685722974000305,1.0985017209961532,1.118542108987969,1.1339515713549717,1.067535666632454,1.0327827827827827,1.0624495723737293,0.9918217710095882,1.0221173371384666,1.0301559434059693,
00000000000000000012_0,0.994676131322094,1.0230017251293846,1.0870305714042408,1.0574572658866512,1.0889726507713886,1.0637302835763784,1.074298469387755,1.1203306797305572,1.096425561449606,1.1017480473938686,1.102270787092368,1.115041602311793,1.0280790597483087,1.0986037138333093,1.10058687047905,1.0938930093103993,1.0859469240048252,1.1076815561120494,1.0881778578939463,1.082369577294076,1.086841696442442,1.1124350602926458,1.117792638618293,1.0788668017765513,1.1088746569075938,1.1093542793022544,1.1146358283380193,1.082892870955266,1.0636664738972714,1.084711678648635,0.9754638548109095,1.0695946581397537,1.047092074360097,
00000000000000000013_0,1.055578598092078,1.0393667694031943,1.070127997115558,1.0429021036938877,1.0724717857933173,1.0456302021403092,1.0602795394372269,1.1237178145279465,1.1198731919952447,1.1142182676593426,1.1159974046571985,1.1189485435907844,1.0540309967297028,1.1265193792523507,1.0989798302312903,1.0951184493898063,1.0569988875073622,1.1157551714366676,1.1092811590613585,1.0817013096239336,1.076188792646279,1.097161351223788,1.1159146476994888,1.055033068381773,1.104807202310175,1.1092062634989202,1.1190988901772403,1.0553820661525717,1.0441988950276244,1.0914457905417871,0.9739906832298136,1.0123807590826062,1.0574177062979107,
