system:index,NDMI,NDMI_1,NDMI_10,NDMI_11,NDMI_12,NDMI_13,NDMI_14,NDMI_15,NDMI_16,NDMI_17,NDMI_18,NDMI_19,NDMI_2,NDMI_20,NDMI_21,NDMI_22,NDMI_23,NDMI_24,NDMI_25,NDMI_26,NDMI_27,NDMI_28,NDMI_29,NDMI_3,NDMI_30,NDMI_31,NDMI_32,NDMI_4,NDMI_5,NDMI_6,NDMI_7,NDMI_8,NDMI_9,VALUE,.geo
00000000000000000041_0,0.44173294,0.48346543,0.44784853,0.45762712,0.47040102,0.4276094,0.452349,0.4117647,0.45127925,0.44751814,0.4771828,0.4968591,0.46587536,0.50572664,0.4611231,0.5212187,0.55037856,0.5177129,0.49945474,0.4962919,0.49596414,0.37058622,0.49089807,0.42926046,0.5183183,0.46702996,0.47545394,0.43543702,0.41745037,0.50014967,0.476815,0.39606974,0.4441402,1.0,
00000000000000000042_0,0.39026472,0.42311862,0.3928263,0.43994555,0.47703284,0.365834,0.3893219,0.43666083,0.42121565,0.44157088,0.36119515,0.3817304,0.4187732,0.3761655,0.2925404,0.36457595,0.34404144,0.35504046,0.37682435,0.38391808,0.43727243,0.33509433,0.37599093,0.43700105,0.31546864,0.38577074,0.44945055,0.45334285,0.4774436,0.44896364,0.3969915,0.39965317,0.4387425,1.0,
00000000000000000043_0,0.3269461,0.2730704,0.36449835,0.3025664,0.30951747,0.14772727,0.2756337,0.29258674,0.2306959,0.1881763,0.31256902,0.4068396,0.35482562,0.29760492,0.24760936,0.251927,0.09182555,0.114928626,0.3221512,0.32563892,0.4334234,0.44300938,0.45252597,0.2767068,0.43831933,0.48095658,0.10831123,0.31451613,0.33849058,0.346417,0.26205787,0.32455382,0.34317344,1.0,
00000000000000000044_0,0.36633304,0.40916088,0.41087613,0.42015857,0.41037655,0.34317803,0.4206746,0.4187385,0.41815954,0.3826445,0.32222396,0.2413793,0.38960782,0.37592295,0.38333333,0.3297937,0.3114421,0.40697086,0.41328913,0.39163917,0.38884494,0.48034644,0.31639248,0.30048525,0.43230626,0.4138864,0.46011376,0.358957,0.3847879,0.36043572,0.38562343,0.46268657,0.45037898,1.0,
00000000000000000045_0,0.2967491,0.27508855,0.20147999,0.29179958,0.27399895,0.09725954,0.3322566,0.40688646,0.33891493,0.32829046,0.18521969,0.21553043,0.3506808,0.23367286,0.27180487,0.25787294,0.2852459,0.3220159,0.39039505,0.37763852,0.40658602,0.24712643,0.3743094,0.19713858,0.50050515,0.372531,0.3715396,0.16999556,0.22979961,0.33752823,0.13828337,0.2917259,0.21870236,1.0,
00000000000000000046_0,0.27892235,0.31084925,0.39511824,0.40110183,0.36203277,0.38920578,0.42607248,0.36747235,0.3167133,-0.0071444036,0.26349595,0.32825652,0.30726257,0.3706383,0.37003404,0.39821982,0.3428197,0.29641283,0.33899644,0.3466365,0.41051975,0.4164038,0.34543952,0.25398937,0.34362775,0.3344209,0.36748087,0.2923823,0.3250711,0.3190104,0.31924686,0.38773054,0.36239,1.0,
00000000000000000047_0,0.3496224,0.35791963,0.42731276,0.40854573,0.28233153,0.3063399,0.34777564,0.30630344,0.3858586,0.34964123,0.3851827,0.4016298,0.3383553,0.42528737,0.4138878,0.3510047,0.48218313,0.39451638,0.41027266,0.33139294,0.3839928,0.2616304,0.45667687,0.5239015,0.40692237,0.4619838,0.43128607,0.43351173,0.3762154,0.37615812,0.267304,0.36261126,0.38607168,1.0,
00000000000000000048_0,0.4340061,0.48292407,0.47994104,0.5243045,0.473426,0.42967543,0.46630436,0.45350555,0.47352746,0.38191283,0.42781317,0.38445842,0.44914284,0.42650065,0.46638298,0.47125933,0.38730854,0.39874122,0.30824688,0.3772216,0.33083358,0.36160603,0.37507337,0.41944692,0.3020528,0.31963637,0.35455257,0.43735763,0.4555607,0.4850081,0.44488034,0.45752347,0.4625994,1.0,
00000000000000000049_0,0.06762968,0.4405728,0.2254673,0.214138,0.2558565,0.2283556,0.3001192,0.26536313,0.33300734,0.35105205,0.25163215,0.28173375,0.42677385,0.29275715,0.26490766,0.26142493,0.33699635,0.42199108,0.3337924,0.326228,0.253527,0.20323741,0.2547741,0.35914993,0.34334168,0.32844037,0.43055555,0.3695691,0.31029376,0.3220005,0.24568652,0.5507766,0.2832723,1.0,
0000000000000000004a_0,0.4330544,0.5,0.47316357,0.5010548,0.45792034,0.45466155,0.49781314,0.4697054,0.46354777,0.06628393,0.23231238,0.29043853,0.45451063,0.3146934,0.37476695,0.40573868,0.2378959,0.29434425,0.34447044,0.30607337,0.27907744,0.0718232,0.3431896,0.4484151,0.3441005,0.36385044,0.3561601,0.4702873,0.44298977,0.47082886,0.4188001,0.41461268,0.43391475,1.0,
0000000000000000004b_0,0.35230953,0.3452381,0.31800973,0.49815497,0.3041498,0.30789673,0.2962673,0.42222223,0.33856893,0.38093677,0.23389556,0.3886256,0.42818427,0.37101546,0.26914817,0.397669,0.33954644,0.34479403,0.35847476,0.29549378,0.31788525,0.05123967,0.38219896,0.3560477,0.3509055,0.33742583,0.3460478,0.32338902,0.40902746,0.34911045,0.29138604,0.30097672,0.3189189,1.0,
0000000000000000004c_0,0.41479525,0.46592894,0.34440386,0.3222836,0.30262423,0.29091325,0.33953735,0.3447099,0.3579838,0.31922996,0.34598267,0.33511674,0.31734675,0.30258518,0.3607883,0.2976759,0.33333334,0.3596059,0.3301326,0.32042912,0.37460172,0.40992168,0.44342732,0.4308026,0.39614815,0.39023188,0.4348587,0.41329858,0.54291224,0.4584812,0.30344597,0.34454358,0.2952517,1.0,
0000000000000000004d_0,0.20389639,0.3718833,0.23949437,0.5107704,0.25830904,0.40340558,0.45970055,0.33072662,0.17618819,0.4205265,0.34786186,0.26805857,0.3978653,0.22167173,0.12859634,0.24996169,0.31402808,0.27104682,0.33013895,0.26665565,0.30474415,0.2731377,0.2723562,0.40440115,0.21213934,0.3287698,0.24349442,0.41296542,0.41808844,0.44496572,0.2308542,0.31634048,0.25060907,1.0,
0000000000000000004e_0,0.356517,0.41810104,0.31836656,0.46950266,0.41274658,0.29223496,0.39093605,0.4241161,0.3372861,0.48639455,0.42057082,0.39694658,0.4269835,0.47388932,0.34390077,0.380538,0.47126436,0.47916666,0.42251655,0.42874038,0.37649244,0.35315984,0.36349824,0.3601934,0.3883495,0.3720445,0.3614679,0.38238993,0.44238976,0.38405356,0.33738714,0.35537866,0.35408065,1.0,
0000000000000000004f_0,0.2641397,0.22484578,-0.16201118,0.2620865,0.32667875,0.24962293,0.3262317,0.31725484,0.35506004,0.3101535,0.28036207,0.31957817,0.40095302,0.26313686,0.22701761,0.2932046,0.30711043,0.3031496,0.32577133,0.3351273,0.29381058,0.2981553,0.2605145,0.3640218,0.30245915,0.3449492,0.3165299,0.34542918,0.32157555,0.30683282,0.26790547,0.32449374,0.34174886,1.0,
00000000000000000050_0,0.053214543,0.1521181,0.1371488,0.28442907,0.16852103,0.25530303,0.26949614,0.23491292,0.23726542,0.22801362,0.24416223,0.1609319,0.2448,0.41418293,0.17633623,0.29672706,0.32545826,0.20767817,0.29795763,0.30706134,0.21931855,0.16359113,0.21858042,0.18728717,0.17623697,0.30564517,0.2891454,0.17644414,0.10460449,0.0729805,-0.009138742,0.19032967,0.20166636,1.0,
00000000000000000051_0,0.3531447,0.2928879,0.36601672,0.3425871,0.001198083,0.31414786,0.358605,0.2116089,0.18564402,0.2515247,0.2584658,0.29197225,0.48107067,0.27688873,0.3760855,0.3601089,0.2608937,0.27415255,0.29006582,0.2559002,0.2960265,0.2097191,0.19220258,0.18635395,0.08103418,0.24457864,0.06356774,0.4163209,0.3477049,0.37560123,0.34874016,0.3149991,0.31548244,1.0,
00000000000000000052_0,0.39429778,0.40072638,0.132055,0.4137566,0.39021206,0.29952118,0.33893558,0.39390758,0.42663538,0.44990367,0.4148636,0.40256926,0.41296804,0.39805123,0.39937627,0.42893264,0.4444836,0.44817984,0.38846737,0.37886068,0.3799462,0.4188877,0.378882,0.41465363,0.425736,0.43690637,0.42901286,0.41341653,0.37925473,0.39513874,0.32204092,0.36787206,0.38329026,1.0,
00000000000000000053_0,0.20033146,0.3212401,0.3985619,0.196443,0.35594204,0.3279678,0.38430983,0.33900645,0.39819884,0.4617972,0.3500436,0.4555746,0.38715994,0.39644352,0.2763614,0.24294955,0.47368422,0.47906026,0.5116022,0.3799304,0.51079136,0.22800925,0.592233,0.36978993,0.31443447,0.4003384,0.4256927,0.29980275,0.36561584,0.3939828,0.2983675,-0.01799856,0.07414216,1.0,
00000000000000000054_0,0.33597577,0.2843116,0.28801084,0.22893693,0.20497832,0.21221492,0.26447344,0.2878988,0.2504348,0.2738263,0.22759159,0.18156424,0.39996386,0.19568203,0.26184538,0.3377218,0.31676528,0.25312665,0.33391228,0.29621676,0.25308412,0.3591517,0.31462762,0.311952,0.23901354,0.27512494,0.2805941,0.34073046,0.271611,0.5648855,0.30250418,0.2915419,0.1835723,1.0,
00000000000000000055_0,0.2936218,0.41585815,0.2914692,0.33908328,0.33433282,0.31904963,0.31209877,0.34988895,0.3758967,0.46313962,0.5111394,0.3481521,0.43127364,0.5432258,0.21084921,0.34197605,0.46609443,0.48985508,0.34308133,0.48255432,0.43053174,0.10368382,0.4197052,0.3843508,0.38405797,0.48311308,0.44725934,0.36265272,0.3944687,0.41260403,0.25652257,0.22887613,0.2620865,1.0,
00000000000000000056_0,0.2898146,0.21446179,0.34859812,0.2853246,0.15113439,0.3015428,0.37679902,0.15922366,0.39745402,0.40447503,0.3487052,0.18712273,0.4427313,0.2518753,0.23171265,0.22905028,0.4264638,0.3954635,0.39662108,0.13702624,0.32153955,0.19439892,0.30783632,0.31070802,0.26422584,0.31617647,0.25267738,0.42578018,0.29939395,0.363031,0.12078883,-0.065110855,0.07491335,1.0,
00000000000000000057_0,0.23273781,0.24336973,0.47235578,0.4062225,0.16964285,0.15345454,0.19992183,0.296,0.13982953,0.09897143,0.27347687,0.20508744,0.46149975,0.25559846,0.3148148,0.29284975,0.21021079,0.24739417,0.27127376,0.17760758,0.24513902,0.26677853,0.28632662,0.20597485,0.0491963,0.2579557,0.24211961,0.424466,0.30558598,0.36446124,0.24754953,0.27724332,0.31666374,1.0,
00000000000000000058_0,0.18217404,0.21486449,0.33688602,0.29475102,0.22180294,0.28501183,0.35867238,0.14979757,0.41728738,0.4915952,0.25,0.23028786,0.4383627,0.2949475,0.28831246,0.2545885,0.33451957,0.41068283,0.3471857,0.14705138,0.2969948,0.18615244,0.3271439,0.3468244,0.27482268,0.32063884,0.23819129,0.43857786,0.28041902,0.40988198,0.10363636,-0.03956044,0.22484529,1.0,
00000000000000000059_0,0.22071572,0.28886685,0.20633751,0.38522953,0.45325443,0.0780499,0.36324906,0.17901357,0.22555304,0.43504763,0.25023606,0.22670321,0.38401157,0.3383429,0.16836429,0.3515625,0.3900185,0.5150721,0.36244255,0.33864796,0.26019123,0.30731708,0.47368422,0.32042104,0.33978236,0.46818182,0.36352202,0.36418432,0.37818637,0.40570378,0.15471092,-0.04638009,0.27095056,1.0,
0000000000000000005a_0,0.020204421,0.057569295,0.23189135,0.2568323,0.04085921,0.180968,0.21205398,0.19354838,0.17971334,0.16164875,0.18460773,0.22268,0.08372692,0.23668033,0.33990148,0.26068267,0.24003223,0.24413845,0.2747699,0.19258408,0.13723838,0.14167099,0.21092613,0.020679986,0.059269797,0.15712503,0.19024713,0.14491343,0.09837529,0.083859,0.14773545,0.16931507,0.19576345,1.0,
0000000000000000005b_0,0.3164557,0.32012898,0.20050378,0.35977808,0.42685542,0.26814222,0.4155924,0.5,0.47660586,0.6468725,0.71192056,0.6310204,0.4920964,0.5986079,0.6207792,0.48305085,0.66340935,0.7039922,0.9178645,0.71924746,0.71923745,0.35267857,0.49819493,0.42365816,0.49755302,0.46703297,0.42332613,0.38554803,0.32561985,0.37832016,0.21075425,0.30067155,0.23876159,1.0,
0000000000000000005c_0,0.41754216,0.40956023,0.20865206,0.30876172,0.2862363,0.24954262,0.3411363,0.33289257,0.38850284,0.3856278,0.4819788,0.554007,0.43205896,0.44697988,0.38857144,0.41603467,0.5591216,0.4397233,0.5672092,0.45596868,0.49655172,0.387422,0.4286622,0.4002976,0.40892643,0.4744318,0.48204044,0.31485727,0.3017001,0.30921054,0.15793344,0.29547352,0.18304431,1.0,
0000000000000000005d_0,0.2866422,0.1287166,0.14850137,0.14685105,0.14836547,0.13995568,0.15049227,0.17002141,0.14479105,0.13102743,0.18405376,0.22957198,0.2873635,0.26771006,0.23823029,0.24786033,0.29038498,0.269331,0.21228346,0.33690208,0.37943667,0.32705447,0.273468,0.17086835,0.2721519,0.3729347,0.32253712,0.25072888,0.11314125,0.17295426,0.044826854,0.27320307,0.10065097,1.0,
0000000000000000005e_0,0.41352805,0.42982122,0.2391637,0.26715273,0.31244522,0.24132517,0.37813586,0.34022197,0.33551472,0.2974885,0.39706862,0.44942966,0.478436,0.341188,0.29882184,0.2119891,0.34251103,0.40572792,0.4038835,0.36658356,0.24024823,0.15859564,0.36323437,0.38947368,0.3822314,0.33376878,0.26680672,0.37526125,0.41339213,0.41174456,0.19507323,0.25617078,0.29898447,1.0,
0000000000000000005f_0,0.4067227,0.5313989,0.40560675,0.39930707,0.4063745,0.32952532,0.28516412,0.36136878,0.3795227,0.3219921,0.36295217,0.3353625,0.36591724,0.38932496,0.4780771,0.4722838,0.6089061,0.7763158,0.72106,0.7781065,1.083067,0.22240527,0.4368932,0.20619658,0.31958762,0.5854701,0.5025381,0.14268513,0.2116279,0.31364626,0.23809524,0.21754043,0.39882812,1.0,
00000000000000000060_0,0.3690476,0.38552508,0.21941054,0.24798042,0.23608534,0.10983919,0.2718959,0.27953488,0.20152603,0.23405676,0.35103124,0.34392375,0.42426318,0.24813119,0.12996688,0.29406613,0.22043258,0.28521192,0.30356753,0.3241807,0.2676552,0.17549133,0.28217602,0.39989266,0.16637707,0.29511678,0.20324074,0.3562763,0.38285446,0.3522591,0.11755952,0.09323165,0.21874118,1.0,
00000000000000000061_0,0.57848835,0.7161572,0.6507042,0.851468,0.7368421,1.1,0.9605263,1.1042655,1.0769231,0.84732825,0.75535166,0.9881188,0.5873016,1.35206,1.0909091,1.1076924,0.8708752,0.9036827,0.8548387,0.8888889,0.7386364,0.25373134,0.4659091,0.8504436,0.51442647,0.8897059,0.5084746,0.87636364,0.7403509,0.8518519,0.66086954,0.41712204,0.837037,1.0,
00000000000000000062_0,0.5376573,0.51490706,0.83972126,0.47214076,0.4752402,0.41491482,0.8027027,3.8433735,0.7370417,0.6684015,0.6723809,0.83272725,0.47804877,0.8084416,0.7124736,0.67611337,0.8420086,0.71800435,0.7703349,0.8674033,0.65660375,0.4819701,0.60200876,0.43511736,0.6289055,0.58232933,0.5313577,0.44153377,0.3938253,0.7833173,0.46892413,0.4196242,0.4127061,1.0,
00000000000000000063_0,0.366453,0.5389205,0.5251018,0.48630136,0.65217394,0.59922177,1.0437375,1.1218274,1.3574879,0.9119497,0.90588236,1.0160428,0.41164824,1.2480211,1.0238663,1.0470588,0.84158415,1.0325203,0.8548387,1.0262009,0.7387755,0.41379312,1.0,0.5246996,0.7882353,0.82608694,0.7037037,0.5334928,0.63786006,0.52684563,0.5186104,0.37444934,0.57005346,1.0,
00000000000000000064_0,0.4119412,0.42191666,0.35599014,0.32984293,0.2777778,0.22767624,0.33818412,0.18979016,0.33918127,0.21364295,0.28945255,0.332446,0.48081023,0.23162661,0.25311315,0.41223192,0.37026674,0.29937035,0.3845304,0.32807985,0.3153457,0.35718217,0.39949685,0.42678842,0.26431254,0.41467336,0.39055538,0.45462197,0.31417623,0.38991615,0.35861966,0.3853843,0.43607882,1.0,
00000000000000000065_0,0.24936858,0.2945151,0.23259412,0.40945536,0.36416593,0.019254278,0.14242116,0.075440936,-0.0031357792,0.20058888,0.16054228,0.24860336,-0.052481595,0.27631366,0.14449434,0.23437268,0.29834926,0.25786164,0.28936785,0.2749789,0.1818724,0.15319796,0.26414827,-0.023255814,0.15321076,0.25938144,0.24549426,-1.4411299E-4,0.120129,0.06673007,0.24618225,0.2419214,0.25021827,1.0,
00000000000000000066_0,0.3981963,0.42991123,0.39025077,0.42225394,0.32369643,0.23035312,0.33863223,0.25030023,0.16023391,0.28156698,0.2703959,0.35334674,0.41114983,0.31551978,0.32524356,0.3414594,0.3167982,0.19162066,0.44924784,0.38368678,0.27361366,0.38264534,0.36128023,0.3410072,0.3642333,0.38978055,0.37482095,0.38950962,0.34766912,0.36693072,0.23935127,0.17769608,0.21793349,1.0,
00000000000000000067_0,0.22659534,0.24966079,0.5278311,0.5084587,0.40905416,0.4667788,0.2583784,0.36889252,0.32239157,0.27389395,0.33423272,0.27701545,0.24717692,0.43632957,0.2767145,0.28849903,0.3027047,0.31039426,0.38139534,0.32610974,0.4197745,0.363079,0.3939394,0.23844609,0.4359596,0.43429846,0.46243864,0.2126295,0.21325052,0.105726875,0.27076223,0.5143603,0.4957346,1.0,
00000000000000000068_0,0.38252723,0.35678965,0.39868566,0.42326733,0.41022637,0.4051724,0.43261325,0.39571398,0.46701765,0.32223415,0.3477589,0.36441627,0.37344566,0.29296592,0.297479,0.24001366,0.32327685,0.20746098,0.22917068,0.16065168,0.42090484,0.27801725,0.17773561,0.39898887,0.31274372,0.23620309,0.31815636,0.25524265,0.34200385,0.35604158,0.27770945,0.35426852,0.43331164,1.0,
00000000000000000069_0,0.32380396,0.4578097,0.3583158,0.3796397,0.3731427,0.4103429,0.41145834,0.33835295,0.38562465,0.3603796,0.2965879,0.41120815,0.3396108,0.3984482,0.34751037,0.3844156,0.5129596,0.39053044,0.42322907,0.37995082,0.30247933,0.36487907,0.34560177,0.29261157,0.34401876,0.3671966,0.37125444,0.3456693,0.2385148,0.3602719,0.2748257,0.34315908,0.22164156,1.0,
0000000000000000006a_0,0.39540187,0.31343284,0.34379542,0.2035139,0.312589,0.12180746,0.22623123,0.13897736,0.20590433,0.23201339,0.20370811,0.18399532,0.38609982,0.21090235,0.22687162,0.23461539,0.26599327,0.19767736,0.29637527,0.14257458,0.051292744,0.13559322,0.18105224,-0.018415418,0.16131528,0.19477037,0.1017964,0.24013871,0.16507734,0.41274238,0.21467333,0.22413793,0.20765619,1.0,
0000000000000000006b_0,0.26372102,0.29355434,0.23390418,0.21577218,0.28333333,0.0958432,0.23822714,0.12356101,0.16955018,0.14151762,0.16173987,0.2939644,0.26881242,0.32515338,0.2100714,0.25107658,0.2519447,0.2401803,0.33072236,0.16651705,0.2061951,0.18067145,0.28187186,0.22405896,0.28397524,0.3055409,0.2923387,0.20787665,0.08988573,0.18710263,0.109505035,0.1476083,0.21387833,1.0,
0000000000000000006c_0,0.30644685,0.30669925,0.17829755,0.3135494,0.3305187,0.21907932,0.30374157,0.28455284,0.22209166,0.28454983,0.23518082,0.38030097,0.3052578,0.3169678,0.33731088,0.34063527,0.32421875,0.3448276,0.43585238,0.26298767,0.31760436,0.1886646,0.3313292,0.22199592,0.2264151,0.38387597,0.18453,0.24073766,0.21317092,0.21325116,0.085970916,0.11399405,0.30675527,1.0,
0000000000000000006d_0,0.5081967,0.49079755,0.39701492,0.32657832,0.31251913,0.27680492,0.37286666,0.29450694,0.34195584,0.18101993,0.21923475,0.3009086,0.47874308,0.26570606,0.35178715,0.2056294,0.24242425,0.2724551,0.30515915,0.39405942,0.26931733,0.191818,0.2596934,0.42937654,0.19417848,0.38058418,0.32516298,0.35618395,0.301326,0.3961118,0.24942923,0.29581067,0.24559246,1.0,
0000000000000000006e_0,0.4895931,0.6627635,0.83175033,0.96455693,0.8425197,1.1206896,0.9483204,1.0529802,1.1087866,0.8961039,0.7845304,0.863354,0.847561,1.0558659,0.8760563,1.1418439,1.0495868,1.0712329,0.96351576,0.9554731,0.8103448,0.26174498,0.5409836,0.90178573,0.5096774,0.87261146,0.55737704,0.81898457,0.74622357,0.8680203,0.61730015,0.6512605,0.9292929,1.0,
0000000000000000006f_0,0.30745342,0.48178506,0.544,0.49260524,0.6863753,0.51263905,0.76725304,0.6427015,1.2588997,0.5286195,0.9232614,0.69545454,0.4424203,0.703504,0.8940171,0.80306345,0.6518375,0.7553957,0.70149255,1.2663044,0.54332554,0.31428573,0.33333334,0.6214233,0.46143156,0.68710357,0.52884614,0.5970149,0.25605536,0.5601504,0.3317498,0.42168674,0.837037,1.0,
00000000000000000070_0,0.37178755,0.3539776,0.2122122,0.27687594,0.27802604,0.32757267,0.38278046,0.30492812,0.31751168,0.28961748,0.22810178,0.294905,0.38943824,0.3028949,0.33425245,0.3136384,0.21656707,0.2885563,0.2583788,0.24952453,0.32472613,0.10056236,0.2467907,0.36558735,0.43839148,0.3005583,0.35221592,0.30126584,0.25109744,0.39386436,0.37011737,0.31424057,0.27520356,1.0,
00000000000000000071_0,0.31318682,0.8071066,0.8319783,0.93939394,0.89237666,1.6289308,0.92715234,1.0366973,0.9579832,1.0495868,0.8936877,1.0,0.65217394,1.05,0.8760563,1.630137,0.9158317,1.046875,0.96018374,1.0827587,0.7647059,0.1827957,0.46296296,0.83233535,0.4676259,0.8918919,0.5084746,0.8333333,1.1314878,1.0692042,0.72727275,0.41621622,1.0536193,1.0,
00000000000000000072_0,0.5116984,0.46709168,0.7987928,1.0363636,0.8766067,0.8047138,0.78348625,1.0797101,0.78977275,1.0331491,0.80548626,0.8756219,0.59562844,0.9148936,1.3127036,0.79591835,1.2040817,1.0611111,0.88381743,1.0459183,0.8181818,0.34396356,0.47972974,0.7248677,0.5555556,0.83870965,0.56179774,0.43881857,0.9329897,0.83838385,0.59779614,0.3935484,0.94392526,1.0,
00000000000000000073_0,0.3544606,0.33905014,0.4887611,0.37019914,0.26855516,0.16513899,0.3462717,0.2723674,0.38785505,0.39697322,0.29825208,0.32550645,0.34257233,0.27109268,0.26800153,0.36890304,0.32630876,0.35140187,0.40827554,0.37957245,0.27952942,0.24363486,0.39139614,0.30561662,0.3765324,0.46804902,0.45473042,0.3365004,0.20834069,0.42011353,0.24811238,0.24482338,0.24958217,1.0,
00000000000000000074_0,0.40894118,0.33369565,0.26439393,0.4318257,0.31279048,0.31104726,0.3366158,0.30588472,0.27831095,0.26912692,0.15200219,0.29916897,0.36137494,0.27721465,0.07957782,0.15184858,0.15775552,0.16231343,0.19722074,0.06306565,0.08405999,-0.024710035,0.12900704,0.2713964,0.1323492,0.30306816,0.06828312,0.26030466,0.3393295,0.3417323,0.29939502,0.25538707,0.41252923,1.0,
00000000000000000075_0,0.43508425,0.38672864,0.16318971,0.2605364,0.27077946,0.33400926,0.25901532,0.2887899,0.29004014,0.28678593,0.3036499,0.308618,0.27331996,0.33333334,0.46365303,0.35027027,0.41768938,0.33397093,0.297062,0.3606691,0.32003325,0.41490546,0.36177194,0.16073245,0.35515618,0.39806262,0.38146022,0.19958812,0.28282407,0.33597174,0.10976799,0.11548822,0.25,1.0,
00000000000000000076_0,0.32893848,0.28422517,0.3085901,0.3262102,0.3079287,0.40955138,0.33600757,0.31262863,0.4236111,0.33333334,0.3762072,0.2951561,0.3283208,0.3744076,0.31303483,0.40566874,0.41935483,0.35018495,0.31705627,0.3371678,0.2707488,0.45101798,0.47856933,0.27553117,0.16201118,0.30164707,0.15111338,0.30586565,0.32779783,0.3454039,0.24882968,0.3956386,0.25820675,1.0,
00000000000000000077_0,0.41021672,0.4370947,0.30933544,0.39839223,0.36354202,0.23206903,0.256902,0.23276561,0.3660606,0.369863,0.36143002,0.31431004,0.4231369,0.33318564,0.47889182,0.29006678,0.28645608,0.25112194,0.31164953,0.2798165,0.20332067,0.3088142,0.30621353,0.4163689,0.41214603,0.34637964,0.2863248,0.33001164,0.32944608,0.37147412,0.29150146,0.38958633,0.37606838,1.0,
00000000000000000078_0,0.5522964,0.44093114,0.9255814,1.0972973,1.0682927,1.1122448,0.8208955,1.3755459,1.1201717,0.8958333,0.77160496,0.88029927,0.7214765,1.0242915,1.0511364,1.0756757,1.0048661,1.0625,0.9660494,0.8098859,1.0454545,0.21353066,0.49137932,0.9125926,0.4814815,0.8355263,0.57425743,0.761658,0.8708791,1.0833334,0.7340877,0.45109212,0.9292929,1.0,
00000000000000000079_0,0.49024245,0.48575857,1.0257732,0.8301887,0.8847262,0.74285716,0.8830898,0.85333335,0.7096774,0.8920863,0.7972603,1.0855263,0.50240153,1.020979,1.052174,1.0542636,1.0425532,1.0,0.88642657,0.82239383,0.89242053,0.23541248,0.49433962,0.917193,0.4853801,0.8114478,0.53571427,0.80508476,0.66159695,0.66129035,0.61329305,0.37518248,0.92897195,1.0,
0000000000000000007a_0,0.375119,0.41394827,0.22263774,0.37031332,0.30508474,0.09021986,0.19845316,0.3341767,0.11144398,0.22556017,0.19164541,0.31719875,0.3885226,0.44337487,0.13692805,0.23990498,0.33936024,0.37595025,0.37386018,0.40826246,0.31286496,0.2882263,0.3919703,0.06493109,0.24327628,0.46896416,0.37028345,0.30935448,0.27609178,0.3583461,0.29457715,0.23671497,0.2651909,1.0,
0000000000000000007b_0,0.18860897,0.16369456,0.23068921,0.21514907,0.20869373,0.3148148,0.16542056,0.16748454,0.17117944,0.19501133,0.20429645,0.30242825,0.14937238,0.1824722,0.21661367,0.22011605,0.2841191,0.22420862,0.21491061,0.18058836,0.21203007,0.17358203,0.2900041,0.2354788,0.2679376,0.33959365,0.29433897,0.21705426,0.25793734,0.24406138,0.16673099,0.16873449,0.21062224,1.0,
0000000000000000007c_0,0.6475216,0.487042,1.0327332,0.84750736,0.7252525,0.9092383,0.96109635,1.0526316,0.95780593,0.7752809,0.89403975,1.1212121,0.42787287,0.962963,1.0584795,0.8727273,1.0497925,1.3938224,0.9354839,0.83384615,0.8637993,0.3392857,0.79141104,0.526527,0.50344825,0.8064516,0.5555556,0.38308227,0.76687115,0.7593985,0.71898353,0.42943853,0.8363274,1.0,
0000000000000000007d_0,0.31564245,0.21039659,0.30987898,0.34061626,0.1943566,0.13913664,0.30485722,0.15665914,0.16777672,0.25207868,0.16976456,0.26389584,0.19016817,0.2771528,0.32890624,0.25578487,0.3224769,0.2937666,0.40088105,0.31806847,0.25750202,0.26036304,0.36043748,0.23367131,0.26875,0.35137287,0.30400696,0.3018711,0.22465126,0.23135939,0.12921223,0.28627452,0.35225686,1.0,
0000000000000000007e_0,0.39598998,0.27756655,0.43527055,0.4248513,0.37044892,0.14065972,0.429426,0.24837273,0.14863221,0.3089223,0.32371852,0.35813367,0.4207344,0.303127,0.2615697,0.3665713,0.35774928,0.31512606,0.262121,0.4290138,0.36857915,0.21674277,0.41389096,0.39014152,0.3069997,0.4249402,0.28902543,0.38974276,0.378008,0.4049726,0.33182216,0.38292012,0.41039053,1.0,
0000000000000000007f_0,0.24233577,0.27074236,0.2809978,0.3173558,0.18457301,0.39130434,0.3524763,0.37186262,0.38358104,0.45989847,0.3945709,0.38646376,0.30377755,0.4485233,0.32299465,0.328,0.3426222,0.36270338,0.40771124,0.33222482,0.23665158,0.2627093,0.3316362,0.32360372,0.23281807,0.26724932,0.2654757,0.29461664,0.28660652,0.30653504,0.21948174,0.29141647,0.30591083,1.0,
00000000000000000080_0,0.107361965,0.6216681,0.88907015,0.52205396,0.43005565,0.45345858,0.733871,0.9191176,0.6533333,0.886121,0.75535166,0.7389474,0.5005319,0.7850877,0.76303315,0.73125,0.66004413,0.5444685,0.71511626,0.8639456,0.7605178,0.18877551,0.38116592,0.7514451,0.4065934,0.65217394,0.504644,0.5746421,0.5186846,0.7105263,0.5763962,0.6463022,0.66126126,1.0,
