system:index,SWIR2,SWIR2_1,SWIR2_10,SWIR2_11,SWIR2_12,SWIR2_13,SWIR2_14,SWIR2_15,SWIR2_16,SWIR2_17,SWIR2_18,SWIR2_19,SWIR2_2,SWIR2_20,SWIR2_21,SWIR2_22,SWIR2_23,SWIR2_24,SWIR2_25,SWIR2_26,SWIR2_27,SWIR2_28,SWIR2_29,SWIR2_3,SWIR2_30,SWIR2_31,SWIR2_32,SWIR2_4,SWIR2_5,SWIR2_6,SWIR2_7,SWIR2_8,SWIR2_9,VALUE,.geo
0000000000000000005c_0,1511.0,790.5,1162.0,1002.0,781.0,970.0,751.5,636.0,632.0,602.0,382.0,302.5,465.5,321.0,412.5,455.0,320.0,323.0,239.0,345.0,341.0,291.0,315.0,748.0,302.0,381.0,407.5,747.0,880.0,871.0,1163.0,951.0,1113.5,1.0,
0000000000000000005d_0,1567.0,1708.0,1559.0,1685.0,1457.0,1721.0,1415.0,1667.0,1426.0,1610.5,1474.0,1387.0,1434.0,1541.0,1644.0,1348.0,980.0,1422.5,1198.0,823.0,674.0,775.0,1521.5,1418.0,1110.0,895.5,865.0,1257.0,1425.5,1405.0,1430.5,1384.0,1491.5,1.0,
0000000000000000005e_0,1266.0,860.0,1034.0,1097.0,1113.0,1242.0,876.0,984.5,971.0,628.0,432.0,404.0,569.5,550.0,698.0,694.0,502.5,537.0,444.0,470.0,424.0,489.0,590.0,770.5,439.0,419.0,474.5,689.0,720.0,709.0,1343.0,1099.0,1326.5,1.0,
0000000000000000005f_0,795.0,354.0,886.0,646.0,653.0,847.0,854.0,850.5,713.5,665.0,683.5,632.0,550.0,556.0,371.0,156.0,152.5,80.5,83.5,123.0,92.5,83.0,108.0,879.5,86.0,74.0,104.0,977.0,965.0,711.0,797.0,762.0,889.0,1.0,
00000000000000000060_0,649.0,639.0,889.5,778.0,1000.0,1322.0,858.5,1276.5,1143.0,1083.0,1167.5,837.5,609.0,991.5,1130.0,1226.0,1519.5,900.0,792.0,1151.0,1236.0,1269.0,1365.5,577.5,1360.0,982.5,1209.5,1556.0,1124.5,649.0,1237.0,1133.0,1240.0,1.0,
00000000000000000061_0,559.5,691.0,109.0,104.0,93.0,45.0,41.5,-1.0,55.0,47.0,61.0,38.5,39.0,20.5,33.0,82.0,22.0,37.0,35.0,52.0,58.5,34.0,55.0,21.5,54.0,24.0,34.0,22.0,57.0,83.0,65.0,347.0,32.0,1.0,
00000000000000000062_0,1125.5,789.5,176.0,265.0,433.0,600.0,91.0,102.0,101.0,93.0,83.0,89.0,622.0,74.5,90.0,101.0,81.0,82.0,75.0,86.5,485.0,266.0,398.0,683.5,325.0,409.5,484.0,564.0,856.0,95.0,543.0,427.0,695.0,1.0,
00000000000000000063_0,1280.5,1266.0,298.0,418.0,162.0,159.5,88.0,34.0,46.5,58.0,85.0,38.5,633.0,44.5,50.0,80.5,83.0,43.5,74.5,53.0,61.0,60.0,59.5,324.5,50.0,23.0,38.5,274.0,243.0,107.0,280.5,312.5,185.0,1.0,
00000000000000000064_0,861.0,829.5,1596.0,1348.0,1890.0,1807.0,1671.5,1702.5,1237.0,1471.0,1505.0,1445.5,751.5,1757.0,1629.0,1248.0,1418.0,1438.0,1226.0,1718.0,1260.0,2123.0,1656.0,764.0,1497.0,1171.0,1457.5,764.0,2682.5,1221.0,1529.0,1206.0,1594.0,1.0,
00000000000000000065_0,1050.0,877.0,1136.0,1003.0,1006.0,1896.0,2043.0,2422.0,2209.0,1840.5,1474.0,1472.0,2179.5,1202.0,1769.0,2059.0,1604.5,1158.5,1668.0,2050.0,1690.0,1955.0,1764.0,2255.5,2342.0,1716.0,1781.5,2006.0,2098.0,1616.0,1296.0,1098.0,1410.0,1.0,
00000000000000000066_0,653.0,718.5,1031.5,1008.0,1285.0,1347.0,1147.0,1557.5,1624.0,1267.0,1222.0,1259.0,656.5,1110.5,1321.0,1467.0,1453.0,1520.5,867.5,1237.5,1184.5,1290.0,1650.0,1131.5,1479.0,1006.0,996.0,758.0,1236.0,943.0,2207.0,1617.0,1416.0,1.0,
00000000000000000067_0,705.5,650.0,290.0,426.0,527.5,882.0,747.0,929.5,771.0,949.0,894.5,783.5,565.0,676.5,568.0,1093.0,831.0,787.0,857.0,853.0,835.0,486.0,852.0,1125.0,844.0,490.0,685.0,679.5,1118.0,1051.0,795.0,692.0,517.0,1.0,
00000000000000000068_0,877.0,803.0,598.0,709.0,656.0,680.5,648.0,1555.0,965.0,1247.5,1311.0,1277.0,795.0,1221.0,1548.5,1311.5,1353.5,1423.0,1531.0,1634.0,1512.5,1928.0,1792.0,795.0,1595.5,1608.5,1238.5,1143.5,948.0,873.0,953.0,808.0,692.5,1.0,
00000000000000000069_0,1981.5,1105.0,863.0,799.0,855.0,643.0,753.0,556.5,566.0,629.5,609.0,512.0,609.0,431.5,521.0,493.0,433.5,493.0,484.0,486.0,495.0,370.0,349.0,656.0,308.0,355.0,273.5,451.0,689.0,507.5,652.0,577.0,855.5,1.0,
0000000000000000006a_0,787.5,1165.5,1071.5,1118.5,802.0,1187.5,1085.5,1319.5,1211.5,1031.5,1113.0,1041.0,837.0,948.5,1048.0,1078.0,764.0,1149.0,1060.0,1714.0,1800.0,1352.5,1237.0,2008.0,1401.0,1281.0,1336.0,1160.0,1495.0,816.0,915.0,1063.5,1470.0,1.0,
0000000000000000006b_0,1064.5,1077.5,1182.5,1209.5,1000.0,1408.0,1008.0,1302.0,1375.0,1326.0,1438.0,1066.0,877.0,914.0,1104.0,1275.5,1391.0,1080.0,1034.0,1301.0,1188.5,1243.0,1154.0,1200.0,1158.0,1019.0,1188.0,1400.0,1851.0,1482.0,1154.0,1133.5,1314.0,1.0,
0000000000000000006c_0,1249.0,1309.5,1031.0,1117.0,880.5,917.0,763.5,1174.0,1059.0,1108.0,1120.5,732.0,943.5,753.0,865.0,821.0,817.0,764.5,870.0,1453.5,1328.0,1424.0,1379.0,1282.5,1729.0,2147.0,1817.0,1339.0,1886.0,1038.5,1610.0,1246.0,1157.0,1.0,
0000000000000000006d_0,320.0,356.0,516.0,560.5,717.0,875.0,594.0,762.0,663.5,1135.0,1059.0,859.0,430.0,755.0,743.0,957.5,1125.5,887.0,836.0,859.0,963.5,1105.5,1148.0,423.5,1084.0,880.5,1051.5,563.0,831.5,547.5,908.0,840.0,891.0,1.0,
0000000000000000006e_0,694.0,84.0,6.5,61.0,27.0,55.5,88.5,35.0,51.5,62.0,50.0,41.5,58.0,31.0,34.0,60.5,51.0,36.0,22.0,42.0,31.0,37.0,48.0,68.5,32.0,16.0,26.0,59.0,23.0,41.0,101.5,55.0,52.5,1.0,
0000000000000000006f_0,416.0,306.0,158.0,166.5,117.0,112.0,82.5,89.5,81.0,83.0,84.0,75.0,277.0,67.5,88.0,122.5,118.5,84.0,106.0,114.5,125.0,140.0,97.0,112.5,93.0,55.0,51.0,66.0,157.5,150.0,263.0,129.0,150.5,1.0,
00000000000000000070_0,827.0,1027.0,1212.0,1392.0,1505.0,1409.0,1121.5,1545.0,1342.5,1200.0,1343.0,1269.0,794.5,1264.0,1243.0,1169.0,1266.0,1353.0,1314.0,1572.5,1402.5,1831.0,1660.0,1586.0,1695.0,1597.0,1264.0,1097.0,1163.0,1473.0,1271.0,1289.0,1434.0,1.0,
00000000000000000071_0,670.5,134.0,50.0,39.0,34.0,31.0,75.5,32.0,35.0,61.0,69.5,70.0,315.5,44.0,34.0,59.5,35.0,38.5,54.0,51.0,30.5,153.0,58.0,41.5,30.0,19.0,29.0,25.0,23.0,41.0,227.0,55.0,-0.5,1.0,
00000000000000000072_0,643.0,481.0,87.0,225.0,99.0,134.0,71.0,32.0,21.0,37.0,80.0,46.5,87.5,53.0,58.0,89.0,51.0,26.0,52.0,54.0,26.0,123.0,56.0,94.5,48.0,24.0,46.0,451.0,81.0,61.0,101.5,55.0,64.0,1.0,
00000000000000000073_0,730.0,730.0,547.0,617.0,1191.0,1456.5,1108.0,1374.0,1066.0,761.0,1312.0,1028.0,663.0,940.0,1111.0,1010.5,1119.5,960.0,697.5,1091.0,1158.0,1624.0,1099.0,943.0,1721.5,1158.0,1140.5,690.0,1202.0,656.5,805.5,763.0,1128.0,1.0,
00000000000000000074_0,1278.0,1240.0,1036.0,1052.0,1143.0,1160.0,1065.0,1189.5,1248.5,1949.0,1755.0,1374.0,1295.0,1646.0,1783.0,2015.0,1570.0,1652.5,1798.0,1847.0,1732.5,2227.0,2277.5,1408.0,2172.0,2168.5,1992.0,1076.0,1145.0,1032.5,1324.0,1324.0,1141.5,1.0,
00000000000000000075_0,916.5,1215.0,1240.0,1032.5,1166.0,1083.0,1136.5,1247.0,1136.5,1085.0,1001.5,979.0,1360.0,875.5,954.0,931.0,1014.5,939.0,912.0,981.0,955.0,966.0,886.5,1442.0,833.0,777.0,744.5,1679.0,1453.0,1322.0,1714.0,1513.0,1434.0,1.0,
00000000000000000076_0,1210.0,1092.0,706.0,982.0,886.0,926.0,998.0,975.0,930.0,979.0,985.5,833.0,929.5,861.0,896.0,917.0,1032.5,873.0,980.0,1096.0,1039.0,1032.5,1674.0,1033.5,2159.0,1813.0,1738.0,870.0,1149.0,915.0,1093.5,989.0,960.0,1.0,
00000000000000000077_0,823.0,900.5,806.5,855.0,867.0,1062.5,1269.0,1257.0,1039.0,1123.0,1043.0,876.0,869.0,894.5,956.0,1086.5,1201.0,1071.0,1222.0,1223.0,1214.0,1339.0,1255.0,884.5,1181.5,1185.0,1562.0,861.0,951.0,905.0,1026.0,842.0,969.0,1.0,
00000000000000000078_0,549.0,640.0,119.5,88.0,27.0,62.0,90.5,35.5,31.5,37.0,86.5,41.0,75.0,72.0,31.5,67.0,105.0,46.5,55.0,51.5,35.0,87.5,60.0,47.5,36.0,28.0,40.0,37.0,19.0,16.0,65.0,352.0,48.5,1.0,
00000000000000000079_0,510.5,580.5,94.5,88.0,92.0,38.0,78.0,26.5,28.0,62.0,78.0,51.5,515.0,57.0,60.0,71.0,83.5,36.0,34.0,34.0,91.0,91.5,58.5,51.0,38.0,27.0,37.0,96.0,39.0,51.0,144.5,55.0,34.0,1.0,
0000000000000000007a_0,716.0,711.5,1081.5,1139.0,933.0,1510.0,1305.5,1666.0,1658.0,1455.0,1607.5,1338.0,652.0,1071.5,1553.0,1615.5,1130.0,1129.0,980.0,1233.0,1168.0,1094.0,1233.0,1768.0,1564.0,1329.0,1341.0,1191.0,1844.0,1064.0,1246.5,1219.0,1402.5,1.0,
0000000000000000007b_0,1176.0,1093.0,1137.5,1121.0,1065.0,1578.5,1659.0,1674.0,1645.0,1437.0,1358.5,1273.0,1379.0,1306.0,1312.5,1462.0,1064.0,1150.0,1195.0,1265.0,1345.5,1201.0,1185.5,1360.5,1375.0,1391.0,1263.0,906.0,1216.0,1090.5,1370.0,1105.0,1287.5,1.0,
0000000000000000007c_0,354.5,635.0,57.0,88.0,155.0,86.0,54.5,18.0,59.5,50.5,61.0,59.0,634.0,31.5,65.0,49.0,52.0,22.0,27.0,58.0,28.5,239.0,34.0,551.0,33.0,20.5,32.0,523.0,60.0,43.0,101.0,129.0,36.0,1.0,
0000000000000000007d_0,654.0,1203.5,653.5,782.5,973.0,1253.0,817.0,1179.0,1189.0,1171.5,1138.0,867.0,1154.5,712.0,932.0,1060.5,819.0,804.0,795.0,1010.0,1150.5,953.0,1038.5,1100.0,1131.0,1001.5,1018.5,811.0,1068.0,819.0,1161.0,1186.0,1136.5,1.0,
0000000000000000007e_0,960.0,1072.0,522.5,1769.0,947.0,1291.5,1327.0,1698.5,1847.0,1194.0,1218.0,1088.0,800.0,1286.0,1358.0,1668.0,1728.0,1235.5,1366.0,1743.0,1449.0,1784.5,1277.0,812.5,1953.5,1171.0,1475.0,774.0,698.0,660.0,758.5,614.0,680.5,1.0,
0000000000000000007f_0,915.0,622.5,470.0,747.0,926.0,758.0,663.5,587.5,498.0,634.0,631.5,559.0,810.0,451.0,597.0,837.5,643.0,812.0,518.0,705.5,897.0,986.0,850.5,800.0,1023.0,920.5,1002.0,681.0,718.0,741.5,1097.5,951.0,751.0,1.0,
00000000000000000080_0,786.0,461.0,132.0,180.0,296.0,440.0,94.5,39.0,121.0,62.0,61.0,71.0,401.0,53.5,55.0,79.0,69.0,122.0,29.0,87.5,40.0,171.0,70.0,50.0,34.0,31.0,81.0,66.0,101.0,43.0,184.0,-17.0,90.0,1.0,
00000000000000000081_0,444.0,622.0,136.0,118.5,149.0,91.0,135.0,43.0,70.0,101.5,56.0,72.0,167.0,38.0,35.0,78.0,72.0,40.5,50.0,58.0,80.0,147.0,238.0,85.0,31.5,31.5,37.0,66.0,368.5,108.0,1287.5,92.0,60.0,1.0,
00000000000000000082_0,903.0,1627.0,1093.0,946.0,1186.0,1454.0,1238.0,1381.0,1369.0,1411.5,1219.0,969.0,1489.0,978.0,1295.5,1503.5,1370.0,1179.0,1212.0,1336.0,1287.0,1439.0,1450.5,1130.0,1366.0,1184.5,1203.5,1227.5,1039.0,958.0,1108.0,1026.5,716.0,1.0,
00000000000000000083_0,344.0,1160.5,445.0,603.0,706.5,1025.0,835.0,967.0,966.0,972.5,915.5,817.0,1281.0,676.0,894.5,1105.0,1050.0,833.0,804.0,1066.0,1169.5,856.0,1330.0,1502.5,1221.0,847.0,975.0,717.0,1114.0,677.0,844.0,1384.5,899.0,1.0,
00000000000000000084_0,736.0,598.0,88.5,159.0,358.0,69.0,133.0,112.0,102.0,169.0,93.0,48.0,569.5,47.0,39.0,85.0,90.5,26.0,82.0,88.0,139.5,115.5,92.5,643.0,44.5,38.0,38.0,-12.0,372.0,227.0,1092.5,406.0,97.0,1.0,
00000000000000000085_0,841.0,769.5,773.0,1699.0,887.5,1159.0,1433.0,1252.0,917.0,1320.0,1430.0,1259.0,799.0,1146.0,1378.5,1536.0,1398.0,1454.5,1243.0,1436.0,1534.0,1846.0,1692.0,766.0,1599.0,1461.0,1639.0,695.0,815.5,681.0,867.0,1347.0,1257.0,1.0,
00000000000000000086_0,755.0,954.0,1438.0,1427.0,1368.0,1659.0,1079.0,1248.0,1092.0,917.0,1017.5,843.0,695.5,870.0,1132.0,1762.0,1620.0,1588.5,1068.5,1224.0,1551.0,1440.0,1203.0,1195.5,1417.0,1124.0,1244.0,1341.0,1068.0,981.5,1574.0,1354.0,1643.0,1.0,
00000000000000000087_0,901.0,839.0,527.5,626.5,719.0,827.0,708.5,832.0,816.0,740.0,686.0,767.0,866.0,688.5,946.0,928.0,743.5,634.0,750.0,734.0,1183.5,1193.0,893.5,1410.5,964.0,851.0,914.0,934.0,1316.0,847.5,930.5,915.0,625.5,1.0,
00000000000000000088_0,1041.0,1168.5,1973.5,992.0,789.0,450.0,692.0,871.5,106.0,250.0,69.0,48.0,90.0,6.0,59.0,62.5,140.5,432.0,253.0,715.0,330.0,889.0,243.0,389.0,460.0,59.5,151.0,440.0,769.0,505.0,1138.0,539.0,756.5,1.0,
00000000000000000089_0,902.0,774.0,1234.0,1019.0,1175.0,1384.0,1235.0,1459.0,1468.5,1234.0,1265.0,1732.0,699.0,1145.0,1503.0,1861.0,1857.0,1465.0,1479.0,1510.5,1739.0,2031.5,1425.5,790.0,1830.5,1473.5,1397.5,649.0,1786.0,1649.0,1226.5,1105.0,1122.0,1.0,
0000000000000000008a_0,1100.0,1048.0,1350.5,1032.0,1057.0,745.0,470.0,465.5,761.0,114.0,55.5,79.0,172.0,36.0,77.0,263.0,595.0,323.0,588.0,843.0,1106.0,870.0,665.0,391.0,503.0,526.0,826.0,574.0,920.0,651.0,680.0,576.0,1743.0,1.0,
0000000000000000008b_0,655.0,977.0,913.5,1091.0,1024.5,1279.5,876.0,1110.5,1852.0,1336.0,1163.5,1165.5,969.0,993.0,1449.5,1575.0,1279.0,1327.0,1037.0,1263.5,1567.0,1774.0,1718.0,896.5,1874.0,1182.0,1192.0,740.0,1345.5,799.0,1278.0,1256.5,995.0,1.0,
0000000000000000008c_0,499.0,554.5,720.0,843.0,742.0,769.0,760.5,948.0,1001.0,1061.0,860.0,1016.0,461.5,556.5,689.0,1054.5,945.0,717.5,901.0,789.0,829.0,1328.0,867.0,924.5,1063.5,721.0,810.0,470.0,793.0,574.0,658.5,608.5,577.0,1.0,
0000000000000000008d_0,485.0,545.5,566.0,1066.0,1175.0,983.0,948.0,1105.0,1070.0,998.0,848.0,689.0,517.0,703.0,737.0,899.5,792.0,801.0,664.0,841.0,1041.5,907.0,991.0,550.0,947.0,886.0,920.0,882.0,1250.5,1083.0,1201.0,1009.0,931.0,1.0,
0000000000000000008e_0,1854.5,1505.5,1301.0,1329.0,1719.0,1456.0,1471.0,1517.5,1455.0,1466.0,1715.5,1605.0,1112.0,1285.0,1198.5,2195.0,1541.0,1457.5,1435.0,1941.0,1248.0,1111.0,1211.0,1514.0,1199.5,1091.0,2158.0,996.5,1747.0,1321.0,1199.0,1192.5,1666.5,1.0,
0000000000000000008f_0,560.0,1192.0,502.5,472.0,785.0,893.0,1049.0,1083.0,852.0,908.0,684.0,710.0,971.0,809.0,694.0,696.5,825.5,647.0,651.0,744.0,722.0,728.0,692.0,1172.0,704.5,608.0,676.0,753.0,1191.0,683.0,1116.0,1025.0,891.0,1.0,
00000000000000000090_0,1170.0,1148.0,969.0,938.0,1003.0,1110.0,937.0,1077.0,1192.5,980.0,981.0,815.0,1117.5,888.0,910.0,1126.5,994.0,1005.0,974.0,1050.0,1162.0,900.5,1093.5,1042.0,864.0,661.5,640.0,943.0,929.5,723.0,928.5,779.5,861.5,1.0,
00000000000000000091_0,1011.0,850.0,1430.0,1396.0,1172.0,1806.0,1846.0,2269.5,1744.0,1684.0,1629.0,1463.5,803.0,1142.5,1408.0,1779.0,1189.5,1218.0,1248.0,1608.0,2108.0,1763.0,1817.0,1174.0,1697.0,1404.0,1597.0,1065.0,1459.0,936.0,1172.0,1320.0,1873.0,1.0,
00000000000000000092_0,1003.5,901.0,1457.0,1313.0,1201.0,1344.0,958.0,1144.0,960.0,995.0,951.0,950.0,759.0,874.0,1431.0,1829.0,1570.0,1550.5,1349.0,1539.0,1635.0,1637.0,1678.5,1110.0,1684.0,1377.5,1628.5,1614.0,1508.5,1249.0,1244.0,1348.0,1553.5,1.0,
00000000000000000093_0,1100.0,805.0,945.0,418.5,519.0,627.0,288.0,439.0,308.0,200.0,146.0,118.5,563.0,147.0,147.5,705.0,458.0,473.0,571.0,673.0,710.0,704.0,688.5,344.5,754.0,512.0,754.5,133.0,549.0,361.0,601.0,501.0,937.5,1.0,
00000000000000000094_0,804.5,947.0,1098.0,1097.0,1403.0,1312.0,1164.0,1140.0,1278.5,1275.0,1217.5,1286.0,768.0,1230.0,1566.0,1619.0,1515.5,1293.0,1239.0,1197.5,1473.0,1556.0,1547.0,1058.0,1560.0,1530.0,1538.5,1026.0,1578.0,1450.0,1368.0,1151.0,1439.0,1.0,
00000000000000000095_0,537.0,644.0,810.0,1181.5,1001.5,1351.0,1111.0,1475.0,1095.0,898.0,1279.0,1005.5,645.5,778.0,1002.5,1228.5,1055.0,818.0,1182.5,1295.5,1055.0,1530.0,1324.0,988.0,1633.0,1032.0,1021.5,808.0,1245.0,809.0,1134.0,949.0,1158.0,1.0,
00000000000000000096_0,752.0,669.0,1346.0,1266.5,1214.5,1479.0,1331.0,1609.0,1835.5,1466.5,1370.0,1186.5,576.0,1194.5,1707.0,1597.0,1570.0,1271.0,1039.0,1442.0,1277.0,1807.0,1627.0,661.5,1649.0,1189.5,1657.0,560.0,1733.0,1310.0,1766.0,1049.5,1339.0,1.0,
00000000000000000097_0,658.0,655.0,1025.0,914.0,931.0,1130.0,888.0,1202.0,1151.0,1018.0,1083.0,857.0,550.0,912.0,995.0,972.5,1215.0,827.5,838.0,940.0,997.0,1279.5,1015.0,702.5,988.5,852.0,1109.0,572.0,1877.0,1060.0,2317.0,773.5,1042.0,1.0,
00000000000000000098_0,477.0,528.5,593.0,647.0,726.0,594.0,604.0,962.0,1023.5,893.0,953.5,783.5,408.0,808.0,770.0,971.0,894.0,713.0,801.0,832.0,1090.0,1166.5,1027.0,534.5,1066.0,829.0,1089.0,473.5,464.0,481.0,405.0,437.0,823.0,1.0,
00000000000000000099_0,522.0,560.0,963.5,934.0,949.0,972.5,928.0,933.0,875.0,911.0,803.0,741.0,486.5,721.0,816.5,819.0,687.0,618.5,827.0,1026.0,1020.0,925.0,1024.0,575.0,1107.0,934.0,1097.0,539.5,643.0,899.0,1122.0,962.5,1109.5,1.0,
0000000000000000009a_0,574.0,538.0,407.5,460.0,438.0,422.5,433.0,457.0,505.0,984.0,1358.0,1016.0,521.0,697.5,797.0,894.5,868.0,810.0,1147.0,918.0,786.5,813.5,699.0,501.0,766.5,670.0,713.0,486.5,498.0,477.0,873.0,530.5,515.0,1.0,
0000000000000000009b_0,920.5,751.5,604.0,641.0,617.0,1106.0,1413.5,1139.5,1226.0,810.5,1206.0,826.5,729.0,753.0,930.0,1090.0,1441.0,962.5,1063.0,1006.0,1102.5,1278.0,1174.0,787.0,1032.5,675.0,1102.5,703.5,1175.0,717.0,1143.5,775.0,1044.0,1.0,
0000000000000000009c_0,1751.0,1803.0,2155.5,2010.0,1843.0,1693.0,1975.5,2024.5,2007.0,1863.0,2133.0,1738.0,1563.0,1610.5,2048.0,1811.0,1755.0,1540.0,1824.0,1947.5,2182.5,1259.0,2025.0,1635.0,2027.0,2140.0,1950.0,1495.5,1971.0,2852.0,2222.0,1727.5,2250.0,1.0,
0000000000000000009d_0,909.0,984.0,1153.0,1056.5,837.0,1035.0,1941.0,1018.0,1985.5,799.0,1025.0,1299.0,633.0,1062.0,819.0,866.0,1342.0,983.5,859.0,999.5,1103.0,971.0,1040.0,964.0,1076.0,1041.0,1036.0,563.0,930.0,1269.0,1582.5,1273.0,1191.0,1.0,
0000000000000000009e_0,830.0,1153.0,1480.0,968.0,1274.0,1170.0,1002.0,1389.0,1776.0,1104.0,1837.0,314.5,862.0,227.0,171.0,190.0,243.0,204.0,475.0,1370.0,1063.5,677.0,1471.0,1089.0,1223.0,1200.0,1089.0,809.0,1187.0,1677.0,1313.0,789.0,1481.0,1.0,
0000000000000000009f_0,367.0,508.5,476.0,494.0,468.5,552.5,558.0,617.0,593.0,523.0,623.0,566.0,470.0,522.0,615.0,666.5,684.0,528.0,439.0,500.5,590.0,594.0,588.0,590.0,447.5,519.0,513.5,520.0,642.0,514.0,596.0,591.0,651.5,1.0,
000000000000000000a0_0,616.0,1101.0,1271.0,1013.0,1500.0,1275.0,990.0,1264.0,1302.5,961.0,773.5,253.0,789.5,410.0,135.0,280.0,210.0,217.0,938.0,1232.0,1495.5,1116.0,1865.0,1188.0,1399.0,1019.0,1120.0,947.0,1427.0,1521.5,1250.0,789.0,1336.0,1.0,
000000000000000000a1_0,792.0,1037.0,1100.0,978.0,1501.0,1021.5,1172.0,1503.0,1626.0,1197.0,1250.5,1188.0,834.0,870.5,1503.0,1581.5,1321.5,860.5,885.0,1146.0,1025.0,850.0,1275.0,1421.0,861.5,822.0,842.5,680.5,1261.0,1393.0,1355.0,600.0,1166.0,1.0,
000000000000000000a2_0,2108.0,1816.0,971.0,929.0,1049.0,1119.0,1082.0,1307.0,1393.0,1342.5,1390.0,1309.0,1784.0,1169.0,1324.0,1318.0,1208.0,1351.5,1621.0,1508.0,1543.0,1796.5,1915.0,1799.0,1437.0,1398.0,1376.0,1632.0,1527.0,1411.5,1122.0,994.5,1424.5,1.0,
000000000000000000a3_0,1030.0,935.0,1020.0,777.0,656.0,1036.5,913.5,1319.0,1670.0,1353.0,1404.0,1107.0,910.0,929.0,878.0,1041.5,864.5,725.0,966.0,1463.5,848.0,1776.0,1505.0,1116.0,986.5,1085.5,1180.0,767.0,912.0,1188.0,1627.0,1211.5,1661.5,1.0,
000000000000000000a4_0,1415.0,1453.0,1291.0,1441.5,1741.5,1764.0,1292.5,1776.0,1311.0,1338.0,1653.5,1465.5,2331.5,1543.0,1777.0,1918.0,2179.0,1643.0,1788.0,2321.5,2227.0,2218.0,1857.0,2063.0,2096.0,2163.0,2332.0,1962.0,1994.0,1304.0,1433.0,1614.0,1851.0,1.0,
000000000000000000a5_0,575.0,1776.5,722.0,822.0,812.0,806.0,700.0,905.0,833.0,1074.0,997.0,729.0,1462.0,601.0,650.0,617.0,657.0,574.5,525.0,615.0,618.0,668.0,675.0,1247.0,980.5,865.5,928.5,916.5,1173.0,888.0,874.0,812.5,1084.5,1.0,
000000000000000000a6_0,867.0,1432.0,968.0,1497.5,1044.0,1514.5,1282.0,1348.0,1294.0,1398.0,1169.0,1263.5,1046.5,840.0,745.0,1053.0,973.5,905.5,984.0,1005.0,1306.5,1523.0,1233.5,1542.0,1752.0,1323.0,1971.5,1082.5,971.5,1010.5,817.5,933.5,1117.5,1.0,
000000000000000000a7_0,1135.0,1429.0,1033.0,1063.0,962.0,798.0,959.0,1090.5,1355.5,942.0,640.5,987.5,760.0,690.0,1190.5,1262.5,907.5,526.5,779.0,1003.0,963.0,699.5,1550.0,592.0,1057.5,763.5,1096.5,599.0,830.0,717.0,845.0,1027.0,959.0,1.0,
000000000000000000a8_0,816.0,1143.0,1280.5,1052.5,1333.0,1154.5,976.0,1125.0,1084.0,1220.0,1294.5,938.5,809.0,1002.0,1878.5,1593.0,1388.5,932.0,944.0,1487.0,874.5,913.0,952.0,1111.0,1060.0,799.0,891.0,847.0,815.0,842.0,814.0,1106.5,951.5,1.0,
000000000000000000a9_0,659.0,758.5,713.0,689.0,710.5,850.0,1125.0,1366.5,960.5,1034.0,1020.0,927.0,693.0,969.0,1223.0,1164.0,955.0,947.0,874.0,842.0,1236.0,1029.5,917.5,905.0,1043.5,922.0,1136.0,606.0,852.0,617.0,773.0,767.0,1239.0,1.0,
000000000000000000aa_0,172.5,284.0,109.0,273.0,278.0,323.0,262.5,312.0,308.0,338.0,321.0,315.5,343.5,252.0,186.0,339.5,384.5,320.0,351.0,341.5,342.5,181.5,373.0,449.0,347.0,270.0,366.0,154.0,412.5,215.0,538.0,538.5,447.0,1.0,
000000000000000000ab_0,763.5,546.0,881.0,397.0,754.5,595.0,865.0,1040.0,1044.5,1032.0,1055.0,1050.5,538.0,912.0,1457.0,1490.5,852.0,651.0,651.0,1025.0,818.5,1037.0,1172.0,612.0,1149.0,752.5,1294.0,812.5,725.0,842.5,1608.5,747.5,883.0,1.0,
000000000000000000ac_0,651.0,1031.0,839.0,1082.5,1043.0,993.0,868.0,1182.0,1673.0,1711.5,1407.0,1040.0,1325.0,987.0,1018.0,1058.0,1832.0,974.5,1045.0,1494.0,1334.5,1721.0,1140.0,861.0,1166.0,1170.0,1060.5,903.5,1199.5,1757.0,1143.0,1054.5,1207.0,1.0,
000000000000000000ad_0,771.0,831.0,1167.5,1146.5,956.0,1028.0,761.0,1080.5,1235.0,1137.0,1357.5,980.0,863.5,1338.0,1180.0,1204.0,1077.0,1135.0,1013.0,983.0,1000.0,1616.0,855.5,1160.0,1068.0,749.0,1048.5,1315.0,1075.0,2495.0,1329.5,871.0,1360.0,1.0,
000000000000000000ae_0,893.0,1067.0,1042.5,943.5,874.0,1002.0,976.0,1130.0,1096.0,1348.0,1684.0,1023.0,677.0,990.5,815.5,955.0,967.0,880.0,759.0,862.0,959.5,1963.0,1533.0,1400.0,1419.0,1350.5,1018.0,480.0,1544.0,789.0,823.0,710.0,879.5,1.0,
000000000000000000af_0,1474.0,1562.0,1396.5,1445.0,1391.0,1620.5,1586.0,1778.0,1764.5,1841.0,1679.5,1920.0,1351.5,1696.0,1818.0,1788.0,1951.0,960.0,891.0,995.5,1131.0,945.0,1854.0,1300.0,1958.0,1596.0,1571.0,1183.0,1280.0,930.0,1140.0,1258.0,1484.5,1.0,
