system:index,VALUE,Wetness,Wetness_1,Wetness_10,Wetness_11,Wetness_12,Wetness_13,Wetness_14,Wetness_15,Wetness_16,Wetness_17,Wetness_18,Wetness_19,Wetness_2,Wetness_20,Wetness_21,Wetness_22,Wetness_23,Wetness_24,Wetness_25,Wetness_26,Wetness_27,Wetness_28,Wetness_29,Wetness_3,Wetness_30,Wetness_31,Wetness_32,Wetness_4,Wetness_5,Wetness_6,Wetness_7,Wetness_8,Wetness_9,.geo
000000000000000000f0_0,1.0,-1365.5834,-834.4487,-762.126,-694.652,-787.9001,-795.7918,-770.6791,-909.595,-1564.0319,-1926.0463,-1090.7485,-1391.1711,-1002.9806,-1338.3038,-1689.7437,-1393.8042,-1477.8113,-1302.8354,-1412.1613,-1394.239,-1632.3224,-979.1190000000001,-757.2305000000001,-941.5475,-415.8455000000001,-522.7371,-480.42175000000003,-783.396,-725.7152,-1418.1471,-802.8051,-795.3779,-799.3823,
000000000000000000f1_0,1.0,-561.0721,-416.06894,192.2166,293.1487,274.2249,224.1229,372.71985,241.8696,228.841,205.2644,217.40836,293.4569,-179.1487,278.2737,269.9203,225.1583,340.9143,387.18292,366.4199,363.48,77.2912,129.8038,256.77355000000006,189.6438,164.074,223.5593,204.3785000000001,260.1883,-47.8113,134.32275,102.9161,130.3949,51.7118,
000000000000000000f2_0,1.0,-444.80853,-317.1986,-141.22655,-123.322296,-345.5654,-410.59805,-449.9218,-576.2448,-914.4256,-1036.1155,-593.19617,-669.1758,-441.8985,-636.3139,-676.7766,-885.9754,-789.5023,-608.7891,-725.01764,-887.1355,-675.5372,-637.9848000000001,-569.7811999999999,-422.98145,-132.43800000000007,-117.87265000000008,-175.50439999999998,-210.6314,-386.7987,-459.28687,-445.9849,-577.9815,-408.6154,
000000000000000000f3_0,1.0,-975.6446,-427.5351,342.8182,560.37787,364.9618,366.1915,526.14594,266.7779,340.3281,342.9883,322.562,408.43875,-382.45447,369.1796,406.0694,293.03992,393.3066,431.286,452.44095,426.3603,93.1377,129.29115,151.75170000000003,340.48505,146.3802,166.9564,196.0083,413.0454,195.5851,314.5463,232.6399,121.4583,308.97308,
000000000000000000f4_0,1.0,-378.78772,-604.90454,356.8884,567.6162,286.5885,386.605,525.2185,281.0382,285.4663,355.14954,298.8406,380.544,240.7478,376.60297,392.0254,302.2931,435.3598,435.5265,429.8262,427.6056,119.6283,172.2515,291.73235,447.8092,187.10449999999997,239.5774,249.67600000000002,388.8337,215.0291,380.1555,383.6061,147.8802,258.49255,
000000000000000000f5_0,1.0,-1369.8301,-396.3984,330.8902,-226.85,-833.4065,-911.6621,482.88306,247.18784,169.2637,152.9275,101.2552,159.4156,-280.9701,175.541,134.40976,141.2776,221.2957,103.21271,142.0799,153.11661,13.379099,93.37344999999999,92.4956,-293.68985,97.0284,104.46215000000001,92.398,286.0517,8.28935,236.5061,302.2939,-24.89655,-290.9455,
000000000000000000f6_0,1.0,-105.5163,-469.9744,-43.6802,297.0157,155.9358,59.9493,412.8584,90.5021,210.4415,213.7519,184.2491,279.94537,-56.8023,312.829,237.2062,216.71175,311.1328,327.1594,314.14624,372.908,90.1969,132.4127,227.90619999999996,256.2493,157.4345,181.0887,206.28855,122.3939,7.5139503,142.056,64.5627,200.3874,94.584045,
000000000000000000f7_0,1.0,-990.1198,-1028.8508,-1195.2214,-1181.838,-1610.1359,-1073.2556,-1357.8745,-1923.7622,-1364.8807,-1657.2247,-1414.1274,-1572.6768,-1515.8033,-1561.4934,-1830.4412,-1160.0406,-1135.5093,-1114.7764,-1058.7236,-1293.8884,-1264.4055,-757.4358500000001,-679.9132,-1097.7734,-720.1297,-590.3164,-669.6795000000001,-1037.7595,-1798.5363,-1207.6595,-1995.5708,-1707.6096,-1574.7043,
000000000000000000f8_0,1.0,-305.58035,-494.3836,363.2004,521.3169,325.1917,333.2781,576.9767,292.484,269.3027,351.0313,321.0438,402.6144,236.8075,369.3144,367.5255,301.04526,415.946,457.9027,406.1196,421.41632,140.8424,136.15020000000007,284.89725,460.06915,177.1821,236.38705,240.98529999999997,380.1512,209.3674,322.5024,283.3575,136.628,234.5106,
000000000000000000f9_0,1.0,-2003.011,-1234.7115,243.09189,-175.471,-812.2039,-1072.6707,539.8746,253.7436,260.77,200.35245,194.23026,246.5315,173.9799,267.77704,322.98553,265.2931,326.91315,225.6138,300.41998,329.7585,44.151497,149.3045,171.5671,-76.4824,142.64289999999997,140.42350000000002,110.67370000000001,325.5624,-477.73523,296.1171,302.336,102.9145,66.885056,
000000000000000000fa_0,1.0,-1866.8682,-1271.3567,-620.2946,-368.07715,-639.6672,-421.8559,418.2247,257.04526,208.29774,167.54166,130.7846,198.1051,50.301,223.13379,397.4591,283.2915,274.22894,209.2392,183.7474,232.8476,60.8977,146.79109999999997,172.35989999999995,-492.5136,105.75670000000001,174.23630000000006,108.43225,-390.5127,-484.94537,115.8585,203.55035,-68.2807,-669.8729,
000000000000000000fb_0,1.0,-562.8026,-512.5073,235.09,523.9901,350.2502,325.57074,577.5035,292.58807,277.88824,340.843,286.8711,416.1985,266.5709,389.0037,377.5081,296.1422,408.2705,444.4718,397.52255,435.90277,125.1384,159.4107,296.42840000000007,442.957,191.02519999999998,225.51245,213.34029999999998,373.1847,207.786,334.8305,200.9087,171.6962,272.23355,
000000000000000000fc_0,1.0,-638.3159,-603.27527,345.6984,418.2395,420.0136,365.8784,532.8592,263.4163,317.2362,382.8111,329.1654,390.769,247.83385,389.23944,415.62375,333.7359,423.6729,430.77533,442.2778,446.78156,130.9888,141.18679999999998,271.07660000000004,402.45197,187.256,268.3767,286.2469,434.572,192.902,308.6723,243.9724,134.6527,335.83008,
000000000000000000fd_0,1.0,-936.0659,-881.6508,-858.295,-1052.4739,-844.35205,-1047.7793,-1152.1439,-1413.7799,-1550.6501,-1623.8591,-1582.7666,-1228.6613,-922.1071,-1066.3428,-1490.9503,-1326.302,-1218.2505,-1169.7334,-1305.2979,-1287.8667,-1472.4945,-543.5117,-450.49375000000003,-1044.8848,-263.5590000000001,-332.1991999999999,-279.50315000000006,-838.1216,-748.532,-1106.9012,-1599.9954,-887.7446,-1016.4982,
000000000000000000fe_0,1.0,-1142.7786,-1081.4615,-1308.0602,-971.6038,-795.9883,-1117.2795,-1113.7338,-1659.1005,-1841.8574,-1615.4724,-1493.2097,-1375.501,-748.856,-1399.1804,-2002.0084,-1581.0598,-1277.9021,-1052.4854,-1195.2605,-1606.459,-1817.4274,-720.4468,-781.96165,-1015.5677,-1202.03715,-1189.4333500000002,-1612.3744499999998,-771.3814,-927.4538,-941.27386,-1871.8894,-1481.5171,-1483.5645,
000000000000000000ff_0,1.0,-1734.1152,-1922.121,-2528.6885,-1032.6414,-1054.4626,-1316.2731,-1350.5262,-2003.5332,-1854.5024,-1523.9961,-1852.3512,-1478.3303,-1400.9523,-1503.6506,-1770.8704,-1445.8632,-1582.3625,-1310.0615,-1305.4441,-1607.0198,-1729.9794,-610.79295,-1466.8808,-1873.3384,-1983.7631000000001,-1869.99735,-1787.5347500000003,-1132.5121,-1924.9457,-1687.253,-1900.0125,-1518.7965,-2490.085,
00000000000000000100_0,1.0,-1002.89813,-470.6671,379.6008,564.6697,426.3376,520.7588,598.8329,320.32455,314.342,373.2099,327.9389,415.4846,-359.57153,412.046,389.45975,357.8378,421.91254,463.3231,430.72003,411.6431,148.9928,147.0243,306.89480000000003,190.0423,211.0151,315.2203,313.4338,358.7039,-598.6873,326.32898,276.74078,128.0394,333.00995,
