"","system.index","NDWI","NDWI_1","NDWI_10","NDWI_11","NDWI_12","NDWI_13","NDWI_14","NDWI_15","NDWI_16","NDWI_17","NDWI_18","NDWI_19","NDWI_2","NDWI_20","NDWI_21","NDWI_22","NDWI_23","NDWI_24","NDWI_25","NDWI_26","NDWI_27","NDWI_28","NDWI_29","NDWI_3","NDWI_30","NDWI_31","NDWI_32","NDWI_4","NDWI_5","NDWI_6","NDWI_7","NDWI_8","NDWI_9",".geo","CID","class"
"142","0000000000000000008d_0",-0.39657855,-0.3409091,-0.54852146,-0.5325258,-0.5470759,-0.33436054,-0.41221794,-0.50560826,-0.49734685,-0.58083254,-0.4396298,-0.49634552,-0.45854145,0.053654745,-0.54241395,-0.17431192,-0.37970462,0,-0.5018116,-0.48259494,-0.60660064,-0.3872417,-0.5994513,-0.4561961,-0.670903,-0.48225352,-0.6214575,-0.5373196,-0.5875933,-0.5162831,-0.52275133,-0.37759942,-0.48165137,NA,142,"for"
"143","0000000000000000008e_0",-0.008649368,-0.32530925,-0.55495006,-0.4548552,-0.5084883,-0.33253872,-0.24279511,-0.3368984,-0.5230699,-0.53717625,-0.34282267,-0.41649783,-0.54604053,-0.47836939,-0.107913665,-0.42217407,-0.42406014,-0.085180864,-0.49016392,-0.4,-0.28574327,-0.32406014,-0.41451415,-0.4091681,-0.55343914,0.25558722,-0.605948,-0.6331878,-0.6163142,-0.5551679,-0.47897536,-0.31282952,-0.22115384,NA,143,"for"
"144","0000000000000000008f_0",0.065721646,-0.0081883315,-0.19882755,-0.18942732,-0.24689655,-0.39643347,-0.3329305,-0.38538358,-0.41721854,-0.43207857,-0.28665787,-0.3288889,-0.46255508,-0.35955057,-0.3478261,-0.33525345,-0.3946037,-0.04903884,-0.46209234,-0.47163865,-0.5990538,-0.32511556,-0.40107703,-0.3412174,-0.49552482,-0.45381525,-0.5887522,-0.6363636,-0.50297976,-0.3108108,-0.36585367,-0.27753,-0.4487662,NA,144,"for"
"145","00000000000000000090_0",0.06200998,-0.44874275,-0.3037037,-0.22254616,-0.31396288,-0.21327014,-0.3475452,-0.27280703,-0.420765,-0.37686568,-0.15151516,-0.30657557,-0.45027626,-0.24557352,-0.06966292,-0.2410596,-0.34924623,-0.049120042,-0.38728324,-0.39915967,-0.46600986,-0.33388913,-0.44719687,-0.52933675,-0.47801682,0.25551856,-0.566805,-0.4737569,-0.5279673,-0.2545587,-0.39146122,-0.23801653,-0.3808752,NA,145,"for"
"146","00000000000000000091_0",0.062564105,-0.22114943,-0.4837819,-0.400335,-0.3131695,-0.527044,-0.4380601,-0.37574217,-0.47077245,-0.47921425,-0.43238434,-0.36738056,-0.23172843,-0.11020604,-0.28078398,-0.40107474,-0.37856525,0,-0.4674385,-0.40232557,-0.5385417,-0.25155622,-0.6232804,-0.32711038,-0.66151863,-0.4511581,-0.52227116,-0.56851643,-0.55,-0.43818983,-0.4422392,-0.41558442,-0.32217014,NA,146,"for"
"147","00000000000000000092_0",-0.42028984,-0.24307418,-0.19417475,-0.329927,-0.24159402,-0.48928878,-0.32832617,-0.39908448,-0.4730598,-0.40696368,-0.26392066,-0.23979057,-0.4409091,-0.49892473,-0.21932115,-0.38051045,-0.27859238,-0.25854993,-0.40524435,-0.41146496,-0.41208604,-0.33361667,-0.60415125,-0.3926755,-0.6187378,-0.471384,-0.5976471,-0.4781919,-0.5646863,-0.4298083,-0.4826087,-0.2937355,-0.41927248,NA,147,"for"
"148","00000000000000000093_0",-0.28710556,-0.40155354,-0.37871286,-0.5618404,-0.26271185,-0.41322315,-0.47132868,-0.45601946,-0.47727272,-0.53465784,-0.42429283,-0.27163282,-0.51401204,-0.5346496,-0.3628879,-0.42319748,-0.45892242,-0.46221295,-0.4360465,-0.44012773,-0.5713698,-0.31026787,-0.675628,-0.42744064,-0.56101555,-0.49488372,-0.4801279,-0.56735057,-0.63833475,-0.56309015,-0.5122688,-0.45001945,-0.3417153,NA,148,"for"
"149","00000000000000000094_0",-0.55968547,-0.2923463,-0.49107143,-0.4877232,-0.68523526,-0.5724783,-0.4144621,-0.5302013,-0.45360824,-0.46908602,-0.4067086,-0.4357798,-0.35560346,-0.3866362,-0.42826086,-0.43972445,-0.46341464,-0.31767777,-0.5601173,-0.5271266,-0.4805081,-0.7171717,-0.6915254,-0.3648828,-0.70083815,0.21225466,-0.7103825,-0.6096181,-0.60373443,-0.40144977,-0.18667533,-0.35734266,-0.5099223,NA,149,"for"
"150","00000000000000000095_0",-0.38931298,-0.2900232,-0.3912134,-0.22269264,-0.5268346,-0.36741975,-0.34492755,-0.34256056,-0.4,-0.39636365,-0.29003853,-0.33781964,-0.46733668,-0.35595313,-0.4054983,-0.3358443,-0.41666666,-0.41622102,-0.29855072,-0.4986413,-0.61226726,-0.6778976,-0.5737817,-0.5771554,-0.6637799,-0.6484751,-0.6664763,-0.4622871,-0.58718085,-0.33767292,-0.2329507,-0.46381578,-0.36248237,NA,150,"for"
"151","00000000000000000096_0",-0.31022727,-0.18357489,-0.21481481,-0.26988265,-0.46263912,-0.46551725,-0.40294683,-0.34040502,-0.40335196,-0.42213115,-0.27633208,-0.29965556,-0.28827587,-0.4278039,-0.47122303,-0.33140376,-0.45148894,-0.35403726,-0.47978437,-0.47595358,-0.54917127,-0.71995705,-0.65705615,-0.47783783,-0.58757883,-0.65898615,-0.67423385,-0.4437086,-0.6159122,-0.26612905,-0.2029351,-0.19426751,-0.32526475,NA,151,"for"
"152","00000000000000000097_0",-0.48535234,-0.41603053,0.03187251,-0.44465116,-0.65652174,-0.6199906,-0.47440946,-0.5136026,-0.62169087,-0.5998326,-0.37260035,-0.46132597,-0.5011787,-0.45432884,-0.5216036,-0.41891405,-0.3480507,-0.5123586,-0.46866155,-0.6695652,-0.6175115,-0.7208604,-0.651752,-0.50779325,-0.673144,-0.52869165,-0.6988558,-0.41566885,-0.59460676,-0.45628417,-0.1954712,-0.45737123,-0.37992197,NA,152,"for"
"153","00000000000000000098_0",-0.523766,-0.4241408,-0.5965318,-0.57977057,-0.6922269,-0.6376887,-0.5449931,-0.5247794,-0.43176562,-0.38797814,-0.605178,-0.2683791,-0.4399301,-0.35299715,-0.5473934,-0.39213604,-0.4775862,-0.55658734,-0.66778684,-0.53999287,-0.66253686,-0.7351427,-0.6961895,-0.54192966,-0.66059893,0.14540467,-0.65520626,-0.43274337,-0.65150744,-0.47499114,-0.5017836,-0.59117514,-0.5195021,NA,153,"for"
"154","00000000000000000099_0",0.14285715,-0.04761905,0.33333334,0.112391934,0.3125,0.11764706,0.4347826,0.20851064,0.08219178,-0.235,0.11466666,-0.026954178,0.53488374,-0.0032930844,0.10810811,0.31937173,-0.06451613,-0.05511811,-0.1838565,0.4065934,-0.18787879,-0.7236534,-0.38922155,-0.16129032,-0.34736842,-0.6,-0.3846154,0.07826087,-0.37903225,0.2887538,0.13953489,-0.041025642,-0.029288704,NA,154,"for"
"155","0000000000000000009a_0",-0.40068886,-0.39172488,-0.3271028,-0.40647858,-0.5125136,-0.47961167,-0.3656524,-0.43780607,-0.28076923,-0.60264903,-0.49433962,-0.5709571,-0.44228995,-0.42948717,-0.57123476,-0.4345404,-0.5133588,-0.577548,-0.44066048,-0.52961874,-0.5338164,-0.7053683,-0.5465649,-0.45,-0.65819454,-0.6522949,-0.5092379,-0.4008144,-0.5986317,-0.38625363,-0.1048124,-0.426506,-0.46534654,NA,155,"for"
"156","0000000000000000009c_0",-0.54619884,-0.5895522,-0.33161733,-0.4304746,-0.7087912,-0.6051402,-0.43758214,-0.4942768,-0.44974002,-0.60349345,-0.31778425,-0.22774708,-0.38733032,-0.4053452,-0.4777563,-0.47523585,-0.38302502,-0.42794117,-0.50080514,-0.62335956,-0.5820189,-0.7234469,-0.5403088,-0.49167114,-0.6937639,0.14353147,-0.65256125,-0.3696498,-0.62935585,-0.36032388,-0.35986915,-0.5103735,-0.4896609,NA,156,"for"
"157","0000000000000000009d_0",-0.4514502,-0.34167573,-0.5831038,-0.5256518,-0.68560314,-0.5180103,-0.4147813,-0.5521472,-0.40243903,-0.61099935,-0.33586544,-0.4559387,-0.545844,-0.43475717,-0.53237903,-0.4605856,-0.35941043,-0.40378344,-0.565445,-0.56594324,-0.67343485,-0.7211756,-0.6941624,-0.44807467,-0.5247525,0.16880856,-0.6713948,-0.3889732,-0.57064474,0.004303211,-0.43082523,-0.43850806,-0.47067377,NA,157,"for"
"158","0000000000000000009e_0",0.15129152,0.074285716,0.05923345,0.33532935,0.10067114,0.13178295,0.21804512,0.11749347,-0.027979275,0.18620689,0.3385013,0.048913043,0.17582418,-0.023090586,0.10958904,-0.002739726,0.1764706,0.2967033,-0.17136659,0.11564626,-0.18393235,-0.6141176,-0.41666666,-0.03959391,-0.45864663,-0.5206612,-0.5322581,0.08547009,-0.53797466,0.18716578,0.16005471,-0.17479192,0.19587629,NA,158,"for"
"159","0000000000000000009f_0",-0.30359522,-0.20900694,-0.32082552,-0.20212767,-0.26704547,-0.35842294,-0.3499268,-0.38883632,-0.22063038,-0.53289473,-0.24446966,-0.375,-0.2760943,-0.31839782,-0.39033124,-0.3780584,-0.12169312,-0.17197452,-0.37986773,-0.5127055,-0.46187365,-0.693302,-0.5764075,-0.29954955,-0.66178864,-0.64997053,-0.58032787,-0.3380531,-0.563543,-0.14944492,-0.23911382,-0.28932038,-0.39253998,NA,159,"for"
"160","000000000000000000a0_0",-0.32903227,-0.26339796,-0.42459396,-0.2639792,-0.6210131,-0.5145386,-0.20763563,-0.2991453,-0.26124704,-0.4357262,-0.25365853,-0.37206087,-0.2751678,-0.31409168,-0.4643678,-0.32759494,-0.48272356,-0.4931677,-0.36820084,-0.44827586,-0.39087546,-0.69721115,-0.6481242,-0.5622318,-0.6581197,-0.64762414,-0.5098543,-0.62736535,-0.5232198,-0.18346253,-0.25129727,-0.32188842,-0.3371869,NA,160,"for"
"161","000000000000000000a1_0",-0.009646302,0.21830986,0.19587629,0.33333334,-0.33333334,-0.29277566,-0.16949153,-0.24663678,-0.24416135,-0.5661104,-0.20971867,-0.37491336,0.18478261,-0.47315437,-0.4605634,-0.30943102,-0.46606842,-0.35193133,-0.52577317,-0.33736396,-0.58550394,-0.73504275,-0.7017544,-0.32135075,-0.67642,-0.39976275,-0.6066452,0.09969789,-0.52279633,0.18716578,-0.13547237,0.072463766,0.19587629,NA,161,"for"
"162","000000000000000000a2_0",-0.34031415,-0.38388175,-0.59598213,-0.2567714,-0.5029586,-0.5031056,-0.48999354,-0.25,-0.42787287,-0.6580977,-0.42553192,-0.36528498,-0.363879,-0.34440434,-0.5277078,-0.44667885,-0.4817552,-0.47810438,-0.5957895,-0.53311133,-0.43888888,-0.66569257,-0.6280488,-0.399,-0.6689719,0.2182567,-0.66054535,-0.35931662,-0.6403689,-0.49761903,-0.4536424,-0.478735,-0.49499348,NA,162,"for"
"163","000000000000000000a3_0",0.53731346,0.28723404,1.2526315,0.33333334,0.05054945,0.13513513,0.21804512,0.4909091,0.088435374,-0.14745308,0.5140187,-0.11221122,0.2,0.13157895,0.6363636,0.10489511,-0.21933086,-0.32,-0.5043157,-0.24550898,-0.054347824,-0.6706827,-0.54285717,0.53731346,-0.5707317,-0.6232465,-0.4120083,0.5,-0.46706587,0.55244756,0.06958251,-0.084745765,0.5540541,NA,163,"for"
"164","000000000000000000a4_0",-0.52619845,-0.24047522,-0.53206,-0.44030255,-0.6295026,-0.2290146,-0.5019841,-0.48244148,-0.48298573,-0.5907711,-0.38744128,-0.47324723,-0.4625352,-0.45004502,-0.61777353,-0.41146496,-0.48012233,-0.48229122,-0.4201123,-0.5846933,-0.6602604,-0.72910374,-0.70459247,-0.436214,-0.62462157,-0.6705632,-0.68976593,-0.35579622,-0.5578704,-0.48097673,-0.33464956,-0.47719297,-0.50691247,NA,164,"for"
"165","000000000000000000a5_0",-0.4079602,-0.36623067,-0.32382235,-0.45050701,-0.6507353,-0.65182185,-0.44397464,-0.49257058,-0.5544261,-0.56179774,-0.4233871,-0.46126762,-0.5278311,-0.24728261,-0.62988967,-0.46626297,-0.29226735,-0.45938864,-0.5109455,-0.37909186,-0.4584493,-0.68276566,-0.6640549,-0.40526542,-0.6668391,-0.5337232,-0.60709316,-0.2723514,-0.5812965,-0.47485495,-0.34179893,-0.5686113,-0.23809524,NA,165,"for"
"166","000000000000000000a6_0",-0.41276595,-0.12671421,-0.16081871,0.14449213,-0.5450734,-0.4609442,-0.27344993,-0.3018018,-0.2772109,-0.40536013,-0.15298185,-0.33226582,-0.39220366,-0.36156863,-0.2820263,-0.3098086,-0.32643053,-0.38389122,-0.49905482,-0.17923959,-0.4679696,-0.71076924,-0.6658323,-0.35890654,-0.68163264,-0.6061054,-0.490926,-0.25494072,-0.5037175,-0.34470376,-0.18367347,-0.4149034,-0.39626452,NA,166,"for"
"167","000000000000000000a7_0",-0.34698796,-0.15391621,-0.39937434,-0.1702432,-0.22396576,-0.4978204,-0.3394737,-0.5021231,-0.4101531,-0.43735224,-0.3481081,-0.3061744,-0.5187032,-0.26881722,-0.26283368,-0.32857567,-0.34371057,-0.26923078,-0.36848792,-0.52657,-0.3847346,-0.5644028,-0.23851688,-0.35316387,-0.6306011,-0.4475202,-0.59305805,-0.43349168,-0.5590278,-0.4036101,-0.36645964,-0.33548388,-0.4802495,NA,167,"for"
"168","000000000000000000a8_0",-0.43183115,-0.21003401,-0.51474303,-0.33714285,-0.3427992,-0.5943662,-0.38274336,1.3348837,-0.47502774,-0.4347826,-0.3057946,-0.3869611,-0.49320388,-0.41118014,-0.35609755,-0.3605372,-0.5839329,-0.49567366,-0.24631579,-0.5408246,-0.53313696,-0.42081448,-0.35973954,-0.4368197,-0.5552,-0.31189167,-0.59658486,-0.4622544,-0.6009122,-0.47388536,-0.17145506,-0.46100917,-0.47826087,NA,168,"for"
"169","000000000000000000a9_0",-0.0708035,-0.106540084,-0.16034986,0.007556675,-0.05631068,-0.0883721,-0.18709677,0.9253112,-0.4463576,-0.25203252,-0.243953,-0.20578778,-0.24366471,-0.38425925,-0.28727272,-0.229927,-0.2801252,-0.23236515,-0.31857318,-0.33484164,-0.459854,-0.5696489,-0.59825325,-0.2726348,-0.5773585,-0.5987261,-0.5822785,-0.28163266,-0.50240254,-0.18657453,-0.3737769,-0.2358927,-0.16911764,NA,169,"for"
"170","000000000000000000aa_0",-0.4086076,-0.2202473,-0.5566502,-0.3395572,-0.45188916,-0.5198822,-0.37367624,-0.4840871,-0.53846157,-0.54336286,-0.3857608,-0.3321908,-0.24407926,-0.37489608,-0.4288703,-0.4090692,-0.37750512,-0.3924441,-0.38999462,-0.39454424,-0.5871048,-0.46330872,-0.17016894,-0.5712144,-0.6232339,-0.39182693,-0.680455,-0.5727156,-0.54504097,-0.40152773,-0.51336896,-0.51122713,-0.5419975,NA,170,"for"
"171","000000000000000000ab_0",-0.39166096,-0.43502825,-0.592645,-0.3472222,-0.3492823,-0.5249622,-0.08139535,-0.4163751,-0.41918755,-0.33714285,-0.1898673,-0.30304915,-0.51610094,-0.4829217,-0.57288134,-0.3390283,-0.39520958,-0.41696253,-0.43705463,-0.5801041,-0.58196723,-0.39746392,-0.33867443,-0.42424244,-0.35871157,-0.44116822,-0.54008245,-0.56568366,-0.62241566,-0.48322982,-0.51876116,-0.49916527,-0.46720836,NA,171,"for"
"172","000000000000000000ac_0",-0.39017734,-0.105448715,-0.5250187,-0.4462467,-0.35259497,-0.5578231,-0.3721198,-0.4473324,-0.37840375,-0.48653033,-0.33552632,-0.4798995,-0.2357019,-0.33236575,-0.14942528,-0.2107065,-0.411252,-0.25874126,-0.45822784,-0.52949643,-0.57173145,-0.64901847,-0.352019,-0.45873675,-0.26954493,-0.46706587,-0.42437175,-0.49386322,-0.5123885,-0.5162413,-0.28285602,-0.42733812,-0.4903796,NA,172,"for"
"173","000000000000000000ad_0",-0.5099715,-0.1943128,-0.4628483,-0.3902439,-0.26652452,-0.41753927,-0.47171885,1.1052631,-0.4016757,-0.4572991,-0.25062868,-0.3026585,-0.3206651,-0.5175097,-0.19278903,-0.3218232,-0.4366309,-0.09156666,-0.49282616,-0.39583334,-0.56717503,-0.69078946,-0.44292238,-0.4619682,-0.3075995,-0.5514834,-0.4242582,-0.43001515,-0.45324346,-0.5053381,-0.36699507,-0.38353765,-0.5232133,NA,173,"for"
"174","000000000000000000ae_0",-0.5361127,-0.077456646,-0.60382515,-0.4634645,-0.45025125,-0.29843894,-0.44744083,0.9047619,-0.418239,-0.45335516,-0.4273859,-0.44859812,-0.38791126,-0.53945667,-0.37669903,-0.39757794,-0.45829824,-0.28237793,-0.36842105,-0.5794948,-0.26167437,-0.69078946,-0.5831608,-0.5063063,-0.5396354,-0.59116024,-0.58483964,-0.5435435,-0.43377483,-0.5502901,-0.39858013,-0.2751982,-0.48206753,NA,174,"for"
"175","000000000000000000af_0",-0.25976562,-0.3295711,-0.61204016,-0.5757225,-0.34002075,-0.58773786,-0.44971925,-0.35501036,-0.44012946,-0.5138726,-0.3662855,-0.45864078,-0.37168583,-0.53700364,-0.3962393,-0.43742356,-0.43832022,0.015415549,-0.57190955,-0.6103637,-0.42025396,-0.6689124,-0.051611543,-0.4765694,-0.6012429,-0.5913682,-0.4257588,-0.48854262,-0.40397352,-0.514,-0.19389525,-0.47627062,-0.48013368,NA,175,"for"
"176","000000000000000000b0_0",-0.09508788,-0.3233208,-0.3249139,-0.28368795,-0.19705883,-0.41948116,-0.23173277,-0.2961586,-0.32231405,-0.3283582,-0.34028295,-0.33138898,-0.36010364,-0.30812642,-0.49954832,-0.26380068,-0.399896,-0.18848167,-0.40151516,-0.5148148,-0.5641688,-0.31426302,-0.31657356,-0.33050397,-0.490989,0.3030413,-0.45673078,-0.35314092,-0.06555423,-0.046853557,-0.09960402,-0.16415544,-0.32914573,NA,176,"for"
"177","000000000000000000b1_0",-0.10630631,-0.11155578,-0.4340836,-0.3393295,-0.34098583,-0.36725876,-0.4005848,-0.33355048,-0.21546333,-0.38917795,-0.3208502,-0.344,-0.28965095,-0.40279466,-0.3753541,-0.3529412,-0.38577485,-0.043353524,-0.30420917,-0.47011954,-0.41887593,-0.31559557,-0.37425956,-0.3776027,-0.42577288,-0.25444984,-0.40429786,-0.35096154,-0.37070253,-0.3831361,-0.12528622,-0.3023028,-0.4245787,NA,177,"for"
"178","000000000000000000b2_0",-0.2057735,-0.29571578,-0.5459098,-0.38990825,-0.3202026,-0.32213742,-0.42705005,-0.26936415,-0.4524207,-0.35063437,-0.2869775,-0.48457962,-0.3830309,-0.4081448,-0.2834769,-0.4525647,-0.42761225,-0.040334962,-0.45762712,-0.58368325,-0.41746685,-0.39170897,-0.4908775,-0.48468763,-0.39042822,-0.45825318,-0.432882,-0.48251748,-0.29874778,-0.47224835,-0.15617335,-0.43009678,-0.44859037,NA,178,"for"
"179","000000000000000000b3_0",-0.1182266,-0.24093817,-0.52984524,-0.4709236,-0.504234,-0.5666004,-0.26720768,-0.37286064,-0.19135664,-0.36632702,-0.28921357,-0.27335826,-0.3823954,-0.26698261,-0.2096707,-0.39657566,-0.36008796,-0.16506292,-0.43677375,-0.5251092,-0.33706367,-0.3723229,-0.3881415,-0.38020352,-0.5505319,-0.46645865,-0.456657,-0.42597088,-0.40521494,-0.4859038,-0.09973333,-0.49108836,-0.14777146,NA,179,"for"
"180","000000000000000000b4_0",-0.42481664,-0.30596215,-0.42816365,-0.4765235,-0.3360534,-0.56361777,-0.13788767,-0.39727464,-0.4468453,-0.5021696,-0.31417164,-0.43082312,-0.34583333,-0.25777543,-0.5362156,-0.41419587,-0.39465874,-0.14841664,-0.5125683,-0.4940292,-0.5956221,-0.30541515,-0.38555798,-0.4452269,-0.42249656,0.3049738,-0.4844849,-0.43392405,-0.27104533,-0.42071387,-0.13718623,-0.08626435,-0.40191388,NA,180,"for"
"181","000000000000000000b5_0",-0.52483803,-0.25721785,-0.68511796,0.55049354,-0.5619805,-0.49203756,-0.4778626,1.0862069,-0.4697048,-0.45932782,-0.45308506,-0.48670325,-0.26901567,-0.5276653,-0.6092991,-0.4308137,-0.48486218,-0.13213049,-0.5347807,-0.571885,-0.5122972,-0.7049689,-0.62442183,-0.5527012,-0.6102514,-0.61331904,-0.63891894,-0.57284766,-0.42941177,-0.57010174,-0.2162726,-0.5025773,-0.47637656,NA,181,"for"
"182","000000000000000000b6_0",-0.48527884,-0.32536232,-0.606264,-0.5119863,-0.46701846,-0.4650318,-0.43567133,-0.13642538,-0.38,-0.54347825,-0.358615,-0.46666667,-0.35955057,-0.43466172,-0.5226554,-0.13926941,-0.4293901,-0.06628966,-0.5975758,-0.58998305,-0.58747697,-0.54357797,-0.6076352,-0.46953404,-0.63247013,-0.6138528,-0.61378556,-0.20901994,-0.40120316,-0.5064935,-0.20070922,-0.46339533,-0.50994086,NA,182,"for"
"183","000000000000000000b7_0",-0.4680851,-0.26400307,-0.627551,-0.5468629,-0.56874096,-0.5573295,-0.4108984,-0.3764302,-0.42972293,-0.44520548,-0.45661563,-0.49939147,-0.45901638,-0.5347807,-0.46976745,-0.326832,-0.3975535,-0.14587073,-0.4663555,-0.5316456,-0.53782666,-0.5709666,-0.4742268,-0.5318308,-0.6353591,-0.6042781,-0.6106055,-0.49928162,-0.53406996,-0.5543006,-0.20645645,-0.46278808,-0.51763743,NA,183,"for"
"184","000000000000000000b8_0",-0.17133707,-0.22984044,-0.24983256,-0.16335878,-0.31561822,-0.5483871,-0.449711,-0.3336368,-0.36941177,-0.28672567,-0.29983526,-0.44625774,-0.1573699,-0.48391166,-0.25909317,-0.4160839,-0.2892741,-0.5442329,-0.4215305,-0.37796807,-0.62066793,-0.6,-0.33514395,-0.4622199,-0.41920644,-0.6320917,-0.6492071,-0.3275,-0.48992515,-0.19688769,-0.0952381,-0.3764922,-0.42166516,NA,184,"for"
"185","000000000000000000b9_0",-0.3429395,-0.6008439,-0.32700136,0.08011527,-0.50764406,-0.30439782,-0.4770849,-0.4286892,-0.50232196,-0.5283186,-0.34767577,-0.35618418,-0.61563516,-0.5565345,-0.47323033,-0.36899862,-0.25357142,-0.12891567,-0.48567623,-0.5334346,-0.66184026,-0.39263803,-0.36270022,-0.5134719,-0.6635601,-0.64772195,-0.6570413,-0.43782532,-0.49166667,-0.29953918,-0.12099764,-0.5103943,-0.27185184,NA,185,"for"
"186","000000000000000000ba_0",-0.26462397,-0.49344096,-0.27218226,-0.32325777,-0.32157555,-0.43468633,-0.4958205,-0.38003138,-0.35378107,-0.41749272,-0.38944495,-0.49430525,-0.24494745,-0.33070865,0.107551485,-0.5145334,-0.48365703,0,-0.39187294,-0.549763,-0.39929327,-0.44758064,-0.37350836,-0.5455487,-0.50508475,-0.6543046,-0.6434841,-0.07692308,-0.11411411,-0.45014244,-0.14435352,-0.5231788,-0.3240418,NA,186,"for"
"187","000000000000000000bb_0",-0.22884881,-0.29144588,-0.42409867,-0.3244898,-0.21889055,-0.54189944,-0.46614873,-0.37179488,-0.38361508,-0.3574297,-0.3881579,-0.25188917,-0.2820907,-0.33039647,-0.25618514,-0.3325893,-0.48900327,0.56819695,-0.37876105,-0.31601733,-0.5642392,-0.66031194,-0.23025048,-0.48152295,-0.66200334,-0.64857304,-0.687372,-0.38380954,-0.44375432,-0.45473465,-0.121589564,-0.3714083,-0.5171192,NA,187,"for"
"188","000000000000000000bc_0",-0.175,-0.24698311,-0.38521835,-0.17289314,-0.48514852,-0.54041207,-0.4019608,-0.31405783,-0.32778108,-0.19363892,-0.37287205,-0.35751295,-0.000640615,-0.48872903,-0.18031968,-0.49184638,-0.3861702,0.546611,-0.44481605,-0.382263,-0.5218045,-0.6254417,-0.19385593,-0.35650623,-0.40664318,-0.63314563,-0.63125,-0.35541046,-0.18518518,-0.26184094,-0.072557054,-0.36349925,-0.50793654,NA,188,"for"
"189","000000000000000000bd_0",-0.28301886,-0.32393348,-0.49813664,-0.4892582,-0.47750723,-0.610101,-0.118021205,-0.39908257,-0.41599694,-0.4515306,-0.42236024,-0.47722247,-0.27873364,-0.33824205,0.10779436,-0.3897059,-0.49537894,0,-0.543379,-0.5142443,-0.6588629,-0.42818913,-0.35463917,-0.518591,-0.700345,-0.44769874,-0.6827907,-0.042016808,-0.3032191,0.0008841733,-0.16504854,-0.15189873,-0.5156431,NA,189,"for"
"190","000000000000000000be_0",-0.3827893,-0.3328125,-0.50744045,-0.2349689,-0.44727772,-0.45181563,-0.4984756,-0.40764588,-0.37908688,-0.5486111,-0.38081515,-0.53549695,0.12969697,-0.33039162,-0.19845693,-0.51756006,-0.31809524,0.5567231,-0.4238718,-0.57173264,-0.6320716,-0.47173396,-0.19204655,-0.5711628,-0.45943674,-0.47678018,-0.70729494,-0.42868954,-0.4323144,-0.44237176,-0.21338913,-0.39899158,-0.56178606,NA,190,"for"
"191","000000000000000000bf_0",-0.29871282,-0.61620975,-0.46771038,-0.21906826,-0.58705884,-0.6063408,-0.48922056,-0.39321724,-0.4561028,-0.38640133,-0.3652213,-0.51972157,-0.43410435,-0.5550914,-0.48733234,-0.48584905,-0.41213202,0.5410695,-0.36888888,-0.4057009,-0.62091506,-0.41554213,-0.39439908,-0.55586594,-0.48169014,-0.66346157,-0.491939,-0.32323232,-0.38184604,-0.26163936,-0.20565833,-0.39504915,-0.50729334,NA,191,"for"
"192","000000000000000000c0_0",-0.2941653,-0.29601893,-0.4233536,-0.297164,-0.4352651,-0.50407106,-0.5118343,1.064257,-0.45676777,-0.33375555,-0.36831683,-0.5166873,-0.2726397,-0.5128626,-0.59914255,-0.4834254,-0.37413073,0,-0.53282124,-0.46859467,-0.57274824,-0.5429831,-0.2846498,-0.5625,-0.6690442,-0.6555858,-0.5347222,-0.38680926,-0.50476193,-0.24267924,-0.16767965,-0.41810188,-0.500394,NA,192,"for"
"193","000000000000000000c1_0",-0.21159421,-0.29242423,-0.3929619,-0.1183175,-0.40208334,-0.5623365,-0.19375,-0.43030304,-0.29287598,-0.31555554,-0.29571488,-0.18321678,-0.143083,-0.41690964,-0.39919356,-0.4147105,-0.384,0,-0.5641293,-0.39408866,-0.3557047,-0.611465,-0.28539327,-0.5148096,-0.49446493,-0.47001714,-0.54326355,-0.009009009,-0.41267788,-0.2359932,-0.12883845,-0.45660806,-0.53600824,NA,193,"for"
"194","000000000000000000c2_0",0.0069204154,0,-0.016129032,0.040091638,-0.13942307,-0.29192546,-0.07964602,-0.07836991,-0.25606468,-0.27146173,-0.16889429,-0.2738753,-0.14035088,-0.3761468,-0.31392932,-0.30563003,-0.2010123,0.09934791,-0.2976827,-0.3974122,-0.40151516,-0.64115435,-0.31769723,-0.135436,-0.51760375,-0.43972835,-0.57005566,-0.16320474,-0.12280702,-0.18367347,-0.035547785,-0.0031746032,-0.15517241,NA,194,"for"
"195","000000000000000000c3_0",-0.16856122,-0.28123847,-0.48154816,-0.521789,-0.60955226,-0.58328426,-0.46454662,-0.39379242,-0.16254036,-0.32719666,-0.34412265,-0.535333,-0.21620765,-0.38961038,-0.59625214,-0.43498817,-0.41244963,0,-0.4977806,-0.59363633,-0.3572204,-0.34275922,-0.3816315,-0.5073845,-0.6960519,0.30599484,-0.39229023,-0.53735805,-0.40564373,-0.45804796,-0.12251244,-0.43549952,-0.5202822,NA,195,"for"
"196","000000000000000000c4_0",-0.19865884,-0.22610229,-0.45327294,-0.13997282,-0.4218953,-0.5289779,-0.4956319,-0.42579076,-0.3860846,-0.382119,-0.41588157,-0.5033696,-0.36560807,-0.45350173,-0.55598015,-0.48054075,-0.40221402,0,-0.40381157,-0.6006628,-0.6028881,-0.6159069,-0.35591134,-0.50181377,-0.6814988,-0.6613348,-0.65011823,-0.4238683,-0.4572614,-0.2042521,-0.13946778,-0.53112274,-0.30723083,NA,196,"for"
