system:index,NDMI,NDMI_1,NDMI_10,NDMI_11,NDMI_12,NDMI_13,NDMI_14,NDMI_15,NDMI_16,NDMI_17,NDMI_18,NDMI_19,NDMI_2,NDMI_20,NDMI_21,NDMI_22,NDMI_23,NDMI_24,NDMI_25,NDMI_26,NDMI_27,NDMI_28,NDMI_29,NDMI_3,NDMI_30,NDMI_31,NDMI_32,NDMI_4,NDMI_5,NDMI_6,NDMI_7,NDMI_8,NDMI_9,.geo
000000000000000000ed_0,0.39013842,0.41927564,0.42637542,0.44219422,0.413845,0.3806706,0.44652128,0.37815678,0.35004586,0.48242116,0.40290457,0.4589856,0.45687813,0.4012462,0.41277525,0.36919227,0.42182302,0.37388128,0.35307437,0.2972211,0.34952438,0.22547823,0.45454547,0.3452109,0.47953668,0.38611272,0.4940476,0.3568575,0.37088323,0.35006055,0.3451404,0.40699816,0.3761935,
000000000000000000ee_0,0.36092716,0.38861945,0.3780849,0.42459115,0.31128764,0.21614967,0.33198604,0.30077025,0.39384118,0.4087981,0.3909866,0.38213935,0.39447442,0.3496779,0.30602172,0.3570194,0.3698332,0.3640393,0.37588653,0.3567438,0.3856305,0.28040725,0.32493702,0.30078858,0.4069098,0.39668554,0.42083478,0.26702318,0.37196085,0.3158185,0.2917984,0.28761652,0.29969254,
000000000000000000ef_0,0.3181971,0.37898624,0.32967034,0.44,0.30707538,0.29508457,0.35019654,0.4366332,0.4131288,0.42598188,0.44830042,0.35613075,0.39536393,0.31784198,0.32717812,0.3944794,0.3601071,0.38736632,0.42040667,0.37888783,0.34229302,0.4589821,0.4125261,0.4292723,0.46506917,0.41740268,0.5046604,0.5131129,0.37784275,0.33553874,0.45165986,0.39057553,0.29969254,
000000000000000000f0_0,0.41527823,0.46766248,0.46582016,0.50108933,0.43368387,0.34605378,0.35738665,0.4132998,0.34081346,0.4772886,0.414249,0.3672645,0.45958254,0.40308192,0.37648952,0.41311428,0.34411296,0.30616957,0.40351897,0.38929176,0.36705115,0.3420333,0.39144874,0.3932179,0.46795315,0.42062193,0.36324167,0.38514853,0.30316266,0.42459464,0.3588104,0.41809046,0.44427574,
000000000000000000f1_0,0.4258816,0.4305595,0.38734022,0.39878672,0.3448218,0.3267822,0.35085276,1.159292,0.35436082,0.4509522,0.38280073,0.3557047,0.3926846,0.34940216,0.3476734,0.47317073,0.31954956,0.38023612,0.34556878,0.3249821,0.36455867,0.28351903,0.40856877,0.30466604,0.4247607,0.46082377,0.47331077,0.25245443,0.32467532,0.38971174,0.31934142,0.32561702,0.4722844,
000000000000000000f2_0,0.30552784,0.43278405,0.33279586,0.42164347,0.34590077,0.33697963,0.38112858,0.43266475,0.3799392,0.4953636,0.40879953,0.40349585,0.4330033,0.4071233,0.34438583,0.38559246,0.4284165,0.3409159,0.3334507,0.3594454,0.4470527,0.4436489,0.4320709,0.38989797,0.45488593,0.43945834,0.5297462,0.3864514,0.30959842,0.4439141,0.3228081,0.37223816,0.43148357,
000000000000000000f3_0,0.46266666,0.42921147,0.38174194,0.3406554,0.31723893,0.2974072,0.32934865,0.36891094,0.37775472,0.3366205,0.33903646,0.37229,0.4148589,0.3504011,0.4240156,0.36265776,0.3386908,0.35079765,0.33536792,0.3400335,0.34133726,0.43849424,0.42536247,0.26504382,0.44351593,0.43685058,0.40825123,0.36657432,0.31820378,0.39318308,0.3752401,0.37974682,0.3573718,
000000000000000000f4_0,0.4150231,0.40168595,0.4225884,0.45561284,0.45618153,0.5159956,0.4348641,0.44954428,0.45297992,0.41782603,0.4599417,0.4460682,0.42184874,0.5164257,0.40695766,0.525687,0.45159766,0.40279454,0.43000537,0.49356222,0.46722847,0.4201025,0.49914965,0.39957798,0.54062307,0.53508174,0.5134388,0.39438292,0.3921106,0.36203158,0.40474173,0.4086131,0.39208293,
000000000000000000f5_0,0.35183018,0.31472993,0.3428908,0.47987825,0.3129315,0.32127047,0.4207585,0.36577973,0.53259003,0.52965313,0.5400308,0.47713137,0.325462,0.4210417,0.42192563,0.5067961,0.4714498,0.4495114,0.49085158,0.48104808,0.51216096,0.49228084,0.48232198,0.34475115,0.5351333,0.5450148,0.54705405,0.39884394,0.3445291,0.3463716,0.3521291,0.3710692,0.3925104,
000000000000000000f6_0,0.3917567,0.30466723,0.36842105,0.4616567,0.3390453,0.41565928,0.40956342,0.36497176,0.52505445,0.5383877,0.42320177,0.46981832,0.32877046,0.40164116,0.31786636,0.47596362,0.44609666,0.35079324,0.40297872,0.35726628,0.4177067,0.46679318,0.42084527,0.34919125,0.49992463,0.5500397,0.5055456,0.32887268,0.38251838,0.3510926,0.3391129,0.42843089,0.4104449,
000000000000000000f7_0,0.30395138,0.2821733,0.35804418,0.4198783,0.31132424,0.4084089,0.37733498,0.3850021,0.4020084,0.28059646,0.22869198,0.30285257,0.2546091,0.17572598,0.2377657,0.22126614,0.26965794,0.35122874,0.25808537,0.3117912,0.20711523,0.18407597,0.2820011,0.28200078,0.28282258,0.33175355,0.3171206,0.3079439,0.33346072,0.29390746,0.33809,0.3489933,0.3473832,
000000000000000000f8_0,0.38255548,0.33333334,0.3258115,0.45778114,0.3148269,0.31879252,0.36877277,0.34942776,0.3227239,0.2092813,0.2959138,0.2999852,0.3137481,0.3381532,0.17271096,0.2289823,0.22450134,0.30607447,0.30568445,0.20118846,0.26290515,0.27530253,0.2826087,0.3598862,0.2637911,0.31442198,0.26733437,0.31920305,0.38152856,0.42596567,0.34077007,0.36523297,0.37724552,
000000000000000000f9_0,0.3562662,0.3986693,0.4597528,0.37770432,0.36507347,0.32044673,0.3900737,0.3485811,0.3516035,0.4830859,0.43387392,0.41632316,0.40652347,0.38764045,0.3688538,0.37350178,0.32238027,0.32136652,0.37587923,0.37339714,0.38681948,0.31110322,0.30955362,0.33636364,0.44971538,0.3503228,0.3883574,0.3282028,0.4012371,0.3292061,0.29581478,0.39860928,0.3495706,
000000000000000000fa_0,0.34790835,0.4264319,0.4160832,0.39628422,0.4194831,0.31981048,0.3328841,0.4098416,0.47589338,0.33759946,0.36468366,0.4496994,0.4069256,0.45785984,0.31315285,0.43161345,0.491327,0.4056621,0.34608245,0.37497896,0.29672897,0.33460143,0.40231937,0.32586557,0.5046729,0.47161424,0.38791287,0.49919486,0.4314964,0.26614988,0.2674256,0.32214886,0.29819494,
000000000000000000fb_0,0.32742178,0.4006684,0.4073823,0.48923412,0.3774648,0.30989584,0.34274668,0.4848152,0.42377827,0.40267208,0.3743039,0.42899793,0.44874007,0.47319844,0.36500657,0.3535685,0.40271208,0.32717055,0.35442826,0.28909114,0.43124595,0.27216905,0.32178894,0.32031643,0.4239026,0.3776091,0.38602605,0.43515736,0.43958974,0.23790875,0.27038124,0.40254653,0.40822196,
000000000000000000fc_0,0.3176649,0.3630027,0.36073458,0.3304237,0.33006215,0.29749736,0.3660079,0.46163964,0.3652822,0.40260768,0.3870403,0.3292683,0.41763943,0.33462134,0.34791324,0.33550254,0.37054473,0.3285787,0.44366196,0.3801309,0.32610267,0.39030838,0.3781895,0.30735773,0.40304127,0.5988539,0.33939603,0.32833582,0.4746424,0.38781938,0.34875932,0.3541122,0.33344492,
000000000000000000fd_0,0.381337,0.42529488,0.41915482,0.3025004,0.2619137,0.3150935,0.38333076,0.8267717,0.31294292,0.31496197,0.28648105,0.43512657,0.4447083,0.41847363,0.38848636,0.4265949,0.42869294,0.37271938,0.42132133,0.4367694,0.34749874,0.37227196,0.4352729,0.40950763,0.46351084,0.4503884,0.4116313,0.42369187,0.38611713,0.40266126,0.3395221,0.42981538,0.42661625,
000000000000000000fe_0,0.3939917,0.43289226,0.3526601,0.42473468,0.3624488,0.45735493,0.3843301,0.40704015,0.3404836,0.41221628,0.40547132,0.37211964,0.42236468,0.4103425,0.42930758,0.3974359,0.4294051,0.37860346,0.40151075,0.44297603,0.3853287,0.39657855,0.41602808,0.41624665,0.37716955,0.42343217,0.3668217,0.416303,0.32246545,0.3843089,0.26977688,0.3614198,0.4493421,
000000000000000000ff_0,0.7478261,0.9256017,1.1077844,1.0744187,0.88505745,1.1258742,0.87148595,1.0909091,1.0764331,0.84732825,0.9003831,1.0274915,0.810219,1.0526316,1.0711111,1.519774,0.8225256,0.9169139,0.92391306,0.82978725,0.7735849,0.3167702,0.44864866,0.8006431,0.4857143,0.9007092,0.53571427,0.8097561,0.95555556,1.0622838,0.59370077,0.60229445,0.7616279,
00000000000000000100_0,1.119403,0.7549933,1.0631579,0.85365856,0.8803419,0.75206614,1.0497738,0.8277512,1.0769231,0.90140843,0.92523366,1.0379146,0.8039216,0.9484536,1.1045752,1.1076924,0.9179487,1.024,0.9327103,0.9063232,1.3116883,0.15966387,0.46153846,1.0857143,0.52592593,0.87234044,0.5,1.0611111,0.7621951,0.8,0.60169494,0.45547944,0.787013,
