system:index,Wetness,Wetness_1,Wetness_10,Wetness_11,Wetness_12,Wetness_13,Wetness_14,Wetness_15,Wetness_16,Wetness_17,Wetness_18,Wetness_19,Wetness_2,Wetness_20,Wetness_21,Wetness_22,Wetness_23,Wetness_24,Wetness_25,Wetness_26,Wetness_27,Wetness_28,Wetness_29,Wetness_3,Wetness_30,Wetness_31,Wetness_32,Wetness_4,Wetness_5,Wetness_6,Wetness_7,Wetness_8,Wetness_9,.geo
0000000000000000004c_0,-1313.7034,-994.31805,-879.9531,-1148.8489,-1384.9001,-1274.1873,-1004.728,-1663.5634,-1691.3798,-1593.9448,-1685.6313,-1467.8021,-904.2485,-1360.1959,-1731.9458,-1844.1477,-1477.5808,-1243.9443,-1494.7803,-1712.1665,-1800.3969,-395.4288000000001,-590.8191999999999,-1120.6887,-509.0741999999999,-894.22945,-338.37469999999985,-1252.0054,-1665.1913,-1125.4897,-1153.4305,-1220.6326,-1050.0652,
0000000000000000004d_0,-1300.5469,-1101.9098,-921.6677,-1166.7985,-1318.5295,-1325.3108,-1145.3486,-1658.0186,-1477.5293,-1681.0375,-1604.6296,-1571.8505,-759.21313,-1407.7826,-1654.9602,-1802.7634,-1353.8699,-1369.21,-1495.6328,-1819.6278,-2162.211,-571.5697500000001,-646.1450500000001,-1328.9412,-566.9960500000001,-838.2817,-440.2077999999998,-959.58545,-1321.014,-1264.1136,-1237.6858,-1329.3699,-1230.629,
0000000000000000004e_0,-1026.2236,-966.9258,-899.25354,-1189.0443,-1096.0483,-1146.8821,-1092.8112,-1557.6072,-1476.0065,-1563.7198,-1584.831,-1502.7637,-885.5215,-1410.8177,-1639.8782,-1602.2174,-1435.3562,-1425.6735,-1411.841,-1607.5385,-1758.5176,-182.80509999999987,-497.35855000000004,-1112.1862,-411.3924000000002,-408.8419000000001,-355.506,-932.71246,-1161.3824,-1172.5669,-1085.096,-1178.885,-1094.9637,
0000000000000000004f_0,-927.002,-876.511,-840.2605,-1096.752,-1106.742,-1186.3816,-1075.361,-1537.4913,-1411.8264,-1599.9922,-1650.1781,-1473.5059,-874.7473,-1361.1677,-1566.4541,-1697.4142,-1728.4232,-1333.1543,-1357.0725,-1729.2815,-1534.3326,-336.74920000000003,-545.31905,-1131.1321,-346.08565000000004,-410.5553000000001,-338.92724999999996,-873.9539,-1095.1003,-1070.0072,-1080.2194,-1211.56,-1101.9001,
00000000000000000050_0,-1173.1045,-975.7722,-831.1943,-1241.6484,-1391.832,-1264.3835,-1317.4639,-1668.5546,-1334.8337,-1654.2451,-1685.2018,-1596.7454,-788.6311,-1209.5659,-1884.798,-1733.4554,-1728.7397,-1394.3005,-1528.5304,-1761.0884,-1810.1292,-446.5525500000001,-618.0978500000001,-858.3505,-476.8036000000002,-779.6075000000001,-204.56570000000002,-1028.7546,-1548.8666,-1500.0658,-1232.8252,-1170.8453,-1018.20386,
00000000000000000051_0,-964.6136,-943.725,-987.19885,-1067.4636,-1208.7697,-1117.5967,-1205.2158,-1515.4893,-1502.1934,-1347.2498,-1410.2194,-1320.2794,-984.4088,-1319.1123,-1391.0125,-1545.9874,-1628.5774,-1555.7758,-1760.4044,-1683.7418,-2019.4608,-561.5416499999999,-418.6574000000003,-1179.9362,-273.3457999999998,-379.4072500000001,-192.34040000000013,-997.25793,-1216.2695,-1128.3364,-1049.5228,-1282.0085,-994.4042,
00000000000000000052_0,-1002.276,-874.1003,-976.0883,-1127.1765,-1075.5435,-1108.9559,-1033.5503,-1524.8477,-1549.4462,-1368.2502,-1600.457,-1373.851,-958.87476,-1153.8365,-1528.5302,-1572.3341,-1537.4647,-1399.523,-1456.5021,-1443.9799,-1910.1445,-832.4376,-487.84685000000036,-1112.4283,-541.0642,-316.24384999999995,-170.87325000000016,-945.9254,-1211.9443,-1025.2743,-933.373,-1130.5403,-988.577,
00000000000000000053_0,-1459.0219,-827.5612,-1016.6494,-1075.785,-1129.964,-1150.316,-1051.3364,-1594.596,-1620.5931,-1306.2913,-1618.4404,-1244.4297,-902.1804,-1334.8911,-1565.5083,-1498.9841,-1539.2876,-1373.0477,-1343.5522,-1606.4175,-1886.221,-597.6819000000003,-500.3701500000002,-1053.6174,-227.0491,-472.13765000000006,-422.0393999999999,-839.39343,-1299.1855,-1061.7026,-914.71387,-1239.7874,-1056.8196,
00000000000000000054_0,-1131.5079,-990.4104,-1160.2139,-1203.5496,-1130.8284,-1293.5938,-1097.1005,-1559.0881,-1871.4008,-2001.6056,-1773.4625,-1600.0627,-1013.02716,-1338.6682,-1560.3563,-1716.5305,-1608.8345,-1335.6304,-1265.8618,-1261.157,-1457.4633,-399.8558000000001,-485.27459999999996,-1132.5013,-271.4467,-214.14215000000007,-360.75014999999996,-1041.9246,-1423.28,-1327.3896,-1082.3872,-1268.2412,-1146.6465,
00000000000000000055_0,-1707.6764,-1429.2854,-1643.0009,-1685.1882,-1571.4098,-1691.1675,-1562.6074,-2189.0957,-1988.8652,-1907.8104,-1727.2257,-1391.7421,-1360.864,-1734.7458,-2301.4312,-2109.606,-1714.9802,-1302.9395,-1519.3002,-1244.1587,-2409.6223,-754.4180000000002,-1173.8076500000002,-1516.1978,-1067.2552500000002,-1025.54515,-937.9690499999999,-1321.8862,-1483.9034,-1381.5369,-1623.2925,-1355.6179,-1495.2126,
00000000000000000056_0,-1941.7382,-1586.352,-1774.1115,-1938.461,-1665.4305,-1884.294,-1638.0686,-2338.862,-2122.4573,-1921.68,-1982.1792,-1770.132,-1422.2968,-1840.798,-2073.403,-2085.7744,-1747.0059,-1488.524,-1662.4938,-1427.3542,-2565.91,-571.6953999999998,-1065.2196,-1411.7139,-957.1266500000002,-915.4495000000003,-776.9265999999998,-1279.4487,-1612.3467,-1394.3453,-1711.2113,-1489.9707,-2000.8389,
00000000000000000057_0,-1820.9998,-1789.9731,-2265.6035,-2377.3357,-2000.08,-2059.594,-2112.34,-2760.1184,-2596.5088,-2710.4016,-2472.7397,-2289.3564,-1928.9011,-2256.6963,-2142.886,-2374.7896,-2257.6199,-1917.7896,-2067.6404,-1983.6797,-3222.938,-1480.3307,-1596.3335000000002,-1948.939,-1475.4050000000002,-1405.48265,-1433.4426999999998,-1531.1404,-2102.2336,-1761.9418,-1802.3506,-2249.0354,-2588.086,
00000000000000000058_0,-1711.5425,-1533.3933,-1622.7463,-1862.0858,-1601.7382,-1762.5101,-1750.8896,-2229.844,-2299.3774,-2492.9624,-2213.6277,-1744.0986,-1483.5112,-1863.043,-2166.8372,-2046.7498,-1712.3053,-1743.8242,-1637.4462,-1690.545,-2892.2407,-1432.2963000000002,-1095.2187,-1584.299,-1103.3823,-1362.7903,-1104.0913500000001,-1264.8789,-1393.6187,-1403.7217,-1152.04,-1249.6206,-1617.1217,
00000000000000000059_0,-1131.3018,-1329.1982,-1641.1416,-2162.8232,-1524.6123,-1499.9861,-1705.1771,-2357.0098,-2087.9768,-2243.732,-1985.1373,-1856.7972,-1597.4584,-1721.8184,-1805.8391,-1827.4025,-1656.2242,-1533.596,-1498.3743,-1785.1399,-2556.538,-955.0021000000002,-988.4414999999997,-1464.9017,-978.5079000000001,-775.98675,-894.0019,-1218.6602,-1483.6403,-1589.8112,-1382.6223,-1416.7334,-2159.1992,
0000000000000000005a_0,-1560.2506,-1423.0668,-1550.2611,-1572.0598,-1463.8867,-2035.282,-2088.896,-2161.397,-2013.6549,-2352.0735,-1958.7458,-1861.3634,-1277.9368,-1793.6671,-2019.1434,-2646.0103,-2053.0945,-1951.8296,-1952.7642,-2446.6743,-2531.0698,-1316.4657000000002,-1418.0244,-1505.2438,-1125.1945,-1543.9611,-1166.0102000000002,-1321.8359,-1503.4218,-1750.6462,-1700.7074,-1216.5779,-1687.3391,
0000000000000000005b_0,-1690.596,-1254.6528,-997.7347,-1143.987,-1318.9888,-1388.24,-1425.2117,-1658.8337,-1786.3986,-1748.0356,-1741.2893,-1670.5771,-1094.3221,-1604.2446,-1730.3643,-1778.4814,-1775.1309,-1648.8392,-2063.6992,-2268.9526,-2109.028,-1185.5142,-1166.9162000000001,-988.5551,-1056.8326000000002,-1486.42265,-1035.9545,-821.3718,-1142.7478,-1113.5284,-1225.2203,-1078.5507,-1427.597,
0000000000000000005c_0,-1022.4694,-788.33167,-1037.3551,-1034.8572,-1267.0692,-1207.4081,-1098.4532,-1512.021,-1576.3911,-1371.3069,-1699.9156,-1488.8025,-647.8334,-1301.5502,-1511.3851,-1601.0239,-1344.8732,-1238.6102,-1468.1315,-1504.0461,-1404.1447,-604.1219,-510.42100000000005,-890.9872,-218.44709999999998,-453.87329999999986,-640.6781000000001,-826.3716,-1103.3972,-857.0398,-997.15405,-975.7081,-988.2665,
0000000000000000005d_0,-1887.471,-1727.6951,-1887.8818,-1810.6195,-2017.1954,-2226.5576,-2119.3257,-2279.7524,-2241.3843,-2574.026,-2193.2524,-2031.9443,-1420.8604,-1878.7317,-2391.1738,-2635.44,-1820.8472,-2265.7642,-2161.0928,-2596.8374,-2491.374,-1509.2917000000002,-1527.1930499999999,-1712.5197,-1219.3064999999997,-1805.4881000000003,-1248.82305,-1590.1959,-1753.7905,-1899.7715,-1748.9865,-1503.4543,-1980.3936,
0000000000000000005e_0,-1377.6499,-1546.8992,-1404.0636,-1508.3173,-1339.6826,-1589.8357,-1454.7614,-1965.3708,-1730.785,-1876.9719,-1867.2476,-1817.5764,-1393.2079,-1792.6033,-2421.4143,-2240.6287,-2133.2532,-1850.211,-1972.7122,-2239.2285,-2646.5154,-1243.779,-1225.2761,-1378.5028,-1043.53765,-1351.1436999999999,-1052.2945,-1102.5619,-1490.0885,-1293.3054,-1440.7336,-1257.608,-1467.9141,
0000000000000000005f_0,-1510.791,-1673.982,-1697.3079,-1631.5159,-1512.6155,-1781.8351,-1795.4489,-2431.712,-2068.2576,-2290.2603,-2232.2378,-2216.9236,-1688.3918,-2046.4434,-2217.6125,-2349.3218,-2086.0225,-2017.6664,-2220.6863,-2445.648,-2762.5566,-1611.1126,-1428.9508500000002,-1574.107,-1228.5378,-1516.84985,-1337.7777,-1267.294,-1572.9797,-1443.2297,-1414.1136,-1478.5933,-1737.8949,
00000000000000000060_0,-1624.0693,-1271.9487,-1122.1046,-1204.6964,-1503.269,-1572.94,-1481.0063,-2434.9822,-1910.6992,-2044.4645,-1974.0713,-1514.7676,-903.4226,-1527.7865,-1806.7578,-1849.44,-1789.9381,-1662.0542,-1386.559,-2128.7766,-1948.2393,-688.8261499999999,-779.5751500000001,-1389.3439,-872.8484,-1186.8662,-330.4935000000001,-871.98096,-1413.8506,-1155.1703,-1156.4962,-1079.2831,-1231.3258,
00000000000000000061_0,-2066.0393,-1931.1001,-1969.1663,-2233.5723,-2448.7832,-2400.3943,-1579.876,-2964.0317,-2701.4414,-2769.987,-2860.5193,-2413.1055,-1857.3766,-2312.3525,-2752.419,-2660.6638,-2541.724,-2609.271,-2703.5342,-2393.456,-2980.0952,-1882.6167500000001,-1615.7341000000001,-2262.1995,-1705.9044,-1570.1756499999997,-1736.9372000000003,-1828.4036,-1903.3677,-2452.1138,-2168.187,-2081.4001,-2080.7825,
00000000000000000062_0,-1768.8016,-1960.2501,-1940.2396,-2064.3347,-2375.1826,-2551.3909,-1841.2986,-2669.9414,-2827.1074,-2835.4895,-2846.9006,-2527.5212,-1895.124,-2349.718,-2576.9155,-2716.8618,-2799.5095,-2655.5615,-2723.747,-2528.4265,-2933.932,-1894.1029,-1835.61305,-2389.5579,-1791.1586000000002,-1644.069,-1765.4131000000002,-1676.4119,-2066.3472,-2092.4556,-2035.52,-2357.9766,-2126.6887,
00000000000000000063_0,-907.7558,-1221.0247,-813.2837,-730.3954,-1351.0337,-1505.7482,-1232.8904,-1439.2205,-1340.1434,-1567.9402,-1312.409,-1259.373,-823.1709,-908.9689,-1062.6198,-1420.0468,-1637.234,-1372.4216,-1232.3448,-1444.1364,-1876.04,-852.5360500000002,-760.2370000000001,-904.9769,-757.2832000000003,-746.9933,-648.9967999999999,-960.1976,-1209.301,-980.9629,-1317.031,-1160.0667,-890.052,
00000000000000000064_0,-1730.5544,-1444.1859,-1068.5352,-1181.8435,-1711.0914,-1618.7369,-1094.0475,-2089.154,-1819.6398,-1741.794,-2109.5703,-1729.0825,-1207.542,-1611.4204,-1660.9098,-1763.2677,-1747.8287,-1799.4573,-1588.7664,-1782.6259,-2034.768,-1114.5205,-1032.83185,-1477.9797,-1102.8343,-774.5329000000002,-755.67145,-1239.1947,-1379.772,-1385.1501,-1126.2588,-883.4385,-1292.1582,
00000000000000000065_0,-2212.078,-2419.9902,-2048.8704,-2343.23,-2395.6265,-2478.6794,-1913.8035,-2887.116,-2404.9214,-2292.3472,-2917.7053,-2312.2222,-2046.3258,-1999.366,-1925.0627,-2055.428,-2377.44,-2379.4895,-2213.4036,-2406.6284,-2599.1914,-1432.4783000000002,-1397.7791000000002,-2283.7664,-1409.0715,-963.1647,-1280.2341999999999,-2189.9492,-2552.8467,-2476.7217,-1967.9211,-1706.9097,-2313.2961,
00000000000000000066_0,-2402.9705,-2120.6992,-1987.0824,-2285.981,-2391.6309,-2265.2915,-1535.1776,-3004.5303,-2527.7068,-2144.8047,-3194.1724,-2574.6162,-1837.7521,-2368.3506,-2183.3516,-2498.9316,-2340.403,-2277.8147,-2275.6113,-2201.383,-2405.6838,-1637.0430500000002,-1479.7128,-2300.576,-1551.2849,-834.33745,-1036.2203,-1930.7391,-2095.5276,-2351.4004,-1971.8292,-1605.9939,-2388.3162,
00000000000000000067_0,-1389.4137,-1346.9191,-1647.1312,-1805.2302,-1731.7196,-1588.9498,-1651.0634,-1922.4044,-1945.9347,-1990.5092,-1806.6143,-1381.8834,-1104.3188,-1780.2955,-1830.8323,-1783.6707,-2091.6477,-1485.7511,-1515.5872,-1871.5026,-2095.0798,-926.3711999999998,-818.96315,-1471.9438,-970.2388000000001,-995.8254000000001,-1055.82435,-1483.8326,-1739.243,-1351.8807,-1783.4537,-1968.0205,-1662.5853,
00000000000000000068_0,-1136.7002,-881.1218,-1270.6599,-1384.2379,-1465.607,-1288.6923,-998.2628,-2007.0127,-1994.5714,-1720.798,-1785.0217,-1677.2854,-659.0592,-1595.8977,-1809.0358,-1498.6699,-1924.0092,-1591.9938,-1350.4948,-1914.0847,-1901.6445,-1213.4378000000002,-579.8476,-1180.0125,14.943850000000054,-889.0033,-865.4801000000001,-1070.6941,-1464.1846,-1135.9961,-1365.8792,-1501.8093,-1395.6807,
00000000000000000069_0,-1117.2567,-923.2886,-1374.6833,-1407.4429,-1599.7651,-1487.124,-1135.1833,-2338.5254,-1811.4479,-1781.2178,-1880.7273,-1522.0833,-728.9391,-1567.4991,-2046.1759,-1670.7411,-2204.168,-1729.9722,-1383.131,-2017.1072,-2207.6125,-1170.9628000000002,-638.82855,-1184.0049,116.93279999999993,-1018.9246000000003,-930.4516000000001,-1041.0526,-1579.2896,-1199.479,-1423.7177,-1583.2845,-1446.4479,
0000000000000000006a_0,-2377.3193,-2492.1946,-3402.7402,-2291.6138,-1726.4637,-2025.666,-2062.35,-2772.4639,-2430.875,-2254.3604,-2494.441,-2516.0164,-1032.3121,-2842.4905,-3080.6802,-2839.9888,-2780.678,-2325.1396,-2616.517,-2717.6382,-3038.715,-1046.597,-1056.1225000000004,-1868.5458,-1135.9506000000001,-598.8266,-411.58859999999993,-1425.748,-1565.8817,-2426.5947,-2139.307,-1096.3925,-1812.1238,
0000000000000000006b_0,-2254.808,-2222.245,-1568.422,-1668.5919,-1759.5515,-2105.3408,-1958.9691,-2274.9695,-1760.2178,-2225.4014,-2033.3828,-1325.1115,-1839.7872,-1735.5504,-2013.5024,-1864.9078,-1671.7874,-1301.2148,-1880.8289,-1890.603,-1965.4092,-1017.9560000000001,-594.76295,-2345.7617,-509.69014999999996,-349.55399999999986,-510.30729999999994,-1943.4891,-2261.1035,-2176.0808,-1330.6792,-1893.1959,-1825.9368,
0000000000000000006c_0,-1997.5902,-1820.3695,-2180.5332,-2101.0044,-1372.533,-2457.336,-2462.5713,-2798.611,-2173.0757,-2286.4534,-2283.871,-2254.3845,-1919.2369,-2232.7095,-2643.6973,-2301.4214,-2456.246,-1984.3191,-1835.6582,-2856.3213,-2787.9392,-1496.3009000000002,-809.9214000000001,-1935.4493,-1160.8177499999997,-940.1702,-594.5267000000002,-1690.2715,-1688.0967,-1892.6444,-2045.668,-2220.4846,-1694.9031,
0000000000000000006d_0,-1618.5742,-1470.1633,-1707.137,-1353.4036,-1199.1654,-1647.4486,-1595.5925,-1684.7625,-1819.1616,-1498.1785,-1623.148,-1254.8835,-1251.7404,-1522.5055,-2715.2295,-2535.9758,-2327.3103,-2185.7224,-2386.5503,-2258.37,-2600.9707,-1095.4920000000002,-799.4583499999999,-1556.7056,-1017.9483000000002,-494.2685,-972.0704000000002,-1096.2614,-1398.0925,-1558.2964,-1712.4375,-1884.9098,-1794.792,
0000000000000000006e_0,-1638.8044,-1569.2234,-1520.4718,-1292.1477,-1190.6569,-1878.0337,-1860.8357,-1785.8828,-1788.6797,-1801.327,-1871.9961,-1925.2563,-1234.71,-2117.0374,-2321.0515,-2278.9238,-1952.9065,-1757.4817,-1767.0067,-1728.6906,-2193.5415,-1044.2143,-775.9058000000003,-1370.584,-861.7219999999999,-818.64225,-1090.6835,-1124.9788,-1667.8115,-1552.0958,-1626.8801,-2055.3894,-1476.3237,
00000000000000000071_0,-2660.6902,-2108.0986,-1551.107,-1660.0479,-1122.0945,-1765.592,-1647.2783,-1796.169,-2692.9397,-2544.899,-1824.2212,-1977.8352,-1669.4968,-1908.1945,-2066.5405,-1889.9106,-1664.0541,-1420.7101,-1650.7174,-1817.8817,-2522.7798,-942.8525000000002,-726.9172000000001,-1697.2754,-184.97819999999984,-526.8118999999999,-1079.784,-1283.71,-1410.744,-1296.2288,-1549.9458,-1679.0483,-1461.1405,
00000000000000000074_0,-1081.9425,-835.8633,-744.2177,-941.0459,-691.3103,-1091.2771,-1142.4987,-1449.3768,-1883.222,-1297.8455,-1671.9558,-1394.966,-755.8396,-1355.691,-1359.3486,-1558.9695,-1534.5476,-1335.2197,-1286.7444,-1211.6617,-1513.0454,-169.99550000000005,-190.80705,-1101.7521,-74.73310000000004,-145.85934999999998,-146.02859999999993,-885.7483,-898.1317,-923.8011,-921.6531,-973.8365,-920.3618,
00000000000000000075_0,-1080.0786,-1098.1399,-1294.4602,-1166.6238,-1053.9702,-1163.3015,-1392.1929,-1698.7562,-1975.033,-1845.6254,-1523.0682,-1425.9038,-1040.4579,-1286.7638,-1464.5381,-1438.7947,-1128.6812,-1183.6427,-1417.6368,-1662.2,-1730.2793,-678.7385000000002,-624.7664500000001,-1174.3911,-546.7695000000001,-547.8430500000002,-512.1550000000002,-794.1214,-1309.6368,-1193.9294,-1259.8566,-1068.0588,-1411.9554,
00000000000000000076_0,-991.2001,-1050.4218,-1408.872,-1056.9415,-993.4914,-1283.6445,-1437.073,-1756.821,-1712.0054,-1523.5437,-1228.8947,-1328.8502,-1034.843,-1193.2278,-1807.706,-1575.9888,-1515.1179,-1368.6332,-1947.2804,-1669.7568,-1936.6375,-1270.6967,-1103.3373000000001,-1042.5457,-722.5001000000001,-45.435700000000054,-684.5640000000001,-798.8115,-1196.4957,-1361.5166,-1046.719,-1151.8307,-1527.715,
00000000000000000077_0,-954.33496,-971.1427,-1542.8943,-1122.1985,-1676.1277,-1228.7706,-1590.978,-1830.6765,-1858.5933,-1577.4938,-1769.1445,-1370.2754,-1045.6257,-1336.3907,-1633.0442,-1851.3058,-1489.5306,-1367.8125,-1360.6587,-1729.14,-1721.5503,-851.8704500000001,-605.2378,-1353.7272,-497.54439999999994,-607.0632,-854.0528,-876.6732,-1201.6895,-1098.4877,-1534.6472,-1624.4326,-1200.0778,
00000000000000000078_0,-2138.7266,-1492.8774,-1723.3999,-1675.7656,-1615.5826,-1673.655,-1408.8848,-2095.6438,-1908.1449,-1745.6442,-1829.024,-1874.1665,-1239.5117,-2116.1604,-2273.3635,-1853.4478,-2528.8887,-2392.0503,-1203.3171,-1754.884,-2065.4138,-1252.9325000000001,-840.6372000000001,-1635.6355,-1043.8031999999998,-1220.9601,-1152.3425,-1200.7632,-1677.9219,-1435.4194,-1810.6427,-1247.0201,-2001.3474,
00000000000000000079_0,-919.3394,-1346.2206,-978.923,-734.8974,-1115.3883,-1461.79,-1199.4694,-1694.1556,-1684.5164,-1525.6332,-1513.158,-1257.7242,-1070.2094,-1161.5446,-1476.4414,-1365.9155,-1599.9233,-1294.2334,-1413.4509,-1571.5836,-1926.363,-1243.6803000000004,-694.0406,-1524.8123,-756.0622,-539.6984000000002,-579.0182500000001,-1108.3412,-1432.3553,-1057.9144,-1229.8369,-1109.4158,-1509.1183,
0000000000000000007a_0,-1996.3208,-1453.7961,-1820.5109,-1413.827,-1704.0442,-2120.7722,-1870.0099,-2369.6196,-2783.9763,-2138.8828,-2529.0815,-2075.1992,-1137.0356,-2091.7847,-2017.49,-2128.2432,-2140.2456,-2110.7253,-1704.9893,-1990.5135,-1948.4733,-1723.2197,-1141.0011,-1892.2079,-1101.9194000000002,-707.6843,-1026.9553,-1289.7009,-1591.8322,-1526.3201,-1561.1176,-1574.4249,-1790.6453,
0000000000000000007b_0,-1195.6433,-1384.9309,-1104.6823,-1025.5112,-1168.7799,-829.3596,-1280.6812,-2067.195,-2223.039,-1741.9915,-1773.508,-1294.8005,-1137.6023,-1292.3201,-1545.4779,-1533.9174,-1478.7675,-1405.1053,-1546.4712,-2079.7056,-2014.023,-511.83069999999975,-1634.4517,-1326.6018,-318.1149499999999,-218.40865,-637.6628999999998,-640.5416,-1253.2799,-996.9534,-1221.6023,-1230.7805,-1560.6575,
0000000000000000007c_0,-1417.5706,-1189.761,-1029.478,-925.1078,-1051.4556,-1000.3471,-1038.3259,-1634.2246,-1645.904,-1425.8168,-1494.7443,-1478.1272,-1057.7771,-1505.4418,-1929.7382,-1645.97,-1719.8187,-1412.781,-1563.9436,-1833.9897,-1675.5757,-740.2511999999999,-1011.2849999999999,-1183.1283,-490.7492000000001,-312.28430000000003,-403.59530000000007,-810.8716,-1012.0977,-1135.5734,-597.8385,-1045.7162,-1222.7224,
0000000000000000007d_0,-984.40906,-1210.3291,-963.3213,-905.56555,-1124.0428,-1128.4482,-959.9298,-1374.1105,-1559.1991,-1549.02,-1741.2094,-1432.8158,-981.3458,-1289.9475,-1375.0822,-1486.9502,-1558.2405,-1354.2617,-1424.1617,-2135.6655,-1896.8024,-537.0198999999999,-415.36850000000004,-1227.6696,-965.7717,-219.46224999999993,-459.2558,-1064.0662,-1282.2524,-961.50757,-2139.5293,-961.1017,-1046.795,
0000000000000000007e_0,-1430.2827,-1092.0386,-870.7254,-928.44714,-993.8095,-925.1014,-912.3142,-1428.4694,-1566.4424,-1513.4108,-1627.5764,-1338.1768,-980.7888,-1244.801,-1375.2551,-1499.7218,-2059.6858,-1352.6088,-937.42535,-1608.86,-1735.1868,-1307.25035,-980.7149,-1153.4521,-144.25540000000012,-750.9355,-700.2116500000002,-983.48376,-1627.9008,-857.2586,-1805.7748,-1048.871,-1095.9817,
0000000000000000007f_0,-2338.588,-2177.6658,-2516.488,-1751.8071,-1836.1774,-2240.743,-2391.163,-2514.073,-2669.1226,-2674.375,-2494.53,-2512.715,-2079.5725,-2458.8604,-2637.598,-2478.465,-2385.2725,-2398.1658,-2236.24,-2352.7615,-2552.2917,-1392.59935,-1202.3287000000003,-2036.3501,-1327.6726500000002,-1213.3385000000003,-1359.3930999999998,-1527.5942,-2456.9556,-1798.0343,-1932.0151,-1891.2712,-2200.6467,
00000000000000000080_0,-1032.0725,-761.0157,-1398.2158,-1057.4814,-1300.4408,-1162.7876,-1623.5125,-1692.9552,-1790.5681,-1689.8953,-1690.0549,-1361.5919,-832.9196,-1320.169,-1597.1414,-1941.7241,-1684.8505,-1266.4724,-1671.6116,-2149.541,-1848.0803,-916.5833500000001,-862.6363,-1032.7264,-790.5496,-620.0930500000002,-778.61,-782.0525,-1120.4648,-1325.6805,-1389.397,-989.04175,-1534.8583,
00000000000000000081_0,-1612.3108,-2116.3474,-1001.3585,-948.9822,-1583.5826,-1361.3638,-1187.8951,-1688.0736,-1673.7806,-1775.5345,-1628.9762,-1347.1189,-932.1912,-1333.7676,-1655.9681,-1733.6913,-1304.6613,-1185.3666,-1593.1334,-2333.2383,-1426.5442,-1274.62095,-1284.0443,-1108.9784,-808.4086500000001,-956.4011499999999,-1152.8041000000003,-466.64288,-1025.3964,-1046.3398,-486.2312,-1083.7753,-1288.6001,
00000000000000000082_0,-2055.6694,-2672.3948,-1744.199,-1453.2676,-2058.8096,-2050.3281,-1897.5947,-2802.9814,-2931.3599,-2467.2124,-2329.1587,-2327.493,-1882.4998,-2203.0215,-2558.3262,-2685.6802,-2269.2405,-1976.7834,-2131.6562,-2646.166,-2853.1572,-1088.55695,-1355.5081,-2112.771,-1659.7677000000003,-1149.25615,-1423.9941,-1950.2424,-2474.9685,-1882.9061,-1761.5972,-1730.2172,-2292.645,
00000000000000000083_0,-1441.0544,-2116.0166,-1347.9163,-1203.0099,-1586.4814,-1705.0911,-1137.7046,-2242.5083,-2457.885,-2064.2554,-1866.2609,-1629.6746,-1200.4143,-1605.8772,-2008.3983,-2149.0332,-1877.6042,-1440.8767,-1951.1125,-1978.3591,-2157.9492,-870.88635,-675.1629499999999,-1709.6672,-921.1113000000001,-673.57035,-929.0949999999999,-1423.8765,-2349.724,-1331.9323,-1333.3892,-1306.3503,-1872.6434,
00000000000000000084_0,-2328.326,-2277.0598,-1681.2761,-1524.1593,-1467.8125,-1510.3763,-1858.9817,-2078.4658,-1865.7059,-2253.264,-2104.4,-1876.025,-1800.0894,-1731.3629,-1762.8704,-1818.3066,-2090.5044,-1870.1589,-1473.9729,-1859.477,-2039.5784,-1428.5049000000001,-952.3493,-1629.782,-1265.7998,-900.7853500000001,-864.9398,-1156.0299,-1705.4865,-1392.6414,-1438.9125,-1384.4392,-1714.6819,
00000000000000000085_0,-2400.5269,-2143.974,-1280.7847,-1460.3889,-1453.2802,-1776.2473,-1671.49,-1954.3593,-1861.6633,-2189.1887,-1851.4661,-1603.6425,-1801.0573,-1802.0935,-1573.2535,-1677.0844,-2230.022,-1715.0046,-1596.0195,-1763.1746,-2285.0674,-1329.4258499999999,-1003.2565500000001,-1746.9867,-904.5223000000001,-838.25585,-905.7699500000002,-1559.9868,-1891.5349,-1361.0636,-1402.9327,-1246.1722,-1799.3491,
00000000000000000086_0,-1840.7256,-1219.6907,-1254.6774,-1474.1373,-1969.2167,-1319.5475,-1207.8319,-2040.3225,-1800.1864,-1772.2211,-1703.9652,-1673.9832,-858.50555,-1659.097,-1826.5103,-1843.4805,-2037.1262,-1807.8091,-1165.1842,-1259.3085,-2719.541,-1305.1114,-1519.8714999999997,-1096.6025,-1396.9295000000002,-1148.9407,-1786.83725,-896.328,-1093.2979,-996.2936,-1601.5282,-1438.9154,-1325.0483,
00000000000000000087_0,-1445.5671,-1138.5996,-842.27344,-1056.3223,-920.6029,-1525.6196,-1415.0715,-1809.4811,-1349.4172,-1205.5864,-1817.4723,-1326.1354,-958.9125,-1230.3518,-1437.829,-1516.8818,-1425.8611,-1327.3398,-1438.6539,-1578.8347,-1673.8668,-865.7947999999999,-1197.5750000000003,-1481.2322,-930.7376000000002,-685.9890000000001,-1167.83445,-992.696,-1567.6427,-871.96497,-914.9486,-1035.8625,-1642.647,
