system:index,Greenness,Greenness_1,Greenness_10,Greenness_11,Greenness_12,Greenness_13,Greenness_14,Greenness_15,Greenness_16,Greenness_17,Greenness_18,Greenness_19,Greenness_2,Greenness_20,Greenness_21,Greenness_22,Greenness_23,Greenness_24,Greenness_25,Greenness_26,Greenness_27,Greenness_28,Greenness_29,Greenness_3,Greenness_30,Greenness_31,Greenness_32,Greenness_4,Greenness_5,Greenness_6,Greenness_7,Greenness_8,Greenness_9,.geo
00000000000000000019_0,1413.5631,1280.9033,1042.9574,1213.9913,1378.2693,1329.0859,1320.2913,931.5219,911.3068,895.6216,833.7915,1074.2812,1501.1085,1065.1104,1029.6511,1011.578,966.6196,1295.3542,1093.5076,957.0368,777.511,1375.7417,1223.6876,1476.938,1482.2968,1478.0544,1581.0446,1476.4866,1110.5757,1170.4312,1168.7308,1123.8564,1342.7255,
0000000000000000001a_0,1283.7783,1677.2651,1709.1431,2023.1777,2076.9072,1836.6204,1820.4851,1686.6973,1876.398,1365.8712,2025.3903,2115.7285,1635.322,1878.354,2066.6833,1886.325,2091.619,2236.5024,2440.4111,1988.362,1668.5818,1875.3589,2350.3926,1841.993,2304.7915,2052.8574,2337.1213,2412.1333,2365.4175,1720.0898,1975.2151,1988.1082,1848.0352,
0000000000000000001b_0,1440.603,1156.3315,1362.2734,1595.5682,1571.8081,1436.0205,1477.33,1089.7598,1069.5883,916.9968,998.6874,963.8815,1567.5559,1320.3672,1200.4459,1274.585,1076.6583,711.2365,1852.5664,1048.5887,1049.0364,1360.4673,1330.7198,1348.4741,1687.5803,1826.2338,1595.1367,1521.5052,1245.8431,1521.3589,1454.4774,1669.1909,1371.0737,
0000000000000000001c_0,1225.737,1461.3733,1634.9042,1670.8885,1864.7488,1497.547,1500.0212,1022.6211,962.1345,1199.511,1217.1473,1166.3572,1576.6699,1414.0005,1253.4644,1261.8167,1104.3534,1457.9828,1253.0502,1182.8284,1181.4587,1641.5178,1557.2458,1653.8502,1702.0312,1857.6449,1823.001,1746.3036,1523.6489,1531.2008,1294.5625,1696.678,1466.9329,
0000000000000000001d_0,1493.2363,1326.3112,1514.8494,1230.0796,1561.2222,1040.1406,1537.2782,677.4859,720.77234,896.8979,1149.4946,1252.4088,1570.9885,1102.3674,838.81885,1292.453,944.34973,1068.0454,1106.1702,1120.8976,675.8579,1203.5234,1301.9191,1388.5428,1466.7383,1551.3136,1600.6035,1813.3113,1317.598,1479.1354,1275.4065,1091.2405,1186.7908,
0000000000000000001e_0,1544.4404,1327.2751,1789.534,1504.5374,1452.9897,1521.6814,1145.5422,1086.5598,963.312,861.986,1107.5729,1050.5779,1645.4044,1346.8208,1142.4178,1228.0518,1286.1886,1555.9423,1615.0906,1222.741,1494.638,1826.6465,1788.9424,1665.2512,1810.8969,1725.3167,1420.8622,1655.5786,1400.8704,1180.3572,1301.2664,1353.3914,1169.7344,
0000000000000000001f_0,1527.8975,1548.0323,1314.7225,1621.496,1845.8452,1420.2554,1477.1141,1248.8542,928.5882,908.98364,1227.4658,1124.137,1814.7664,1141.6146,1278.5186,1009.8418,1112.124,1514.834,1380.853,1350.0132,862.6695,1579.5125,1861.0511,1876.5117,1803.059,1813.4705,1703.2582,1732.9623,423.0679,2452.4106,1308.7166,1557.6014,1453.183,
00000000000000000020_0,1771.67,1857.1467,1904.3882,1978.901,2189.229,1626.33,1783.0763,1525.9712,1417.9434,1461.189,1634.524,1285.1665,1926.6675,1405.9796,1233.0544,1142.9617,644.8817,1705.8419,1848.5304,1249.9766,1140.078,1719.9897,1748.3179,1630.8175,1395.0781,1971.0347,1991.642,1862.8489,2017.4939,2097.841,1802.2993,2023.0088,1969.2437,
00000000000000000021_0,1558.815,1471.9948,1593.3872,1575.5498,1959.7173,1515.5607,1649.5052,1629.0524,1367.2582,1508.953,1565.9681,1370.044,1706.9265,1490.163,1379.4012,928.2343,133.14725,1468.1147,1718.3348,1409.9716,1003.0292,1609.8113,1376.7537,1595.5225,1932.5981,2315.299,1780.0966,1652.788,1696.0135,1529.0028,1754.3981,1723.3853,1728.2349,
00000000000000000022_0,1250.5609,1515.5243,1452.7588,1316.3542,1736.3167,1450.0615,1490.7368,975.0371,924.00244,785.2822,1313.1924,1353.7548,1764.299,1335.8066,1250.0775,1302.4036,1234.3307,1655.3037,1590.0198,1073.7512,932.7208,1851.0825,1616.7037,1652.5524,1793.7825,2051.3594,1691.3586,1804.5557,1489.1091,1461.9349,1222.9111,1899.8856,1522.8429,
00000000000000000023_0,2664.4482,2091.7122,2388.9863,1988.7631,1928.8658,2253.015,1799.9401,1933.6953,1218.6908,1264.9656,957.9634,1564.9606,2652.009,1651.3802,1284.1113,1312.9493,1451.646,1225.6074,1878.6978,1729.6794,1132.8606,2517.3943,1745.8284,2032.7156,2130.738,2064.005,2329.357,2337.7598,2712.4534,2669.9685,1418.2509,1456.2473,1936.4398,
00000000000000000024_0,2021.2311,1121.317,1628.658,1580.1393,1557.832,454.6389,1397.8921,1231.6444,1343.7314,1082.2506,1281.2885,1001.01965,1525.7966,898.2861,1126.3971,952.2765,549.511,1094.2178,1214.832,1104.3894,804.46423,1817.979,1774.265,1662.9486,1989.9297,2130.8743,1942.8655,1944.2505,1906.2188,1072.9764,628.3203,1526.1948,1534.4375,
00000000000000000025_0,1300.7743,1263.331,1531.24,1243.824,1229.6855,938.365,1206.0038,1030.9807,913.6284,913.7161,1007.2913,845.6064,1417.8928,964.44196,712.769,607.2578,733.0854,659.3994,945.1379,439.3354,418.0584,788.6531,951.39136,1121.8961,894.5989,1115.0483,1034.95,1510.6692,621.8676,1196.9778,904.7141,1327.567,1400.1594,
00000000000000000026_0,2024.7285,1373.339,1626.2913,1615.8789,1754.2039,1429.6274,1942.7579,1205.9801,967.7126,1184.8326,1121.3336,1479.7144,1819.045,1627.2886,1349.2314,1236.1993,1233.0051,1642.1185,1616.9353,1411.3401,1207.6558,1933.5991,1742.6052,1585.1747,1910.6061,1909.343,1791.346,2078.7,1409.0806,1944.6993,1534.1505,1790.915,1510.0161,
00000000000000000027_0,1345.2378,1480.1497,1685.44,1588.655,1662.1298,1459.8861,1432.3982,1214.7542,695.2764,1044.496,1203.4647,382.97388,1980.9003,1400.1509,953.0285,1074.9893,945.7798,1444.3528,1375.6533,1135.6499,685.7575,1603.3152,1354.7834,1327.4443,1999.3972,1946.437,1767.0842,2516.8481,1743.8888,1659.8306,1379.352,1519.7936,1227.1827,
00000000000000000028_0,1754.4974,2025.707,1709.8386,1659.5421,1927.5854,1656.5178,1526.4956,1522.4844,1099.0908,1390.5273,1640.1575,1302.557,1899.8884,1397.3337,1496.1921,1270.9135,487.9343,1814.5348,1502.2483,1771.8362,910.0759,2276.713,1844.1604,1784.4534,1919.9742,1542.0836,1909.1572,2420.6626,1816.9246,1835.5038,1481.4614,1204.9565,1377.7244,
00000000000000000029_0,1698.5277,2146.1313,2062.1545,2186.1963,2807.8418,1677.4606,1587.3959,1697.5226,1579.0613,1523.2487,1334.8855,1627.852,1915.5818,1587.0226,1519.4146,1775.1294,1537.5502,1525.731,1563.3016,1816.9783,1655.208,2586.804,2271.93,1799.6134,2430.644,2358.3647,2104.6018,1986.5188,1998.9094,2174.4536,1507.0779,1891.8945,2198.7007,
0000000000000000002a_0,1602.8112,1462.2266,1709.107,1606.1158,1940.9995,1237.7511,1189.334,992.9246,1115.8698,1020.4072,861.1311,1139.5413,1579.8293,1129.1252,1294.1945,1485.7009,1376.9739,1355.0361,1253.7716,1210.5227,1117.0928,1730.295,1753.6504,1373.1202,1902.3313,1941.0344,1994.0696,1802.9951,1697.9526,1597.4979,1173.2136,1603.3242,1618.1157,
0000000000000000002b_0,835.8667,1912.8695,1681.1373,1741.6299,1999.8966,1497.4314,1772.3307,1301.1588,1560.6838,1278.777,1036.3446,1212.6816,1710.527,1424.9574,1244.2312,1406.099,1395.9526,1600.3759,1575.1312,1286.3984,1223.6914,1716.3496,1604.6996,1650.5704,1934.969,1910.681,1884.4463,1660.9225,2065.3125,1531.5239,1555.6003,1437.2386,1904.883,
0000000000000000002c_0,1418.6135,1955.5511,2090.9692,1791.4952,2373.258,2185.5093,1771.3105,1848.1996,1933.264,1931.689,1947.0594,2084.419,2155.2227,1869.8688,2007.2252,1900.313,1811.9655,1856.9465,2259.984,1762.4019,1739.0688,2145.3208,2387.2576,1650.3015,2252.7407,2638.0588,2268.3267,2445.7974,2566.741,2037.1112,739.5096,1781.1274,2462.9058,
0000000000000000002d_0,1724.5964,2195.0112,3162.495,1212.6849,1953.3418,1982.4366,1685.095,1667.0249,1658.7651,1216.2991,1544.1804,1723.5254,2026.3334,1360.338,1419.3794,1588.9482,1613.1818,1725.2604,2002.1125,2108.4788,1121.6619,1409.8274,2028.968,2115.3264,2174.473,1914.7074,1722.7097,2191.5908,2116.7163,1952.1104,2133.1096,2671.165,1075.9015,
0000000000000000002e_0,1655.7241,2289.2856,2005.4065,1805.2198,1697.1022,1912.8701,1735.4489,1600.5374,1092.5322,1275.05,1280.0935,1606.226,1873.3124,1086.2212,1581.8986,1355.5408,1406.2599,1497.3528,1602.8832,1702.3362,1446.7936,1811.2429,2047.827,1981.5381,2249.0552,1997.352,2145.916,1889.9647,1887.6448,2109.2947,1913.5582,1854.8568,1767.4617,
0000000000000000002f_0,1477.2917,1815.8094,1918.5605,1655.8743,1567.9568,853.4852,1819.2517,1929.8049,1553.1997,819.4316,2014.7496,1402.58,1885.1445,1340.9364,1547.8405,1523.7072,1154.0658,1705.7611,1552.2261,1654.2488,1340.0271,1780.6107,2085.3806,1929.1001,2768.1409,1755.7314,2042.5398,1878.5925,2355.5571,1912.3518,2072.131,2064.334,1912.1631,
00000000000000000030_0,1560.8748,1825.5397,1656.8728,1367.4873,1399.226,1439.4202,1291.9689,1192.0306,1141.7358,1451.0266,1296.4946,1162.116,1699.4238,1201.0984,1394.3936,1382.071,1094.8972,1481.2732,1475.3986,1428.562,1267.259,1673.009,1733.9905,1902.9666,2155.8657,1881.2218,1964.9238,1810.6906,1561.5209,1562.9113,1694.1632,1306.6493,1383.0322,
00000000000000000031_0,1444.6125,1849.2761,1860.3322,1599.6298,1771.7615,1845.362,1629.7391,1454.1582,1376.8396,1369.1322,1500.0597,1614.698,1880.7473,1463.3059,1744.5107,1724.4758,1509.9165,1770.4178,1707.4937,1642.2532,1551.4814,1819.441,1827.3555,1947.647,2152.863,1781.9265,1878.1433,1682.3707,1891.6547,1456.0745,1702.3026,1559.9526,1704.799,
00000000000000000032_0,1408.9956,1782.969,1488.9131,1057.5642,1658.7072,1605.582,1343.006,1376.255,1350.609,1398.0029,1485.2202,1028.1609,1844.6382,1552.555,1119.1322,1389.7157,1271.1086,1305.8752,1350.9316,1367.753,1196.415,1738.8674,1829.1559,1713.9042,2110.7925,1588.1218,1708.6366,1873.9493,1684.8103,1351.6202,1440.4482,1559.7618,1430.7784,
00000000000000000033_0,1194.3907,1629.0901,2182.4492,2188.5073,2140.8464,2208.2563,2208.0776,1422.291,1355.4092,1042.1959,1441.5688,1677.6147,1973.2946,1733.3369,1558.7529,1313.0354,1623.332,1922.533,1763.821,1452.7483,1333.5116,1692.4272,2001.9668,2221.4053,2185.9995,1796.3524,1887.3463,2447.698,1697.7808,2214.5352,1948.5262,2068.2136,2142.6157,
00000000000000000034_0,1832.7543,1934.2958,2200.3496,1789.847,1454.6671,1580.4684,1998.1818,1602.7594,1782.789,1492.0767,1520.9973,1624.4094,2062.8865,1415.2863,1416.5087,1620.6558,1545.8757,1615.8105,1530.4043,1521.7719,1374.1989,1977.4983,1970.395,1957.2036,2430.4265,2177.8027,2391.6897,1802.4266,2076.5376,1635.0092,2091.9028,1752.4922,1799.1917,
00000000000000000035_0,1746.5876,1906.4622,2075.9482,1665.6715,2006.2329,1764.435,1595.2393,1695.2922,1624.5724,1480.5913,1472.8604,1557.5822,1705.8147,1688.0369,1781.1682,1847.591,1763.4243,1629.2122,1822.3953,1908.4163,1554.8413,2046.9941,2309.62,1606.614,2440.5354,1996.7527,2202.8794,1508.0848,2049.6826,1841.5022,1880.6267,1899.078,1701.43,
00000000000000000036_0,360.482,1753.6022,1599.0865,1468.7928,1717.0325,1745.8481,1392.4897,1337.8245,1506.7701,1124.4159,1415.4762,1651.6747,1240.2461,1624.1196,1713.7314,1642.572,1517.0282,1870.4377,1840.1154,2025.9456,1282.4478,1878.0492,2234.557,1458.6499,2447.6487,1886.6045,2085.7036,2041.4949,1088.1743,1990.5688,1701.1875,1441.5946,1264.4072,
00000000000000000037_0,395.78555,1684.5417,1456.2155,1477.3391,1574.091,1781.5481,1517.325,1395.9252,1526.708,1110.9152,1476.4269,1613.698,1377.3308,1630.3983,1842.8984,1811.3674,1748.3583,1896.6042,1696.9117,1963.2612,1491.1938,1797.5615,2119.1633,1441.7357,2129.4888,2046.3687,2426.9375,1687.5991,816.4364,2051.6655,1573.138,1220.5923,1227.883,
00000000000000000038_0,-133.5764,-286.5937,-304.4017,-485.9527,-295.564,-302.02585,-616.5884,-357.484,-438.91742,-706.3806,-565.4223,-588.00714,-262.35217,-567.71704,-563.1158,-467.0969,-610.80853,-665.7996,-653.38495,-719.0865,-280.47382,-347.6386,-345.7782,-304.16156,-244.9111,-256.1049,-283.32867,-392.6091,-136.587,-311.7272,-175.9453,-113.114655,-185.93976,
00000000000000000039_0,-125.4061,-379.7575,-296.0349,-551.3873,-362.1346,-276.1799,-651.022,-389.1944,-432.806,-695.2678,-539.6792,-563.4859,-266.92575,-570.8374,-525.3873,-406.32315,-609.4828,-656.2474,-660.03723,-594.9642,-336.512,-331.3886,-356.57306,-410.32526,-249.4121,-283.16498,-285.9135,-426.1674,-137.5186,-344.8395,-51.2945,-88.2021,-219.35574,
0000000000000000003a_0,-131.1563,-346.4016,-284.9071,-525.1131,-313.4917,-300.4678,-658.8148,-381.37384,-444.9896,-708.4419,-560.37,-601.841,-249.6588,-614.9643,-555.644,-422.5623,-663.7267,-664.89844,-592.861,-672.7816,-293.77228,-341.6033,-338.1539,-426.27496,-241.7845,-300.96057,-286.6311,-412.3984,-137.3952,-328.9988,-143.8587,-123.94275,-216.7843,
0000000000000000003b_0,-115.2825,-394.4688,-274.9641,-436.03107,-310.6934,-328.222,-584.7658,-394.9787,-446.60352,-702.6161,-564.9578,-567.375,-239.00696,-585.6445,-539.6056,-490.2143,-567.5982,-649.3288,-620.7812,-682.9518,-294.5306,-335.3773,-356.21594,-407.8382,-250.4694,-323.63397,-353.50446,-455.9368,-145.7642,-296.8148,-171.7818,-111.8423,-206.5195,
0000000000000000003c_0,-94.99335,-268.25092,-239.9436,-460.90225,-286.152,-310.6331,-674.5469,-391.138,-466.7927,-697.4782,-583.4638,-543.1366,-228.59329,-581.4179,-588.3701,-504.0878,-627.60297,-625.0326,-668.1046,-566.9508,-282.8064,-329.8005,-330.4183,-403.48956,-241.37271,-291.0588,-377.0476,-469.6481,-181.0831,-327.2429,-159.7873,-93.733795,-211.49506,
0000000000000000003d_0,-94.07735,-357.27332,-231.62244,-435.00604,-339.6204,-311.55496,-662.1181,-385.4136,-436.26147,-715.7052,-596.93823,-543.266,-258.4806,-566.5438,-569.2283,-450.21185,-571.8257,-662.2282,-687.20374,-725.7113,-293.8662,-324.0051,-362.9934,-355.2929,-254.3673,-323.6413,-267.9468,-427.2292,-133.8687,-357.7314,-141.9956,-105.0459,-178.57225,
0000000000000000003e_0,-52.6654,-180.75946,-258.2444,-447.5624,-318.7153,-230.98035,-628.7533,-357.6096,-367.49512,-564.016,-438.8722,-556.1,28.5148,-560.3795,-514.1792,-394.44086,-628.9652,-603.5458,-568.3309,-694.4295,-180.3398,-171.787,-193.613,-379.0821,-133.8924,-182.65506,-247.00876,-315.749,-160.4184,-264.8578,-48.34,-115.19925,-202.2802,
00000000000000000040_0,1557.3895,1887.8108,1834.2982,1903.2682,2133.2734,1785.978,1747.3369,1684.4095,1747.013,1543.918,1422.0464,1396.5837,1677.6042,1578.0295,1412.0632,1716.9344,1380.6226,1510.306,1649.9287,1890.8314,1080.7887,2273.1401,2315.6167,1963.4038,2236.6084,2590.9375,1965.6897,2382.339,2335.7485,1254.0625,1883.1564,2247.1013,1870.2632,
00000000000000000041_0,1918.1458,1449.0359,1819.0055,1821.0266,2012.4713,1772.5034,1742.8811,1498.423,1700.741,1670.1978,1292.0952,1106.548,2694.507,1769.638,1766.6593,1666.1057,1448.9961,1616.9772,1961.9166,1676.6495,1638.5479,2201.9329,2411.208,1615.7976,2492.3193,2991.2527,2263.8716,2081.6382,2182.668,1464.989,1731.9528,2132.0688,2486.9062,
00000000000000000042_0,1394.3594,1617.8745,1844.153,1581.2192,1825.8856,1623.1667,1600.4214,746.8955,1601.1538,1598.4417,1770.9148,1400.1642,1796.8564,1517.2401,1467.2605,1402.6534,1759.748,1708.2542,1724.393,1517.5824,1299.2037,1923.4028,1962.8564,1758.7615,2129.811,2382.9375,2041.0743,873.2367,258.51483,1532.7043,1675.09,1966.6971,1614.1711,
00000000000000000043_0,1750.5955,1885.7739,1670.5906,1690.5564,2055.2043,1779.0853,2076.0742,1099.8167,1101.687,1407.581,1610.895,1150.3704,1348.0522,1578.8625,1487.342,1656.2604,1288.9292,1856.8826,2147.4536,1239.192,689.4099,1840.1569,1835.1938,1872.4806,2058.2134,2240.2346,1945.533,2272.4849,1771.1184,1657.8827,1505.3824,1576.0245,1550.9434,
00000000000000000044_0,1421.7472,1699.3546,1366.5044,1617.3657,1874.6918,1815.833,1893.6722,1056.23,1044.022,1183.913,1608.137,1346.143,1619.8223,1406.81,1221.1742,1327.9265,1203.4495,1556.112,1807.8215,1287.472,1259.7198,1660.6871,1619.0809,1827.023,1735.2664,1870.9169,1464.0829,1872.1962,1760.7278,1611.7876,1517.9625,1561.2065,1740.8441,
00000000000000000045_0,1498.8857,1749.8027,1283.9534,1828.3756,2139.6035,2066.8667,1521.8546,773.61523,1157.3054,1598.8411,1583.5022,1278.2065,1382.9204,1799.1887,981.7876,1240.2122,1822.0648,1805.4236,2041.7864,1215.3427,1380.7415,1489.9589,1940.1157,2518.5525,1310.3978,1864.1018,1461.5452,1766.377,1607.8558,2146.9666,1327.4219,1818.424,2217.0352,
00000000000000000046_0,2180.9424,1307.7311,1353.7716,1973.6123,2235.2085,1716.7955,1539.3477,1191.0386,1463.03,1567.7732,1324.481,1577.8884,1220.6569,1663.7292,1898.1707,447.5881,1946.8938,2295.285,1959.2086,1194.1383,1614.3304,1786.6873,1463.9404,1919.8274,2008.1798,2244.5745,1818.3796,2858.5557,1459.8022,1855.0605,1706.5939,1943.6028,1880.1665,
00000000000000000047_0,1092.6143,1714.6041,1087.8274,1103.3162,1167.6063,1281.6447,1222.6416,1353.4878,1429.9163,1308.7192,1256.481,1287.2324,1932.3573,1536.8958,1291.807,1398.7864,1318.3652,1465.7859,1527.491,1462.1707,1063.6074,1579.0894,1281.2964,1995.0723,1523.5281,1723.9373,1671.4485,1720.2107,1624.636,1310.047,1236.6143,1071.5726,1167.4141,
00000000000000000048_0,932.4751,887.6858,1723.8381,1442.1107,1493.2255,1437.0725,1203.5651,991.4104,1003.0616,1170.2222,1229.8042,1324.7542,1315.1803,1558.6206,1468.333,1580.0132,1310.5153,1674.2,1797.56,2012.1396,1409.0536,2071.9333,1995.9446,1267.169,2000.5319,1966.9412,2007.4478,1426.2766,1394.4762,1668.2261,1715.534,1696.4106,1609.7578,
00000000000000000049_0,1757.4285,1938.5837,1825.276,1568.6565,1594.8278,2023.3918,1759.5471,1363.3448,1349.177,1368.9364,1400.8538,1408.5645,1782.1636,1474.161,1544.8212,1436.8997,1385.9331,1733.0452,1512.9529,1442.0194,1090.022,1702.1428,2194.7092,1684.6678,1905.2855,1617.3253,1742.053,1785.1804,1498.193,1547.1736,1528.6053,1679.1018,1807.2855,
0000000000000000004a_0,1746.7272,1834.5952,1814.5093,1567.0966,1348.128,1867.9778,1790.033,1286.0193,1324.3652,1175.731,1164.6337,1471.7476,2277.3376,1540.7373,1535.1134,1184.9402,1562.0061,1564.446,1420.659,1512.3384,1120.2566,1733.29,2051.7354,1431.1722,1841.0927,1574.8954,1670.7275,1657.1624,1699.0206,1574.4064,1412.2499,1624.3894,1826.3064,
0000000000000000004b_0,1887.094,1416.3806,1323.8812,1612.6674,1385.6896,1829.6414,1731.9537,1257.9814,1204.5011,625.5984,1368.8884,922.89026,1723.325,1200.762,1267.6914,1207.5465,1197.9633,1267.8267,1165.22,955.0136,1124.8428,1769.8,1983.3793,1826.6661,1999.263,1646.181,1946.6052,1529.5139,1285.1655,1766.6768,1357.5286,1432.2783,1655.0771,
0000000000000000004c_0,1632.2894,1975.9382,2057.596,1826.3654,1586.6548,1896.717,1791.3099,1557.8042,1392.82,1278.7451,1267.9518,1332.2452,1927.7456,1550.574,1478.885,1412.3406,1478.7986,1591.545,1505.9446,1513.1042,1099.5605,1918.2562,1798.6418,1724.6244,1944.1292,1437.1127,2116.192,1485.8375,1433.2245,1899.3597,1840.0652,1911.9357,1831.0537,
0000000000000000004d_0,1281.0903,1545.3601,1862.1987,1598.4464,1517.0247,1719.1906,1746.0342,1417.2582,1372.3896,1338.2504,1386.6927,1505.8253,1934.3203,1660.5835,1502.8574,1336.5142,1730.6216,1753.9746,1444.6533,1473.8295,804.1806,1869.5352,1749.2683,1560.1761,1995.9839,1381.1041,1924.444,1860.6873,1461.9802,1423.0105,1643.6069,1591.2579,1618.9414,
0000000000000000004e_0,1632.9674,1881.2688,2016.8988,1856.688,1800.1499,1826.1434,1925.1323,1462.2565,1422.0009,1423.6882,1397.6978,1447.9568,1783.9751,1667.9092,1507.5182,1388.9109,1621.2201,1704.2496,1722.5739,1524.2108,1264.9114,1979.7916,1797.78,1955.8699,2099.5918,1834.3062,2039.3553,2001.0437,2111.0193,1865.8217,1961.3154,1839.491,1926.8463,
0000000000000000004f_0,1992.3403,1997.2083,2042.2299,1808.217,1946.7461,1994.9956,1835.0725,1525.937,1717.3555,1512.2502,1445.244,1564.4226,1936.9617,1512.7949,1507.7551,1436.3646,1551.5176,1631.3865,1602.5079,1428.0701,1126.4082,2108.9658,1698.9004,1819.0594,2098.2312,1737.6434,1892.1985,2129.9136,2001.58,1835.2236,1849.0311,1945.9727,2043.9088,
00000000000000000050_0,1745.2325,2176.6196,2234.814,1599.5568,1615.33,2031.753,1593.6106,1798.9106,1392.5354,1006.455,1140.6432,1318.2021,2558.8706,1548.7102,1436.8356,1420.0999,1635.5557,1596.3167,1534.6108,1369.3086,1112.0652,1849.7194,1729.6335,2295.285,1827.0846,1520.5022,2100.1128,1698.9078,1749.274,1671.0757,1967.4429,1931.6372,2014.4525,
00000000000000000051_0,1491.6907,1728.0493,1673.6553,1857.1375,1797.4467,2073.6694,1724.9854,1521.0934,1498.2106,1949.8898,1715.3528,1504.7275,1579.4261,1699.3213,1644.8413,1422.6318,1355.4487,1644.0835,674.6948,1487.1262,1052.824,1935.7278,2269.323,1738.9314,2349.7852,1913.3403,2444.537,1791.5344,1907.4855,1813.8507,1752.398,1696.9723,1831.9357,
00000000000000000052_0,1971.8698,1917.4788,1647.6641,1805.868,1824.6549,2036.5967,1921.1486,1486.843,1510.4661,1716.8337,1481.4862,1723.7612,1745.299,1831.133,1528.8647,1628.0405,1479.1552,1729.5474,1841.821,1707.7784,1356.3184,591.0886,2028.3761,2065.0457,1813.4832,1909.0854,2039.4493,1712.5442,1987.3221,2107.812,2045.2529,1866.24,1908.3848,
00000000000000000053_0,1712.9249,1925.5704,1695.9844,1941.763,1712.7122,1903.4193,1983.334,1538.7799,1461.8844,1853.5864,1491.6034,1899.238,2081.1484,1616.8167,1501.3481,1534.5227,1536.8254,1881.7253,1855.3622,1565.0183,1399.4529,1719.8289,1696.5935,2087.951,2185.9958,1888.2427,1685.1431,2070.0576,2008.4677,2286.1396,1921.1705,1981.9705,2049.429,
00000000000000000054_0,1691.5157,1852.9994,1513.9233,1733.2043,1769.6353,1876.3325,1866.367,1553.0286,1131.7744,858.6687,1179.2246,1507.8696,1832.2627,1588.075,1504.1364,1481.9954,1530.1385,1779.2898,1784.1324,1967.6003,1706.4814,1897.2141,1892.5933,2063.187,2315.7017,2288.7515,2148.2002,1804.6865,1937.3564,1913.7185,2170.2449,2025.0137,1897.3232,
00000000000000000055_0,539.1967,1218.3738,1096.3281,1118.3824,1255.5916,1079.7052,1175.2173,752.2509,751.52747,816.6122,941.3908,1038.7533,1325.9873,1095.7856,843.5488,890.30945,1000.51526,1141.5554,1095.1162,1307.9337,593.3985,1317.7954,1333.1611,1531.1027,1389.9094,1281.2161,1435.2856,1409.8545,1166.6296,1415.3059,1059.3286,1212.9883,1022.29565,
00000000000000000056_0,852.9449,1371.3523,1191.4834,1214.3539,1438.0652,1203.9507,1339.5095,923.3633,827.118,982.662,1083.7775,1317.5916,1592.393,1385.4471,1163.3254,1138.7834,1332.3643,1513.6484,1434.5804,1580.8801,581.2462,2033.8652,1597.5854,1731.7144,1863.2063,1809.5984,1914.7174,1709.7924,1489.773,1579.0671,1442.9667,1284.5865,993.7739,
00000000000000000057_0,1033.9602,1323.7039,972.7198,881.3751,993.4582,880.2536,902.3234,298.435,420.7602,437.5052,604.7188,746.7346,926.8142,834.7815,899.1095,703.808,696.7096,1124.061,1014.4259,1108.8022,215.7692,941.621,1035.2201,1256.114,1135.8708,1071.4961,1071.9525,1498.1353,1262.4746,1494.8717,1289.7694,892.4907,938.1852,
00000000000000000058_0,802.4828,1187.9878,1056.0942,1018.8671,1245.1658,1051.8286,1001.7134,557.239,492.6566,396.6283,679.7034,1045.561,1233.2157,937.61804,866.4614,918.5134,822.90283,1246.8004,1239.521,1205.0527,307.182,1113.6837,1270.3378,1174.7208,1341.5051,1151.6501,1163.2324,1324.1213,1099.6797,1378.9362,1519.0813,1271.887,1058.1844,
00000000000000000059_0,1229.8828,1587.2292,1094.6636,928.9513,1278.7642,1157.4456,1081.6385,583.4629,604.1098,602.6056,786.97,1022.4638,1213.803,1041.836,958.50305,952.5538,1052.6895,1417.7534,1354.289,1339.537,384.0387,1279.4681,1413.7928,1410.018,1537.6294,1492.1091,1443.75,1496.6035,1454.712,1771.357,1631.007,1345.7573,1114.7749,
0000000000000000005a_0,1104.4421,1308.4108,1422.1802,1523.0497,448.68484,1327.7113,1325.6635,850.8855,876.9634,746.01624,981.6259,1137.0398,1527.4425,1200.8184,1113.9192,793.1216,930.3784,1285.6984,1258.7538,716.75085,553.9211,1168.6466,1442.0176,1315.9711,1620.1681,1348.0835,1713.8257,1461.7244,1161.1791,1407.5643,1242.6635,1283.6311,1261.2256,
0000000000000000005b_0,941.8441,1073.0103,1113.1058,1263.3455,668.8231,1005.7284,654.29926,690.2522,719.1792,641.9343,829.10675,943.4468,1322.4387,1047.8401,942.91565,892.2292,828.65393,1035.8315,639.8139,805.8341,494.906,1378.898,1294.6267,1313.2235,1334.8314,1188.0586,1394.9401,1235.2457,1017.81494,1110.78,1023.6379,1000.1819,926.2022,
0000000000000000005c_0,1512.6719,1694.864,1421.815,1464.9211,1629.4355,603.2916,1446.7198,1214.2532,1210.7782,1327.038,1262.6128,1236.0215,1777.0032,1322.5037,1175.8328,1340.2676,1261.5488,1507.7725,1300.3396,1529.977,1177.9672,1612.3217,1706.0458,1822.783,2159.3328,1660.7413,1499.2947,1926.4862,1575.5813,1624.1622,1474.279,1461.7032,1721.6069,
0000000000000000005d_0,1079.996,1011.55634,1379.651,1328.6573,1202.5449,1296.0178,1089.4445,773.63684,748.07715,604.2463,981.3956,1088.545,1563.1321,1150.4031,1039.6302,795.5156,995.8396,1161.4762,1112.4678,710.79407,682.3773,1060.3652,1448.0482,1425.8281,1533.4441,1268.7063,1513.1959,1478.0006,1233.1907,1423.3456,1341.6294,1065.6743,1254.2377,
