"","system.index","SAVI","SAVI_1","SAVI_10","SAVI_11","SAVI_12","SAVI_13","SAVI_14","SAVI_15","SAVI_16","SAVI_17","SAVI_18","SAVI_19","SAVI_2","SAVI_20","SAVI_21","SAVI_22","SAVI_23","SAVI_24","SAVI_25","SAVI_26","SAVI_27","SAVI_28","SAVI_29","SAVI_3","SAVI_30","SAVI_31","SAVI_32","SAVI_4","SAVI_5","SAVI_6","SAVI_7","SAVI_8","SAVI_9",".geo","CID","class"
"163","000000000000000000a3_0",0.961361219425735,0.984337024034566,0.879444217409072,1.01442068622576,0.973443622115803,0.837953091684435,1.0440933742042,1.03128591495339,1.00107573149742,1.02251472116384,1.02888226913612,1.00322539027222,1.01143118427069,1.18965517241379,1.07416243128306,1.10660272962007,0.945686070686071,1.05959202383681,1.02276270657936,1.83606557377049,1.02647400063284,1.04935370152761,1.0642658749162,0.987809889056294,1.06515859355791,1.05804343647895,1.05060785976817,1.00041545492314,1.00191113234591,0.86912785434061,0.838242806061638,0.761363636363636,0.918229557389347,NA,163,"for"
"164","000000000000000000a4_0",1.01616333475117,1.03559257856872,1.09507883420927,1.0209388257835,1.01053983200471,1.01993550278511,1.04540557180237,1.06237140673682,1.08535895986433,1.07352466946146,1.06518368001711,1.06477017803446,1.03427483338623,1.04537633351359,1.05173564753004,1.07126884926323,1.03120862492907,1.05491684936634,1.08273872779718,1.06450081746743,1.0791234423915,1.08162666510181,1.09428289162837,1.03337653920933,1.09923275825527,1.10530462184874,1.10304295287268,1.02860967040321,1.01951811729548,1.02960749694418,0.949507048742283,0.922129254145064,1.03829925348913,NA,164,"for"
"165","000000000000000000a5_0",1.02250011409794,1.02997356740312,1.06260174633713,1.03535067873303,1.05465876583572,1.00696507221141,1.02702957242419,1.06319586012231,1.06588196828511,1.07554090691617,1.07285402586345,1.09658140090844,1.02835899146847,1.08534182204032,1.05802761124251,1.07615724109617,1.06668233358792,1.06726876362504,1.0757200720072,1.08142758142758,1.0832296204107,1.07168784029038,1.07772458462405,1.02822098125249,1.0759868237396,1.07024936790442,1.07677025684689,1.07388612605298,1.02176657744558,1.04350317558856,0.917964908648621,0.963077250478825,1.01347681786181,NA,165,"for"
"166","000000000000000000a6_0",0.994255671307565,0.995159059474412,1.01514434453384,0.980154888673766,1.07420121468181,0.980365935201507,1.02796720557812,1.33057684550222,1.10692771084337,1.11945471349353,1.05741704619388,1.05577019989921,1.00677068001178,1.03686521414961,1.06243835824293,1.08631477619124,1.04186967113276,1.45076151735881,1.0720449790795,1.07566557683326,1.10171496156121,1.08223467369809,1.0864567036256,1.02117783579925,1.1122848200313,1.09548793284365,1.11924487301372,1.01558617573978,1.01202555430289,1.03412969283276,0.874595559522481,0.894862604540024,1.00766836231114,NA,166,"for"
"167","000000000000000000a7_0",0.994477753234459,1.02747316172227,1.09607503870321,1.0170564445226,1.03228645289038,0.999073559384843,1.04276060044256,1.2846171747731,1.05988169516247,1.06164093888771,1.06434049528716,1.07398650596851,1.0327264961828,1.06701925460706,1.0800470096631,1.06834867128529,1.04242739263206,1.0779384035198,1.06831433295623,1.07976383422088,1.10157273918742,1.07159412825135,1.11027290880852,1.02719617660446,1.12117827725813,1.10398524741317,1.10546327796678,1.0282648823258,1.01436354631005,1.01199070108895,0.92559158164628,0.973292189827623,1.02142161635833,NA,167,"for"
"168","000000000000000000a8_0",1.02706410576204,1.03710969429459,1.02323382412535,1.03280190580905,1.04297403517815,1.00639750551046,1.05357540654934,1.0797466298522,1.04392063761235,1.0567354368932,1.06244682661222,1.07394727832934,1.06511650627717,1.04508765616164,1.05922588350252,1.04758159653952,1.0621476694624,1.06170337581996,1.0764436081383,1.05665204678363,1.07087309028735,1.06488286632981,1.0924488355681,1.03423888639425,1.07940092713657,1.13101468850245,1.10515719374322,1.02793703742312,1.01702763976653,0.997262826859239,0.975622247260064,0.968189088324151,1.03958919993374,NA,168,"for"
"169","000000000000000000a9_0",1.0387686610346,1.04370216722695,1.02259396046057,1.00799737072743,1.02023865231633,0.981678047461294,1.02181491060385,1.05458807769591,1.03764130054772,1.10396171231056,1.0833778727953,1.07230517488239,1.03440621531632,1.08699418388813,1.1953125,1.04637656762899,1.05228651040813,1.0937079084087,1.08490416600665,1.06103234381923,1.07943791224548,1.10397326401782,1.11045165026057,1.00999946526924,1.09810479375697,1.09649983644096,1.10287756253526,1.03941186225195,1.02389715411332,0.994542146755609,0.950724921630094,0.956040546131568,1.03819621870209,NA,169,"for"
"170","000000000000000000aa_0",1.04261960161171,1.04673898486675,1.05260193737328,1.02246391542997,1.06385136692637,1.01583936143677,1.03464844375634,1.22248803827751,1.06190890036297,1.06238742426723,1.07152216641188,1.06913483256408,1.04941556590326,1.05772722928414,1.08372887791912,1.06355615373112,1.04525175270873,1.0938671665774,1.09531550169942,1.09721677773422,1.05859928644739,1.08132090306638,1.10577110547865,1.01520534318602,1.08609609303275,1.08103340942104,1.10356180784196,1.04998590622945,1.03502744188122,1.03865995796446,0.958844829108893,0.981973237190598,1.0392304790645,NA,170,"for"
"171","000000000000000000ab_0",1.03603488073865,1.05796016174929,1.07657657657658,1.04394340273784,1.06333356609175,1.04600700917158,1.06137317856261,1.24373167374783,1.10348186023862,1.08048738630513,1.07498543972044,1.08911676392272,1.05557002239467,1.10090076451442,1.07539282110422,1.06024096385542,1.07232704402516,1.06828116803637,1.10864215942137,1.07555486814632,1.09257916364515,1.10475774770842,1.11068344949547,1.02755117746652,1.09596801066311,1.1009918845807,1.1245216367383,1.06236629916077,1.04326007155801,1.02366702937976,0.986888828189019,0.992530755711775,1.03313996898512,NA,171,"for"
"172","000000000000000000ac_0",1.04740603349517,1.04285932955763,1.05751466522824,1.02253082046195,1.05088596092685,1.04205003421793,1.04936530324401,1.20260782347041,1.06467715098492,1.10829942589599,1.08256379432818,1.07111490607465,1.03163878663622,1.08065677660953,1.04789393865271,1.07606535659086,1.06532497525569,1.0806180204987,1.0742487387585,1.07902015013829,1.07914289823115,1.07400671516508,1.09316641663649,1.06701722980533,1.09460874769338,1.07167864381795,1.09421628534887,1.05552866330129,1.01873256277401,1.03331359991389,0.983090238820324,1.01835017785557,1.03852430641412,NA,172,"for"
"173","000000000000000000ad_0",1.08940513903555,1.06287207782779,1.10724280756745,1.07956285307006,1.09082505199908,1.04205003421793,1.07273848914811,1.11553742080962,1.09765266059644,1.11205643207151,1.11026931658969,1.09085337827486,1.0555737436569,1.08985744332788,1.09156433529098,1.11644695543001,1.07545072857496,1.09037085765973,1.09555877589293,1.08191211253579,1.09909469048202,1.10718843045513,1.26066528847961,1.08060870875396,1.10506028859458,1.11456877937254,1.11062182066662,1.10072881540302,1.05144579746936,1.02956335699699,0.985226734081214,1.0397549982665,1.05367885238316,NA,173,"for"
"174","000000000000000000ae_0",1.06240161198917,1.07667164736646,1.05439629035135,1.04966284919191,1.09194567100777,1.05424180759245,1.06509719992866,1.11706892261757,1.08907346412717,1.10293881483861,1.11511789181692,1.08643601101401,1.05777829394344,1.09671065589915,1.08720033646432,1.12141556668184,1.09549834603768,1.07777526565679,1.08037868943753,1.09622055870002,1.08698645857241,1.09292281972694,1.11570649532963,1.06705441530116,1.10734142743674,1.13554008819935,1.11370742142505,1.0705656402949,1.04974643805844,1.05981031741681,0.932960561537089,1.0645783414178,1.04655199621272,NA,174,"for"
"175","000000000000000000af_0",1.0492563052382,1.03594451033985,1.04806900437779,1.03027436140019,1.06333621061718,1.02967630224616,1.03606637682934,1.10435218863665,1.07284066839256,1.0800464037123,1.10422673455616,1.07612953773831,1.03815558851288,1.08564842897004,1.07703301414892,1.06179775280899,1.06304034582133,1.06391690801957,1.06341511673922,1.07828177257525,1.0737641748321,1.08844596698848,1.09246744684358,1.04330289619629,1.09517909439063,1.07397080531409,1.09591524559515,1.06996733711535,1.04260798314409,1.06047700170358,0.956335665953386,1.01543209876543,1.02646595293734,NA,175,"for"
"176","000000000000000000b0_0",0.99896006655574,1.00818694857325,0.99376259476058,1.04686741136474,1.03160556257901,0.986997278500151,1.05079751457306,1.08938830686043,1.07331531688606,1.06855225311601,1.07058189655172,1.09807441253264,1.00966908894361,1.06492178713833,1.08362644461991,1.06238615664845,1.05684596577017,1.06072627403113,1.08141517476556,1.04160605178935,1.03625522582414,1.07218212104386,1.09037697721413,1.06645978794931,1.08500861573808,1.08542492294144,1.10643630829827,1.01327253480987,1.01759102331833,1.04643589434326,0.94470291107271,0.982162079040443,0.98984223038686,NA,176,"for"
"177","000000000000000000b1_0",1.01328703004681,1.03151314110743,1.04544484745039,1.04250267125727,1.07852675469076,1.04264315051945,1.07454839579401,1.08865666610484,1.0942573297795,1.09484217496873,1.10203189862355,1.09402571212503,1.0217352254356,1.08806343906511,1.09466437177281,1.0680349062702,1.07618129218901,1.0684701805377,1.0897577092511,1.08701157742402,1.09883720930233,1.11011886044903,1.12557028025201,1.05232558139535,1.1030993852459,1.10753372359379,1.10616848339739,1.04682385946163,1.03754076746929,1.04342397336293,1.02790014684288,1.02170155559823,1.07040978039393,NA,177,"for"
"178","000000000000000000b2_0",0.981063247679846,0.984585298516047,1.02688242202793,0.990208230044621,1.01297284190107,1.01344508468657,1.02265053460889,1.02712148748777,1.02893644900633,1.05010772885476,1.06113537117904,1.04106379239646,0.98305606900801,1.06499535747447,1.05086136177194,1.04673549107143,1.08058234976934,1.03998368013056,1.08017894012388,1.07301625239006,1.07852583403589,1.08363295294669,1.08157291931789,1.01075705297341,1.08121263425216,1.09070223121168,1.0894704178734,1.00862998921251,0.968514562015068,0.999108126541105,0.892912064867888,0.965714612786904,0.983705994291151,NA,178,"for"
